[2339, 1656]
[headline, [770.0, 216.0, 113.0, 67.5], shoonya_0s543UO2X3E0XP, 5752905]
[paragraph, [184.0, 322.0, 678.0, 36.0], mwa0FmUkgL, 5752905]
[paragraph, [184.0, 358.0, 678.0, 36.0], mwa0FmUkgL, 5752905]
[paragraph, [184.0, 394.0, 678.0, 36.0], mwa0FmUkgL, 5752905]
[paragraph, [184.0, 430.0, 678.0, 36.0], mwa0FmUkgL, 5752905]
[paragraph, [184.0, 466.0, 678.0, 36.0], mwa0FmUkgL, 5752905]
[paragraph, [184.0, 502.0, 678.0, 36.0], mwa0FmUkgL, 5752905]
[paragraph, [184.0, 538.0, 678.0, 36.0], mwa0FmUkgL, 5752905]
[paragraph, [184.0, 574.0, 678.0, 36.0], mwa0FmUkgL, 5752905]
[paragraph, [184.0, 610.0, 678.0, 36.0], mwa0FmUkgL, 5752905]
[paragraph, [184.0, 646.0, 678.0, 36.0], mwa0FmUkgL, 5752905]
[paragraph, [184.0, 682.0, 678.0, 36.0], mwa0FmUkgL, 5752905]
[paragraph, [184.0, 718.0, 678.0, 36.0], mwa0FmUkgL, 5752905]
[paragraph, [186.0, 933.0, 683.0, 36.0], jyy2o6bWU9, 5752905]
[paragraph, [186.0, 969.0, 683.0, 36.0], jyy2o6bWU9, 5752905]
[paragraph, [186.0, 1005.0, 683.0, 36.0], jyy2o6bWU9, 5752905]
[paragraph, [186.0, 1041.0, 683.0, 36.0], jyy2o6bWU9, 5752905]
[paragraph, [186.0, 1077.0, 683.0, 36.0], jyy2o6bWU9, 5752905]
[paragraph, [186.0, 1113.0, 683.0, 36.0], jyy2o6bWU9, 5752905]
[paragraph, [186.0, 1149.0, 683.0, 36.0], jyy2o6bWU9, 5752905]
[paragraph, [186.0, 1185.0, 683.0, 36.0], jyy2o6bWU9, 5752905]
[paragraph, [186.0, 1221.0, 683.0, 36.0], jyy2o6bWU9, 5752905]
[paragraph, [186.0, 1257.0, 683.0, 36.0], jyy2o6bWU9, 5752905]
[paragraph, [186.0, 1293.0, 683.0, 36.0], jyy2o6bWU9, 5752905]
[paragraph, [175.0, 1525.0, 701.0, 36.0], 5U9NcYl2QE, 5752905]
[paragraph, [175.0, 1561.0, 701.0, 36.0], 5U9NcYl2QE, 5752905]
[paragraph, [175.0, 1597.0, 701.0, 36.0], 5U9NcYl2QE, 5752905]
[paragraph, [175.0, 1633.0, 701.0, 36.0], 5U9NcYl2QE, 5752905]
[paragraph, [175.0, 1669.0, 701.0, 36.0], 5U9NcYl2QE, 5752905]
[paragraph, [175.0, 1705.0, 701.0, 36.0], 5U9NcYl2QE, 5752905]
[paragraph, [175.0, 1741.0, 701.0, 36.0], 5U9NcYl2QE, 5752905]
[paragraph, [175.0, 1777.0, 701.0, 36.0], 5U9NcYl2QE, 5752905]
[paragraph, [175.0, 1813.0, 701.0, 36.0], 5U9NcYl2QE, 5752905]
[paragraph, [175.0, 1849.0, 701.0, 36.0], 5U9NcYl2QE, 5752905]
[paragraph, [175.0, 1885.0, 701.0, 36.0], 5U9NcYl2QE, 5752905]
[paragraph, [175.0, 1921.0, 701.0, 36.0], 5U9NcYl2QE, 5752905]
[folio, [97.0, 2177.0, 169.0, 36.0], iCz_1lAwPr, 5752905]
