[1034, 675]
[author, [398.0, 62.0, 221.0, 18.0], -C1HzA1HO3, 5773963]
[author, [398.0, 80.0, 221.0, 18.0], -C1HzA1HO3, 5773963]
[folio, [38.0, 66.0, 149.0, 18.0], B7iDKZ0IHw, 5773963]
[folio, [38.0, 84.0, 149.0, 18.0], B7iDKZ0IHw, 5773963]
[paragraph, [44.0, 111.0, 582.0, 18.0], shoonya_0sUMNON6YEOKEN, 5773963]
[paragraph, [44.0, 129.0, 582.0, 18.0], shoonya_0sUMNON6YEOKEN, 5773963]
[paragraph, [44.0, 147.0, 582.0, 18.0], shoonya_0sUMNON6YEOKEN, 5773963]
[paragraph, [44.0, 165.0, 582.0, 18.0], shoonya_0sUMNON6YEOKEN, 5773963]
[paragraph, [44.0, 183.0, 582.0, 18.0], shoonya_0sUMNON6YEOKEN, 5773963]
[paragraph, [44.0, 201.0, 582.0, 18.0], shoonya_0sUMNON6YEOKEN, 5773963]
[paragraph, [44.0, 219.0, 582.0, 18.0], shoonya_0sUMNON6YEOKEN, 5773963]
[paragraph, [44.0, 237.0, 582.0, 18.0], shoonya_0sUMNON6YEOKEN, 5773963]
[paragraph, [44.0, 255.0, 582.0, 18.0], shoonya_0sUMNON6YEOKEN, 5773963]
[paragraph, [44.0, 273.0, 582.0, 18.0], shoonya_0sUMNON6YEOKEN, 5773963]
[paragraph, [44.0, 291.0, 582.0, 18.0], shoonya_0sUMNON6YEOKEN, 5773963]
[section-title, [49.0, 329.0, 567.0, 30.0], eIGN_Z_rLU, 5773963]
[section-title, [49.0, 359.0, 567.0, 30.0], eIGN_Z_rLU, 5773963]
[paragraph, [47.0, 401.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 419.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 437.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 455.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 473.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 491.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 509.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 527.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 545.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 563.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 581.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 599.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 617.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 635.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 653.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 671.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 689.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 707.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 725.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 743.0, 571.0, 18.0], TORYz05IM0, 5773963]
[paragraph, [47.0, 761.0, 571.0, 18.0], TORYz05IM0, 5773963]
[sub-section-title, [260.0, 784.0, 138.0, 25.5], Cwxx6rvgHl, 5773963]
[paragraph, [46.0, 814.0, 562.0, 18.0], shoonya_2s2PBNV8WYRVPD, 5773963]
[paragraph, [46.0, 832.0, 562.0, 18.0], shoonya_2s2PBNV8WYRVPD, 5773963]
[paragraph, [46.0, 850.0, 562.0, 18.0], shoonya_2s2PBNV8WYRVPD, 5773963]
[paragraph, [46.0, 868.0, 562.0, 18.0], shoonya_2s2PBNV8WYRVPD, 5773963]
[paragraph, [46.0, 886.0, 562.0, 18.0], shoonya_2s2PBNV8WYRVPD, 5773963]
[paragraph, [46.0, 904.0, 562.0, 18.0], shoonya_2s2PBNV8WYRVPD, 5773963]
[paragraph, [46.0, 922.0, 562.0, 18.0], shoonya_2s2PBNV8WYRVPD, 5773963]
[paragraph, [46.0, 940.0, 562.0, 18.0], shoonya_2s2PBNV8WYRVPD, 5773963]
