[1754, 1241]
[section-title, [681.0, 247.0, 346.0, 49.5], shoonya_4sRZU5PQTO3T4A, 6471640]
[paragraph, [162.0, 260.0, 462.0, 36.0], shoonya_12s1W7V7JWID5I, 6471640]
[paragraph, [162.0, 296.0, 462.0, 36.0], shoonya_12s1W7V7JWID5I, 6471640]
[paragraph, [162.0, 332.0, 462.0, 36.0], shoonya_12s1W7V7JWID5I, 6471640]
[author, [837.0, 322.0, 234.0, 36.0], shoonya_6sUB4PSGMX8BC5, 6471640]
[paragraph, [168.0, 398.0, 453.0, 36.0], shoonya_3sKGZOJJ8S07K8, 6471640]
[paragraph, [168.0, 434.0, 453.0, 36.0], shoonya_3sKGZOJJ8S07K8, 6471640]
[paragraph, [168.0, 470.0, 453.0, 36.0], shoonya_3sKGZOJJ8S07K8, 6471640]
[paragraph, [168.0, 532.0, 450.0, 36.0], shoonya_1sRKRVXCWV0HUN, 6471640]
[paragraph, [168.0, 568.0, 450.0, 36.0], shoonya_1sRKRVXCWV0HUN, 6471640]
[paragraph, [168.0, 604.0, 450.0, 36.0], shoonya_1sRKRVXCWV0HUN, 6471640]
[paragraph, [168.0, 640.0, 450.0, 36.0], shoonya_1sRKRVXCWV0HUN, 6471640]
[paragraph, [168.0, 676.0, 450.0, 36.0], shoonya_1sRKRVXCWV0HUN, 6471640]
[paragraph, [168.0, 712.0, 450.0, 36.0], shoonya_1sRKRVXCWV0HUN, 6471640]
[paragraph, [168.0, 748.0, 450.0, 36.0], shoonya_1sRKRVXCWV0HUN, 6471640]
[paragraph, [168.0, 784.0, 450.0, 36.0], shoonya_1sRKRVXCWV0HUN, 6471640]
[paragraph, [659.0, 776.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 812.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 848.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 884.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 920.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 956.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 992.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 1028.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 1064.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 1100.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 1136.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 1172.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 1208.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 1244.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 1280.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 1316.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 1352.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 1388.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 1424.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 1460.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [659.0, 1496.0, 406.0, 36.0], sOUNEObFeU, 6471640]
[paragraph, [162.0, 832.0, 461.0, 36.0], shoonya_2s0I2UK80YNAOZ, 6471640]
[paragraph, [162.0, 868.0, 461.0, 36.0], shoonya_2s0I2UK80YNAOZ, 6471640]
[paragraph, [162.0, 904.0, 461.0, 36.0], shoonya_2s0I2UK80YNAOZ, 6471640]
[paragraph, [162.0, 940.0, 461.0, 36.0], shoonya_2s0I2UK80YNAOZ, 6471640]
[paragraph, [162.0, 976.0, 461.0, 36.0], shoonya_2s0I2UK80YNAOZ, 6471640]
[paragraph, [162.0, 1012.0, 461.0, 36.0], shoonya_2s0I2UK80YNAOZ, 6471640]
[paragraph, [167.0, 1061.0, 451.0, 36.0], shoonya_8sUEROF8IBJM81, 6471640]
[paragraph, [167.0, 1097.0, 451.0, 36.0], shoonya_8sUEROF8IBJM81, 6471640]
[paragraph, [167.0, 1133.0, 451.0, 36.0], shoonya_8sUEROF8IBJM81, 6471640]
[paragraph, [167.0, 1169.0, 451.0, 36.0], shoonya_8sUEROF8IBJM81, 6471640]
[paragraph, [167.0, 1205.0, 451.0, 36.0], shoonya_8sUEROF8IBJM81, 6471640]
[paragraph, [167.0, 1241.0, 451.0, 36.0], shoonya_8sUEROF8IBJM81, 6471640]
[paragraph, [167.0, 1277.0, 451.0, 36.0], shoonya_8sUEROF8IBJM81, 6471640]
[paragraph, [167.0, 1313.0, 451.0, 36.0], shoonya_8sUEROF8IBJM81, 6471640]
[paragraph, [167.0, 1349.0, 451.0, 36.0], shoonya_8sUEROF8IBJM81, 6471640]
[paragraph, [169.0, 1401.0, 448.0, 36.0], shoonya_10sPUOC9TCQR6K, 6471640]
[paragraph, [169.0, 1437.0, 448.0, 36.0], shoonya_10sPUOC9TCQR6K, 6471640]
[folio, [210.0, 1519.0, 172.0, 36.0], Bzvoik8xml, 6471640]
