[2339, 1656]
[paragraph, [930.0, 105.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 141.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 177.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 213.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 249.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 285.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 321.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 357.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 393.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 429.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 465.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 501.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 537.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 573.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 609.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 645.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 681.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 717.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 753.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 789.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 825.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 861.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 897.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 933.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 969.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 1005.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 1041.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 1077.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [930.0, 1113.0, 538.0, 36.0], shoonya_3sCUV3023SUJCO, 5750124]
[paragraph, [180.0, 113.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 149.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 185.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 221.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 257.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 293.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 329.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 365.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 401.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 437.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 473.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 509.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 545.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 581.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 617.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 653.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 689.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 725.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [180.0, 761.0, 509.0, 36.0], shoonya_2s2WI676MM076D, 5750124]
[paragraph, [93.0, 813.0, 712.0, 36.0], shoonya_0sCFCYRJJIP7C9, 5750124]
[paragraph, [93.0, 849.0, 712.0, 36.0], shoonya_0sCFCYRJJIP7C9, 5750124]
[paragraph, [93.0, 885.0, 712.0, 36.0], shoonya_0sCFCYRJJIP7C9, 5750124]
[paragraph, [93.0, 921.0, 712.0, 36.0], shoonya_0sCFCYRJJIP7C9, 5750124]
[paragraph, [93.0, 957.0, 712.0, 36.0], shoonya_0sCFCYRJJIP7C9, 5750124]
[paragraph, [93.0, 993.0, 712.0, 36.0], shoonya_0sCFCYRJJIP7C9, 5750124]
[paragraph, [97.0, 1026.0, 707.0, 36.0], L6nYA46ziU, 5750124]
[paragraph, [97.0, 1062.0, 707.0, 36.0], L6nYA46ziU, 5750124]
[paragraph, [97.0, 1098.0, 707.0, 36.0], L6nYA46ziU, 5750124]
[paragraph, [97.0, 1134.0, 707.0, 36.0], L6nYA46ziU, 5750124]
[paragraph, [97.0, 1170.0, 707.0, 36.0], L6nYA46ziU, 5750124]
[paragraph, [838.0, 1173.0, 712.0, 36.0], Zi42FeC0-i, 5750124]
[paragraph, [838.0, 1209.0, 712.0, 36.0], Zi42FeC0-i, 5750124]
[paragraph, [838.0, 1245.0, 712.0, 36.0], Zi42FeC0-i, 5750124]
[paragraph, [202.0, 1239.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1275.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1311.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1347.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1383.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1419.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1455.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1491.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1527.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1563.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1599.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1635.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1671.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1707.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1743.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1779.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1815.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1851.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1887.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [202.0, 1923.0, 503.0, 36.0], 8qDF9AyEm5, 5750124]
[paragraph, [863.0, 1284.0, 667.0, 36.0], shoonya_1sYG91H9YVMYWR, 5750124]
[paragraph, [863.0, 1320.0, 667.0, 36.0], shoonya_1sYG91H9YVMYWR, 5750124]
[paragraph, [863.0, 1356.0, 667.0, 36.0], shoonya_1sYG91H9YVMYWR, 5750124]
[paragraph, [863.0, 1392.0, 667.0, 36.0], shoonya_1sYG91H9YVMYWR, 5750124]
[paragraph, [863.0, 1428.0, 667.0, 36.0], shoonya_1sYG91H9YVMYWR, 5750124]
[paragraph, [863.0, 1464.0, 667.0, 36.0], shoonya_1sYG91H9YVMYWR, 5750124]
[paragraph, [863.0, 1500.0, 667.0, 36.0], shoonya_1sYG91H9YVMYWR, 5750124]
[paragraph, [863.0, 1536.0, 667.0, 36.0], shoonya_1sYG91H9YVMYWR, 5750124]
[paragraph, [863.0, 1572.0, 667.0, 36.0], shoonya_1sYG91H9YVMYWR, 5750124]
[paragraph, [863.0, 1608.0, 667.0, 36.0], shoonya_1sYG91H9YVMYWR, 5750124]
[paragraph, [848.0, 1655.0, 703.0, 36.0], qqGaGCjCIw, 5750124]
[paragraph, [848.0, 1691.0, 703.0, 36.0], qqGaGCjCIw, 5750124]
[paragraph, [848.0, 1727.0, 703.0, 36.0], qqGaGCjCIw, 5750124]
[paragraph, [947.0, 1762.0, 498.0, 36.0], shoonya_5sUVJIV0SSF084, 5750124]
[paragraph, [947.0, 1798.0, 498.0, 36.0], shoonya_5sUVJIV0SSF084, 5750124]
[paragraph, [947.0, 1834.0, 498.0, 36.0], shoonya_5sUVJIV0SSF084, 5750124]
[paragraph, [947.0, 1870.0, 498.0, 36.0], shoonya_5sUVJIV0SSF084, 5750124]
[paragraph, [200.0, 1985.0, 507.0, 36.0], DIHqa3W-Wl, 5750124]
[paragraph, [200.0, 2021.0, 507.0, 36.0], DIHqa3W-Wl, 5750124]
[paragraph, [200.0, 2057.0, 507.0, 36.0], DIHqa3W-Wl, 5750124]
[footnote, [854.0, 2016.0, 569.0, 36.0], qnZn8kRctm, 5750124]
