[2481, 1654]
[paragraph, [210.0, 216.0, 1290.0, 36.0], SGxXEYHZPS, 5721312]
[paragraph, [210.0, 252.0, 1290.0, 36.0], SGxXEYHZPS, 5721312]
[paragraph, [210.0, 288.0, 1290.0, 36.0], SGxXEYHZPS, 5721312]
[paragraph, [210.0, 324.0, 1290.0, 36.0], SGxXEYHZPS, 5721312]
[paragraph, [200.0, 373.0, 1306.0, 36.0], 66eIP_wHLn, 5721312]
[paragraph, [200.0, 409.0, 1306.0, 36.0], 66eIP_wHLn, 5721312]
[paragraph, [200.0, 445.0, 1306.0, 36.0], 66eIP_wHLn, 5721312]
[paragraph, [200.0, 481.0, 1306.0, 36.0], 66eIP_wHLn, 5721312]
[paragraph, [200.0, 517.0, 1306.0, 36.0], 66eIP_wHLn, 5721312]
[paragraph, [200.0, 553.0, 1306.0, 36.0], 66eIP_wHLn, 5721312]
[paragraph, [200.0, 589.0, 1306.0, 36.0], 66eIP_wHLn, 5721312]
[paragraph, [200.0, 625.0, 1306.0, 36.0], 66eIP_wHLn, 5721312]
[paragraph, [200.0, 689.0, 1316.0, 36.0], XGewzk5H6N, 5721312]
[paragraph, [200.0, 725.0, 1316.0, 36.0], XGewzk5H6N, 5721312]
[paragraph, [200.0, 761.0, 1316.0, 36.0], XGewzk5H6N, 5721312]
[paragraph, [200.0, 797.0, 1316.0, 36.0], XGewzk5H6N, 5721312]
[paragraph, [200.0, 833.0, 1316.0, 36.0], XGewzk5H6N, 5721312]
[paragraph, [196.0, 900.0, 1316.0, 36.0], U0Sekg6LoK, 5721312]
[paragraph, [196.0, 936.0, 1316.0, 36.0], U0Sekg6LoK, 5721312]
[paragraph, [192.0, 1001.0, 1323.0, 36.0], FDifLox6FK, 5721312]
[paragraph, [192.0, 1037.0, 1323.0, 36.0], FDifLox6FK, 5721312]
[paragraph, [192.0, 1073.0, 1323.0, 36.0], FDifLox6FK, 5721312]
[paragraph, [192.0, 1109.0, 1323.0, 36.0], FDifLox6FK, 5721312]
[paragraph, [274.0, 1158.0, 721.0, 36.0], _tliiIyk4e, 5721312]
[paragraph, [202.0, 1212.0, 1308.0, 36.0], CgkO5eh0QV, 5721312]
[paragraph, [202.0, 1248.0, 1308.0, 36.0], CgkO5eh0QV, 5721312]
[paragraph, [202.0, 1284.0, 1308.0, 36.0], CgkO5eh0QV, 5721312]
[paragraph, [202.0, 1320.0, 1308.0, 36.0], CgkO5eh0QV, 5721312]
[paragraph, [202.0, 1356.0, 1308.0, 36.0], CgkO5eh0QV, 5721312]
[paragraph, [202.0, 1392.0, 1308.0, 36.0], CgkO5eh0QV, 5721312]
[paragraph, [202.0, 1428.0, 1308.0, 36.0], CgkO5eh0QV, 5721312]
[paragraph, [202.0, 1464.0, 1308.0, 36.0], CgkO5eh0QV, 5721312]
[paragraph, [194.0, 1524.0, 1314.0, 36.0], 6Z8HXKmIi4, 5721312]
[paragraph, [194.0, 1560.0, 1314.0, 36.0], 6Z8HXKmIi4, 5721312]
[paragraph, [186.0, 1627.0, 1327.0, 36.0], CuAub9j1rs, 5721312]
[paragraph, [186.0, 1663.0, 1327.0, 36.0], CuAub9j1rs, 5721312]
[paragraph, [186.0, 1699.0, 1327.0, 36.0], CuAub9j1rs, 5721312]
[paragraph, [186.0, 1735.0, 1327.0, 36.0], CuAub9j1rs, 5721312]
[paragraph, [186.0, 1771.0, 1327.0, 36.0], CuAub9j1rs, 5721312]
[paragraph, [177.0, 1836.0, 1333.0, 36.0], XKZfdjM_Q6, 5721312]
[paragraph, [177.0, 1872.0, 1333.0, 36.0], XKZfdjM_Q6, 5721312]
[paragraph, [177.0, 1908.0, 1333.0, 36.0], XKZfdjM_Q6, 5721312]
[paragraph, [177.0, 1944.0, 1333.0, 36.0], XKZfdjM_Q6, 5721312]
[paragraph, [177.0, 1980.0, 1333.0, 36.0], XKZfdjM_Q6, 5721312]
[paragraph, [177.0, 2016.0, 1333.0, 36.0], XKZfdjM_Q6, 5721312]
[paragraph, [177.0, 2052.0, 1333.0, 36.0], XKZfdjM_Q6, 5721312]
[paragraph, [177.0, 2088.0, 1333.0, 36.0], XKZfdjM_Q6, 5721312]
[paragraph, [177.0, 2124.0, 1333.0, 36.0], XKZfdjM_Q6, 5721312]
[paragraph, [177.0, 2160.0, 1333.0, 36.0], XKZfdjM_Q6, 5721312]
