[1238, 765]
[headline, [343.0, 74.0, 131.0, 25.5], CvtXImgMm4, 5769787]
[paragraph, [390.0, 131.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 149.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 167.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 185.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 203.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 221.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 239.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 257.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 275.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 293.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 311.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 329.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 347.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 365.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 383.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [390.0, 401.0, 297.0, 18.0], 3ttk2TL8H_, 5769787]
[paragraph, [76.0, 132.0, 308.0, 18.0], shoonya_0sNEH2B5ATCO9H, 5769787]
[paragraph, [76.0, 150.0, 308.0, 18.0], shoonya_0sNEH2B5ATCO9H, 5769787]
[paragraph, [76.0, 168.0, 308.0, 18.0], shoonya_0sNEH2B5ATCO9H, 5769787]
[paragraph, [76.0, 186.0, 308.0, 18.0], shoonya_0sNEH2B5ATCO9H, 5769787]
[paragraph, [76.0, 204.0, 308.0, 18.0], shoonya_0sNEH2B5ATCO9H, 5769787]
[paragraph, [76.0, 222.0, 308.0, 18.0], shoonya_0sNEH2B5ATCO9H, 5769787]
[paragraph, [76.0, 250.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 268.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 286.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 304.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 322.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 340.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 358.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 376.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 394.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 412.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 430.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 448.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 466.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 484.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 502.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 520.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 538.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 556.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 574.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 592.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 610.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 628.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 646.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [76.0, 664.0, 311.0, 18.0], QvkKIt1Ilc, 5769787]
[paragraph, [387.0, 420.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 438.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 456.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 474.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 492.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 510.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 528.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 546.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 564.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 582.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 600.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 618.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 636.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 654.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 672.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 690.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 708.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 726.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 744.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 762.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 780.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 798.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 816.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 834.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 852.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 870.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 888.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 906.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [387.0, 924.0, 303.0, 18.0], oxeIhNvk6B, 5769787]
[paragraph, [75.0, 699.0, 289.0, 18.0], zk5GnYCOx5, 5769787]
[paragraph, [75.0, 717.0, 289.0, 18.0], zk5GnYCOx5, 5769787]
[paragraph, [75.0, 735.0, 289.0, 18.0], zk5GnYCOx5, 5769787]
[paragraph, [75.0, 753.0, 289.0, 18.0], zk5GnYCOx5, 5769787]
[paragraph, [75.0, 771.0, 289.0, 18.0], zk5GnYCOx5, 5769787]
[paragraph, [75.0, 789.0, 289.0, 18.0], zk5GnYCOx5, 5769787]
[paragraph, [75.0, 807.0, 289.0, 18.0], zk5GnYCOx5, 5769787]
[paragraph, [75.0, 825.0, 289.0, 18.0], zk5GnYCOx5, 5769787]
[paragraph, [75.0, 843.0, 289.0, 18.0], zk5GnYCOx5, 5769787]
[reference, [209.0, 867.0, 170.0, 18.0], yGUKSptWkf, 5769787]
[paragraph, [71.0, 891.0, 310.0, 18.0], 42s2CFodQH, 5769787]
[paragraph, [71.0, 909.0, 310.0, 18.0], 42s2CFodQH, 5769787]
[paragraph, [71.0, 927.0, 310.0, 18.0], 42s2CFodQH, 5769787]
