[2339, 1656]
[paragraph, [87.0, 59.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 95.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 131.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 167.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 203.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 239.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 275.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 311.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 347.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 383.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 419.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 455.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 491.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 527.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 563.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 599.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 635.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 671.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 707.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 743.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 779.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 815.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 851.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 887.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 923.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 959.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 995.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1031.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1067.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1103.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1139.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1175.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1211.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1247.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1283.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1319.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1355.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1391.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1427.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1463.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1499.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1535.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1571.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1607.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1643.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1679.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1715.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1751.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1787.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1823.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1859.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1895.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1931.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [87.0, 1967.0, 709.0, 36.0], shoonya_1s6TPBVN34RPUS, 5749381]
[paragraph, [829.0, 87.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 123.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 159.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 195.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 231.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 267.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 303.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 339.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 375.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 411.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 447.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 483.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 519.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 555.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 591.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 627.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [829.0, 663.0, 712.0, 36.0], shoonya_0sFC5SXHDBG1LR, 5749381]
[paragraph, [830.0, 725.0, 707.0, 36.0], shoonya_4sYJ3VE1SOVBHZ, 5749381]
[paragraph, [830.0, 761.0, 707.0, 36.0], shoonya_4sYJ3VE1SOVBHZ, 5749381]
[paragraph, [830.0, 797.0, 707.0, 36.0], shoonya_4sYJ3VE1SOVBHZ, 5749381]
[paragraph, [830.0, 833.0, 707.0, 36.0], shoonya_4sYJ3VE1SOVBHZ, 5749381]
[paragraph, [830.0, 869.0, 707.0, 36.0], shoonya_4sYJ3VE1SOVBHZ, 5749381]
[paragraph, [908.0, 941.0, 540.0, 36.0], xJSbnzu3V_, 5749381]
[paragraph, [908.0, 977.0, 540.0, 36.0], xJSbnzu3V_, 5749381]
[paragraph, [830.0, 1053.0, 702.0, 36.0], CdK0k9w2ZA, 5749381]
[paragraph, [830.0, 1089.0, 702.0, 36.0], CdK0k9w2ZA, 5749381]
[paragraph, [825.0, 1156.0, 706.0, 36.0], shoonya_5s9BSFABNNF6PU, 5749381]
[paragraph, [825.0, 1192.0, 706.0, 36.0], shoonya_5s9BSFABNNF6PU, 5749381]
[paragraph, [825.0, 1228.0, 706.0, 36.0], shoonya_5s9BSFABNNF6PU, 5749381]
[paragraph, [825.0, 1264.0, 706.0, 36.0], shoonya_5s9BSFABNNF6PU, 5749381]
[paragraph, [828.0, 1313.0, 702.0, 36.0], shoonya_2sRZJ1V2NHFCRK, 5749381]
[paragraph, [828.0, 1349.0, 702.0, 36.0], shoonya_2sRZJ1V2NHFCRK, 5749381]
[paragraph, [828.0, 1385.0, 702.0, 36.0], shoonya_2sRZJ1V2NHFCRK, 5749381]
[paragraph, [828.0, 1421.0, 702.0, 36.0], shoonya_2sRZJ1V2NHFCRK, 5749381]
[paragraph, [828.0, 1457.0, 702.0, 36.0], shoonya_2sRZJ1V2NHFCRK, 5749381]
[paragraph, [828.0, 1493.0, 702.0, 36.0], shoonya_2sRZJ1V2NHFCRK, 5749381]
[paragraph, [828.0, 1529.0, 702.0, 36.0], shoonya_2sRZJ1V2NHFCRK, 5749381]
[paragraph, [828.0, 1565.0, 702.0, 36.0], shoonya_2sRZJ1V2NHFCRK, 5749381]
[paragraph, [827.0, 1634.0, 704.0, 36.0], shoonya_3sYPZ2U47W3FZ9, 5749381]
