[1648, 1134]
[section-title, [170.0, 181.0, 443.0, 49.5], aNu3D7oFNA, 6469431]
[section-title, [170.0, 230.5, 443.0, 49.5], aNu3D7oFNA, 6469431]
[section-title, [170.0, 280.0, 443.0, 49.5], aNu3D7oFNA, 6469431]
[section-title, [170.0, 329.5, 443.0, 49.5], aNu3D7oFNA, 6469431]
[paragraph, [641.0, 191.0, 350.0, 36.0], shoonya_4s61R2Q9RTAWLL, 6469431]
[paragraph, [641.0, 227.0, 350.0, 36.0], shoonya_4s61R2Q9RTAWLL, 6469431]
[paragraph, [641.0, 263.0, 350.0, 36.0], shoonya_4s61R2Q9RTAWLL, 6469431]
[paragraph, [641.0, 299.0, 350.0, 36.0], shoonya_4s61R2Q9RTAWLL, 6469431]
[paragraph, [641.0, 335.0, 350.0, 36.0], shoonya_4s61R2Q9RTAWLL, 6469431]
[paragraph, [641.0, 371.0, 350.0, 36.0], shoonya_4s61R2Q9RTAWLL, 6469431]
[paragraph, [161.0, 434.0, 829.0, 36.0], shoonya_5sK8FKP87H2BSE, 6469431]
[paragraph, [161.0, 470.0, 829.0, 36.0], shoonya_5sK8FKP87H2BSE, 6469431]
[paragraph, [161.0, 506.0, 829.0, 36.0], shoonya_5sK8FKP87H2BSE, 6469431]
[paragraph, [161.0, 542.0, 829.0, 36.0], shoonya_5sK8FKP87H2BSE, 6469431]
[paragraph, [161.0, 578.0, 829.0, 36.0], shoonya_5sK8FKP87H2BSE, 6469431]
[paragraph, [161.0, 614.0, 829.0, 36.0], shoonya_5sK8FKP87H2BSE, 6469431]
[paragraph, [161.0, 650.0, 829.0, 36.0], shoonya_5sK8FKP87H2BSE, 6469431]
[paragraph, [161.0, 686.0, 829.0, 36.0], shoonya_5sK8FKP87H2BSE, 6469431]
[figure-caption, [661.0, 1011.0, 309.0, 36.0], TB7X3gNINj, 6469431]
[figure-caption, [661.0, 1047.0, 309.0, 36.0], TB7X3gNINj, 6469431]
[paragraph, [159.0, 1159.0, 824.0, 36.0], shoonya_1sTJGXLW8PQIOM, 6469431]
[paragraph, [159.0, 1195.0, 824.0, 36.0], shoonya_1sTJGXLW8PQIOM, 6469431]
[paragraph, [159.0, 1231.0, 824.0, 36.0], shoonya_1sTJGXLW8PQIOM, 6469431]
[paragraph, [159.0, 1267.0, 824.0, 36.0], shoonya_1sTJGXLW8PQIOM, 6469431]
[paragraph, [159.0, 1303.0, 824.0, 36.0], shoonya_1sTJGXLW8PQIOM, 6469431]
[paragraph, [159.0, 1339.0, 824.0, 36.0], shoonya_1sTJGXLW8PQIOM, 6469431]
[paragraph, [159.0, 1375.0, 824.0, 36.0], shoonya_1sTJGXLW8PQIOM, 6469431]
[paragraph, [159.0, 1411.0, 824.0, 36.0], shoonya_1sTJGXLW8PQIOM, 6469431]
[paragraph, [159.0, 1447.0, 824.0, 36.0], shoonya_1sTJGXLW8PQIOM, 6469431]
[paragraph, [159.0, 1483.0, 824.0, 36.0], shoonya_1sTJGXLW8PQIOM, 6469431]
[paragraph, [159.0, 1519.0, 824.0, 36.0], shoonya_1sTJGXLW8PQIOM, 6469431]
