[1418, 1063]
[paragraph, [110.0, 81.0, 847.0, 18.0], shoonya_4sKL3P9DB1Z88O, 6468085]
[paragraph, [110.0, 99.0, 847.0, 18.0], shoonya_4sKL3P9DB1Z88O, 6468085]
[paragraph, [110.0, 117.0, 847.0, 18.0], shoonya_4sKL3P9DB1Z88O, 6468085]
[paragraph, [110.0, 135.0, 847.0, 18.0], shoonya_4sKL3P9DB1Z88O, 6468085]
[section-title, [107.0, 181.0, 849.0, 30.0], shoonya_1sDTG55XHN9XGM, 6468085]
[section-title, [107.0, 211.0, 849.0, 30.0], shoonya_1sDTG55XHN9XGM, 6468085]
[figure-caption, [403.0, 803.0, 258.0, 18.0], shoonya_3sEX1OHSZ2I5P3, 6468085]
[paragraph, [111.0, 860.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 878.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 896.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 914.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 932.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 950.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 968.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 986.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1004.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1022.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1040.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1058.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1076.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1094.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1112.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1130.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1148.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1166.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1184.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1202.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1220.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1238.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1256.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[paragraph, [111.0, 1274.0, 842.0, 18.0], shoonya_0sZ1AIOAYRKOCZ, 6468085]
[folio, [116.0, 1314.0, 208.0, 18.0], s9E4ym5BHR, 6468085]
