[1818, 1374]
[folio, [480.0, 239.0, 416.0, 36.0], shoonya_1sC2XWE7258T5V, 5682517]
[paragraph, [109.0, 310.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 346.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 382.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 418.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 454.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 490.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 526.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 562.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 598.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 634.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 670.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 706.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 742.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 778.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 814.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 850.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 886.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 922.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 958.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 994.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1030.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1066.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1102.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1138.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1174.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1210.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1246.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1282.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1318.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1354.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1390.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1426.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1462.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1498.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1534.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1570.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1606.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1642.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [109.0, 1678.0, 572.0, 36.0], shoonya_3sU9F9S2P3TX9F, 5682517]
[paragraph, [688.0, 379.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 415.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 451.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 487.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 523.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 559.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 595.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 631.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 667.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 703.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 739.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 775.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 811.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 847.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 883.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 919.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 955.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 991.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1027.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1063.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1099.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1135.0, 585.0, 36.0], HUVBouCh4j, 5682517]
[paragraph, [688.0, 1171.0, 585.0, 36.0], HUVBouCh4j, 5682517]
