[792, 612]
[headline, [25.0, 57.0, 164.0, 25.5], shoonya_14sAGB3DO8LSZ8, 6514178]
[headline, [223.0, 97.0, 131.0, 25.5], shoonya_6sETECRT3VKXMK, 6514178]
[headline, [223.0, 122.5, 131.0, 25.5], shoonya_6sETECRT3VKXMK, 6514178]
[author, [80.0, 129.0, 56.0, 18.0], 0hRJzy4VnX, 6514178]
[author, [79.0, 168.0, 55.0, 18.0], lLC0e4D8p5, 6514178]
[author, [223.0, 178.0, 85.0, 18.0], shoonya_7sOD560T0J6I90, 6514178]
[author, [81.0, 208.0, 53.0, 18.0], Fl_HFmBF4i, 6514178]
[paragraph, [222.0, 217.0, 164.0, 18.0], shoonya_0sIHGY8CB4EQ4C, 6514178]
[paragraph, [222.0, 235.0, 164.0, 18.0], shoonya_0sIHGY8CB4EQ4C, 6514178]
[paragraph, [222.0, 253.0, 164.0, 18.0], shoonya_0sIHGY8CB4EQ4C, 6514178]
[paragraph, [222.0, 271.0, 164.0, 18.0], shoonya_0sIHGY8CB4EQ4C, 6514178]
[paragraph, [222.0, 289.0, 164.0, 18.0], shoonya_0sIHGY8CB4EQ4C, 6514178]
[paragraph, [222.0, 307.0, 164.0, 18.0], shoonya_0sIHGY8CB4EQ4C, 6514178]
[paragraph, [222.0, 325.0, 164.0, 18.0], shoonya_0sIHGY8CB4EQ4C, 6514178]
[paragraph, [393.0, 241.0, 161.0, 18.0], 53kuo7zGGH, 6514178]
[paragraph, [393.0, 259.0, 161.0, 18.0], 53kuo7zGGH, 6514178]
[paragraph, [393.0, 277.0, 161.0, 18.0], 53kuo7zGGH, 6514178]
[paragraph, [393.0, 295.0, 161.0, 18.0], 53kuo7zGGH, 6514178]
[paragraph, [393.0, 313.0, 161.0, 18.0], 53kuo7zGGH, 6514178]
[paragraph, [393.0, 331.0, 161.0, 18.0], 53kuo7zGGH, 6514178]
[author, [64.0, 245.0, 86.0, 18.0], K0pXBNGd0y, 6514178]
[author, [64.0, 263.0, 86.0, 18.0], K0pXBNGd0y, 6514178]
[author, [64.0, 281.0, 86.0, 18.0], K0pXBNGd0y, 6514178]
[author, [64.0, 299.0, 86.0, 18.0], K0pXBNGd0y, 6514178]
[author, [64.0, 317.0, 86.0, 18.0], K0pXBNGd0y, 6514178]
[paragraph, [393.0, 351.0, 161.0, 18.0], IA4kcpMSwI, 6514178]
[paragraph, [393.0, 369.0, 161.0, 18.0], IA4kcpMSwI, 6514178]
[paragraph, [393.0, 387.0, 161.0, 18.0], IA4kcpMSwI, 6514178]
[paragraph, [393.0, 405.0, 161.0, 18.0], IA4kcpMSwI, 6514178]
[paragraph, [393.0, 423.0, 161.0, 18.0], IA4kcpMSwI, 6514178]
[paragraph, [393.0, 441.0, 161.0, 18.0], IA4kcpMSwI, 6514178]
[paragraph, [224.0, 363.0, 163.0, 18.0], BuRna-GijI, 6514178]
[paragraph, [224.0, 381.0, 163.0, 18.0], BuRna-GijI, 6514178]
[paragraph, [224.0, 399.0, 163.0, 18.0], BuRna-GijI, 6514178]
[paragraph, [224.0, 417.0, 163.0, 18.0], BuRna-GijI, 6514178]
[paragraph, [224.0, 435.0, 163.0, 18.0], BuRna-GijI, 6514178]
[paragraph, [224.0, 453.0, 163.0, 18.0], BuRna-GijI, 6514178]
[paragraph, [224.0, 471.0, 163.0, 18.0], BuRna-GijI, 6514178]
[paragraph, [224.0, 489.0, 163.0, 18.0], BuRna-GijI, 6514178]
[paragraph, [224.0, 507.0, 163.0, 18.0], BuRna-GijI, 6514178]
[paragraph, [224.0, 525.0, 163.0, 18.0], BuRna-GijI, 6514178]
[paragraph, [224.0, 543.0, 163.0, 18.0], BuRna-GijI, 6514178]
[paragraph, [224.0, 561.0, 163.0, 18.0], BuRna-GijI, 6514178]
[author, [76.0, 372.0, 63.0, 18.0], k9Oc3xQq-s, 6514178]
[contact-info, [22.0, 423.0, 171.0, 18.0], 5EY5A_oSAb, 6514178]
[contact-info, [22.0, 441.0, 171.0, 18.0], 5EY5A_oSAb, 6514178]
[contact-info, [22.0, 459.0, 171.0, 18.0], 5EY5A_oSAb, 6514178]
[contact-info, [22.0, 477.0, 171.0, 18.0], 5EY5A_oSAb, 6514178]
[contact-info, [22.0, 495.0, 171.0, 18.0], 5EY5A_oSAb, 6514178]
[contact-info, [22.0, 513.0, 171.0, 18.0], 5EY5A_oSAb, 6514178]
[contact-info, [22.0, 531.0, 171.0, 18.0], 5EY5A_oSAb, 6514178]
[contact-info, [22.0, 549.0, 171.0, 18.0], 5EY5A_oSAb, 6514178]
[contact-info, [22.0, 567.0, 171.0, 18.0], 5EY5A_oSAb, 6514178]
