[2084, 1289]
[ordered-list, [134.0, 270.0, 1029.0, 36.0], u76o11FF-3, 5660287]
[ordered-list, [134.0, 306.0, 1029.0, 36.0], u76o11FF-3, 5660287]
[ordered-list, [134.0, 342.0, 1029.0, 36.0], u76o11FF-3, 5660287]
[ordered-list, [134.0, 378.0, 1029.0, 36.0], u76o11FF-3, 5660287]
[ordered-list, [134.0, 414.0, 1029.0, 36.0], u76o11FF-3, 5660287]
[ordered-list, [134.0, 450.0, 1029.0, 36.0], u76o11FF-3, 5660287]
[ordered-list, [134.0, 486.0, 1029.0, 36.0], u76o11FF-3, 5660287]
[ordered-list, [114.0, 636.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 672.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 708.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 744.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 780.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 816.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 852.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 888.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 924.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 960.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 996.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1032.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1068.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1104.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1140.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1176.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1212.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1248.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1284.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1320.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1356.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1392.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1428.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1464.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1500.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1536.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1572.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1608.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1644.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1680.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1716.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1752.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1788.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1824.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[ordered-list, [114.0, 1860.0, 1060.0, 36.0], sYAP9o0uOA, 5660287]
[sub-ordered-list, [136.0, 651.0, 1018.0, 36.0], shoonya_0sL86HEO3WXGQ2, 5660287]
[sub-ordered-list, [136.0, 687.0, 1018.0, 36.0], shoonya_0sL86HEO3WXGQ2, 5660287]
[sub-ordered-list, [136.0, 723.0, 1018.0, 36.0], shoonya_0sL86HEO3WXGQ2, 5660287]
[sub-ordered-list, [136.0, 759.0, 1018.0, 36.0], shoonya_0sL86HEO3WXGQ2, 5660287]
[sub-ordered-list, [136.0, 795.0, 1018.0, 36.0], shoonya_0sL86HEO3WXGQ2, 5660287]
[sub-ordered-list, [136.0, 831.0, 1018.0, 36.0], shoonya_0sL86HEO3WXGQ2, 5660287]
[sub-ordered-list, [136.0, 867.0, 1018.0, 36.0], shoonya_0sL86HEO3WXGQ2, 5660287]
[sub-ordered-list, [136.0, 903.0, 1018.0, 36.0], shoonya_0sL86HEO3WXGQ2, 5660287]
[sub-ordered-list, [136.0, 939.0, 1018.0, 36.0], shoonya_0sL86HEO3WXGQ2, 5660287]
[sub-ordered-list, [136.0, 975.0, 1018.0, 36.0], shoonya_0sL86HEO3WXGQ2, 5660287]
[sub-ordered-list, [136.0, 1011.0, 1018.0, 36.0], shoonya_0sL86HEO3WXGQ2, 5660287]
[folio, [640.0, 1939.0, 648.0, 36.0], shoonya_4s2I0UXL57JTEE, 5660287]
[folio, [640.0, 1975.0, 648.0, 36.0], shoonya_4s2I0UXL57JTEE, 5660287]
