[1275, 750]
[folio, [239.0, 88.0, 276.0, 18.0], shoonya_1s4GY9VVE8KG4Q, 5767374]
[folio, [239.0, 106.0, 276.0, 18.0], shoonya_1s4GY9VVE8KG4Q, 5767374]
[paragraph, [75.0, 151.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 169.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 187.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 205.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 223.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 241.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 259.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 277.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 295.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 313.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 331.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 349.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 367.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 385.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 403.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 421.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 439.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 457.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 475.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 493.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 511.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[paragraph, [75.0, 529.0, 605.0, 18.0], shoonya_0sGSPB1VL3FL6F, 5767374]
[section-title, [115.0, 587.0, 515.0, 30.0], OqvdmPerbS, 5767374]
[ordered-list, [61.0, 659.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 677.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 695.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 713.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 731.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 749.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 767.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 785.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 803.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 821.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 839.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 857.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 875.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 893.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 911.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 929.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 947.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 965.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 983.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 1001.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 1019.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 1037.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 1055.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 1073.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 1091.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 1109.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 1127.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 1145.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
[ordered-list, [61.0, 1163.0, 619.0, 18.0], shoonya_2sDTW49AGODI3K, 5767374]
