[1638, 1027]
[paragraph, [30.0, 125.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 161.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 197.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 233.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 269.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 305.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 341.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 377.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 413.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 449.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 485.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 521.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 557.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 593.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 629.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 665.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 701.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 737.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [30.0, 773.0, 437.0, 36.0], W1RfDkO8TS, 5654159]
[paragraph, [466.0, 125.0, 378.0, 36.0], RSpMsC2PX-, 5654159]
[paragraph, [466.0, 161.0, 378.0, 36.0], RSpMsC2PX-, 5654159]
[paragraph, [466.0, 197.0, 378.0, 36.0], RSpMsC2PX-, 5654159]
[paragraph, [466.0, 233.0, 378.0, 36.0], RSpMsC2PX-, 5654159]
[paragraph, [466.0, 269.0, 378.0, 36.0], RSpMsC2PX-, 5654159]
[paragraph, [484.0, 346.0, 394.0, 36.0], vHX7_tEyxY, 5654159]
[paragraph, [484.0, 382.0, 394.0, 36.0], vHX7_tEyxY, 5654159]
[paragraph, [484.0, 418.0, 394.0, 36.0], vHX7_tEyxY, 5654159]
[paragraph, [484.0, 454.0, 394.0, 36.0], vHX7_tEyxY, 5654159]
[paragraph, [484.0, 490.0, 394.0, 36.0], vHX7_tEyxY, 5654159]
[paragraph, [484.0, 526.0, 394.0, 36.0], vHX7_tEyxY, 5654159]
[paragraph, [484.0, 562.0, 394.0, 36.0], vHX7_tEyxY, 5654159]
[paragraph, [484.0, 598.0, 394.0, 36.0], vHX7_tEyxY, 5654159]
[paragraph, [484.0, 634.0, 394.0, 36.0], vHX7_tEyxY, 5654159]
[paragraph, [484.0, 670.0, 394.0, 36.0], vHX7_tEyxY, 5654159]
[paragraph, [484.0, 706.0, 394.0, 36.0], vHX7_tEyxY, 5654159]
[paragraph, [33.0, 828.0, 439.0, 36.0], 51TdZyMjxQ, 5654159]
[paragraph, [33.0, 864.0, 439.0, 36.0], 51TdZyMjxQ, 5654159]
[paragraph, [33.0, 900.0, 439.0, 36.0], 51TdZyMjxQ, 5654159]
[paragraph, [33.0, 936.0, 439.0, 36.0], 51TdZyMjxQ, 5654159]
[paragraph, [33.0, 972.0, 439.0, 36.0], 51TdZyMjxQ, 5654159]
[headline, [131.0, 1122.0, 643.0, 37.5], 6sMOR1HZy9, 5654159]
[paragraph, [76.0, 1197.0, 754.0, 36.0], shoonya_1sY6XNNFYIOVGT, 5654159]
[paragraph, [76.0, 1233.0, 754.0, 36.0], shoonya_1sY6XNNFYIOVGT, 5654159]
[paragraph, [76.0, 1269.0, 754.0, 36.0], shoonya_1sY6XNNFYIOVGT, 5654159]
[paragraph, [76.0, 1305.0, 754.0, 36.0], shoonya_1sY6XNNFYIOVGT, 5654159]
[paragraph, [76.0, 1341.0, 754.0, 36.0], shoonya_1sY6XNNFYIOVGT, 5654159]
[folio, [48.0, 1495.0, 192.0, 36.0], z-erdsU-tU, 5654159]
[folio, [48.0, 1531.0, 192.0, 36.0], z-erdsU-tU, 5654159]
