[720, 504]
[contact-info, [47.0, 72.0, 73.0, 18.0], VnpWEezryb, 5651190]
[contact-info, [47.0, 90.0, 73.0, 18.0], VnpWEezryb, 5651190]
[contact-info, [47.0, 108.0, 73.0, 18.0], VnpWEezryb, 5651190]
[contact-info, [47.0, 126.0, 73.0, 18.0], VnpWEezryb, 5651190]
[sub-section-title, [154.0, 194.0, 210.0, 25.5], jC3CgN1LRc, 5651190]
[paragraph, [258.0, 274.0, 198.0, 18.0], shoonya_6s4WABESRKBZ3Q, 5651190]
[paragraph, [258.0, 292.0, 198.0, 18.0], shoonya_6s4WABESRKBZ3Q, 5651190]
[paragraph, [258.0, 322.0, 197.0, 18.0], shoonya_2sDU4WR58X4JSL, 5651190]
[paragraph, [258.0, 340.0, 197.0, 18.0], shoonya_2sDU4WR58X4JSL, 5651190]
[paragraph, [258.0, 358.0, 197.0, 18.0], shoonya_2sDU4WR58X4JSL, 5651190]
[paragraph, [258.0, 376.0, 197.0, 18.0], shoonya_2sDU4WR58X4JSL, 5651190]
[paragraph, [258.0, 394.0, 197.0, 18.0], shoonya_2sDU4WR58X4JSL, 5651190]
[paragraph, [258.0, 412.0, 197.0, 18.0], shoonya_2sDU4WR58X4JSL, 5651190]
[paragraph, [258.0, 430.0, 197.0, 18.0], shoonya_2sDU4WR58X4JSL, 5651190]
[paragraph, [40.0, 328.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 346.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 364.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 382.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 400.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 418.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 436.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 454.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 472.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 490.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 508.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 526.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 544.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 562.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 580.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 598.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [40.0, 616.0, 210.0, 18.0], shoonya_0sKKBBZBHHXCZS, 5651190]
[paragraph, [258.0, 460.0, 198.0, 18.0], shoonya_1sI4G5DG3OBSHF, 5651190]
[paragraph, [258.0, 478.0, 198.0, 18.0], shoonya_1sI4G5DG3OBSHF, 5651190]
[paragraph, [258.0, 496.0, 198.0, 18.0], shoonya_1sI4G5DG3OBSHF, 5651190]
[paragraph, [269.0, 574.0, 175.0, 18.0], K5ePdGAk6U, 5651190]
