[3508, 2481]
[contact-info, [525.0, 99.0, 1455.0, 52.5], cYvVpGVb5f, 6490814]
[contact-info, [525.0, 151.5, 1455.0, 52.5], cYvVpGVb5f, 6490814]
[contact-info, [525.0, 204.0, 1455.0, 52.5], cYvVpGVb5f, 6490814]
[contact-info, [525.0, 256.5, 1455.0, 52.5], cYvVpGVb5f, 6490814]
[headline, [687.0, 407.0, 1063.0, 52.5], RgoLpKDtSK, 6490814]
[headline, [687.0, 459.5, 1063.0, 52.5], RgoLpKDtSK, 6490814]
[sub-headline, [211.0, 659.0, 1218.0, 73.5], L-dI-PeyUx, 6490814]
[dateline, [211.0, 892.0, 425.0, 52.5], b97BQXujyz, 6490814]
[paragraph, [198.0, 1144.0, 469.0, 52.5], 12lKWbUasR, 6490814]
[paragraph, [208.0, 1265.0, 2061.0, 52.5], c2wsQRZXVg, 6490814]
[paragraph, [208.0, 1317.5, 2061.0, 52.5], c2wsQRZXVg, 6490814]
[paragraph, [208.0, 1370.0, 2061.0, 52.5], c2wsQRZXVg, 6490814]
[paragraph, [208.0, 1422.5, 2061.0, 52.5], c2wsQRZXVg, 6490814]
[paragraph, [208.0, 1475.0, 2061.0, 52.5], c2wsQRZXVg, 6490814]
[paragraph, [208.0, 1527.5, 2061.0, 52.5], c2wsQRZXVg, 6490814]
[paragraph, [208.0, 1626.0, 2061.0, 52.5], LhQgdWQwXp, 6490814]
[paragraph, [208.0, 1678.5, 2061.0, 52.5], LhQgdWQwXp, 6490814]
[paragraph, [208.0, 1731.0, 2061.0, 52.5], LhQgdWQwXp, 6490814]
[paragraph, [208.0, 1783.5, 2061.0, 52.5], LhQgdWQwXp, 6490814]
[paragraph, [208.0, 1836.0, 2061.0, 52.5], LhQgdWQwXp, 6490814]
[paragraph, [208.0, 1888.5, 2061.0, 52.5], LhQgdWQwXp, 6490814]
[paragraph, [208.0, 1941.0, 2061.0, 52.5], LhQgdWQwXp, 6490814]
[paragraph, [208.0, 1993.5, 2061.0, 52.5], LhQgdWQwXp, 6490814]
[paragraph, [208.0, 2046.0, 2061.0, 52.5], LhQgdWQwXp, 6490814]
[paragraph, [208.0, 2098.5, 2061.0, 52.5], LhQgdWQwXp, 6490814]
[paragraph, [208.0, 2151.0, 2061.0, 52.5], LhQgdWQwXp, 6490814]
[paragraph, [208.0, 2203.5, 2061.0, 52.5], LhQgdWQwXp, 6490814]
[section-title, [211.0, 2385.0, 494.0, 93.0], i3N9EUhELq, 6490814]
[ordered-list, [184.0, 2526.0, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 2578.5, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 2631.0, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 2683.5, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 2736.0, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 2788.5, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 2841.0, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 2893.5, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 2946.0, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 2998.5, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 3051.0, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 3103.5, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 3156.0, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 3208.5, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 3261.0, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 3313.5, 2101.0, 52.5], duZXUKBXAb, 6490814]
[ordered-list, [184.0, 3366.0, 2101.0, 52.5], duZXUKBXAb, 6490814]
[unordered-list, [276.0, 3318.0, 1856.0, 52.5], rmt_N5MBGb, 6490814]
