[1468, 909]
[headline, [105.0, 74.0, 699.0, 25.5], shoonya_0s75XGA3WY1ZR9, 5769914]
[headline, [105.0, 99.5, 699.0, 25.5], shoonya_0s75XGA3WY1ZR9, 5769914]
[headline, [105.0, 125.0, 699.0, 25.5], shoonya_0s75XGA3WY1ZR9, 5769914]
[author, [275.0, 159.0, 357.0, 18.0], pBiZ3aAHz7, 5769914]
[author, [275.0, 177.0, 357.0, 18.0], pBiZ3aAHz7, 5769914]
[paragraph, [455.0, 240.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 258.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 276.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 294.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 312.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 330.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 348.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 366.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 384.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 402.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 420.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 438.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 456.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 474.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 492.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 510.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 528.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 546.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 564.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 582.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 600.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 618.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 636.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 654.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 672.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 690.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 708.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 726.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 744.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 762.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 780.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 798.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 816.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 834.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 852.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 870.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 888.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 906.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 924.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 942.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 960.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [455.0, 978.0, 382.0, 18.0], 3Zk3FxrXPE, 5769914]
[paragraph, [72.0, 242.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 260.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 278.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 296.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 314.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
[paragraph, [72.0, 332.0, 378.0, 18.0], bpeY_IxQOm, 5769914]
