[2330, 1692]
[paragraph, [363.0, 196.0, 1199.0, 36.0], shoonya_4sDLSNIS6G9VYE, 5734037]
[paragraph, [363.0, 232.0, 1199.0, 36.0], shoonya_4sDLSNIS6G9VYE, 5734037]
[paragraph, [363.0, 268.0, 1199.0, 36.0], shoonya_4sDLSNIS6G9VYE, 5734037]
[paragraph, [363.0, 304.0, 1199.0, 36.0], shoonya_4sDLSNIS6G9VYE, 5734037]
[paragraph, [363.0, 340.0, 1199.0, 36.0], shoonya_4sDLSNIS6G9VYE, 5734037]
[paragraph, [363.0, 376.0, 1199.0, 36.0], shoonya_4sDLSNIS6G9VYE, 5734037]
[paragraph, [363.0, 412.0, 1199.0, 36.0], shoonya_4sDLSNIS6G9VYE, 5734037]
[paragraph, [363.0, 448.0, 1199.0, 36.0], shoonya_4sDLSNIS6G9VYE, 5734037]
[paragraph, [363.0, 484.0, 1199.0, 36.0], shoonya_4sDLSNIS6G9VYE, 5734037]
[paragraph, [363.0, 520.0, 1199.0, 36.0], shoonya_4sDLSNIS6G9VYE, 5734037]
[paragraph, [363.0, 556.0, 1199.0, 36.0], shoonya_4sDLSNIS6G9VYE, 5734037]
[section-title, [370.0, 639.0, 296.0, 52.5], shoonya_3s6IR3SJB9YVFH, 5734037]
[paragraph, [364.0, 736.0, 1191.0, 36.0], shoonya_1sJ8ZZQ4TKS490, 5734037]
[paragraph, [364.0, 772.0, 1191.0, 36.0], shoonya_1sJ8ZZQ4TKS490, 5734037]
[paragraph, [364.0, 808.0, 1191.0, 36.0], shoonya_1sJ8ZZQ4TKS490, 5734037]
[paragraph, [364.0, 844.0, 1191.0, 36.0], shoonya_1sJ8ZZQ4TKS490, 5734037]
[paragraph, [364.0, 880.0, 1191.0, 36.0], shoonya_1sJ8ZZQ4TKS490, 5734037]
[paragraph, [364.0, 916.0, 1191.0, 36.0], shoonya_1sJ8ZZQ4TKS490, 5734037]
[paragraph, [361.0, 1006.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1042.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1078.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1114.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1150.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1186.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1222.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1258.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1294.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1330.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1366.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1402.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1438.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1474.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1510.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1546.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [361.0, 1582.0, 1184.0, 36.0], shoonya_0sHVTUCSSU43ZT, 5734037]
[paragraph, [356.0, 1680.0, 1191.0, 36.0], shoonya_2s9LBM7FO2DNA9, 5734037]
[paragraph, [356.0, 1716.0, 1191.0, 36.0], shoonya_2s9LBM7FO2DNA9, 5734037]
[paragraph, [356.0, 1752.0, 1191.0, 36.0], shoonya_2s9LBM7FO2DNA9, 5734037]
[paragraph, [356.0, 1788.0, 1191.0, 36.0], shoonya_2s9LBM7FO2DNA9, 5734037]
[paragraph, [356.0, 1824.0, 1191.0, 36.0], shoonya_2s9LBM7FO2DNA9, 5734037]
[paragraph, [356.0, 1860.0, 1191.0, 36.0], shoonya_2s9LBM7FO2DNA9, 5734037]
