[2200, 1700]
[chapter-title, [688.0, 163.0, 259.0, 70.5], shoonya_2sX7PTQFE4PGDY, 5750022]
[folio, [303.0, 181.0, 80.0, 36.0], shoonya_3sJSHSLH2O0WTV, 5750022]
[chapter-title, [636.0, 969.0, 317.0, 70.5], eK1rHWVM4s, 5750022]
[paragraph, [289.0, 1094.0, 1020.0, 36.0], shoonya_5sN3376STAOYLI, 5750022]
[paragraph, [289.0, 1130.0, 1020.0, 36.0], shoonya_5sN3376STAOYLI, 5750022]
[paragraph, [289.0, 1166.0, 1020.0, 36.0], shoonya_5sN3376STAOYLI, 5750022]
[paragraph, [289.0, 1202.0, 1020.0, 36.0], shoonya_5sN3376STAOYLI, 5750022]
[paragraph, [289.0, 1238.0, 1020.0, 36.0], shoonya_5sN3376STAOYLI, 5750022]
[paragraph, [280.0, 1301.0, 1033.0, 36.0], shoonya_4s3VC9PFL2P3TN, 5750022]
[paragraph, [280.0, 1337.0, 1033.0, 36.0], shoonya_4s3VC9PFL2P3TN, 5750022]
[paragraph, [280.0, 1373.0, 1033.0, 36.0], shoonya_4s3VC9PFL2P3TN, 5750022]
[paragraph, [280.0, 1409.0, 1033.0, 36.0], shoonya_4s3VC9PFL2P3TN, 5750022]
[paragraph, [280.0, 1445.0, 1033.0, 36.0], shoonya_4s3VC9PFL2P3TN, 5750022]
[paragraph, [280.0, 1481.0, 1033.0, 36.0], shoonya_4s3VC9PFL2P3TN, 5750022]
[paragraph, [280.0, 1517.0, 1033.0, 36.0], shoonya_4s3VC9PFL2P3TN, 5750022]
[paragraph, [280.0, 1553.0, 1033.0, 36.0], shoonya_4s3VC9PFL2P3TN, 5750022]
[paragraph, [280.0, 1589.0, 1033.0, 36.0], shoonya_4s3VC9PFL2P3TN, 5750022]
[paragraph, [277.0, 1701.0, 1033.0, 36.0], shoonya_1s44VMOZXMUDKU, 5750022]
[paragraph, [277.0, 1737.0, 1033.0, 36.0], shoonya_1s44VMOZXMUDKU, 5750022]
[paragraph, [277.0, 1773.0, 1033.0, 36.0], shoonya_1s44VMOZXMUDKU, 5750022]
[paragraph, [277.0, 1809.0, 1033.0, 36.0], shoonya_1s44VMOZXMUDKU, 5750022]
[paragraph, [277.0, 1845.0, 1033.0, 36.0], shoonya_1s44VMOZXMUDKU, 5750022]
[paragraph, [277.0, 1881.0, 1033.0, 36.0], shoonya_1s44VMOZXMUDKU, 5750022]
[paragraph, [277.0, 1917.0, 1033.0, 36.0], shoonya_1s44VMOZXMUDKU, 5750022]
[paragraph, [277.0, 1953.0, 1033.0, 36.0], shoonya_1s44VMOZXMUDKU, 5750022]
[paragraph, [277.0, 1989.0, 1033.0, 36.0], shoonya_1s44VMOZXMUDKU, 5750022]
[paragraph, [277.0, 2025.0, 1033.0, 36.0], shoonya_1s44VMOZXMUDKU, 5750022]
