[792, 612]
[paragraph, [385.0, 0.0, 151.0, 18.0], shoonya_7s7EF81PNWSDOA, 6514505]
[paragraph, [385.0, 18.0, 151.0, 18.0], shoonya_7s7EF81PNWSDOA, 6514505]
[paragraph, [385.0, 36.0, 151.0, 18.0], shoonya_7s7EF81PNWSDOA, 6514505]
[paragraph, [385.0, 54.0, 151.0, 18.0], shoonya_7s7EF81PNWSDOA, 6514505]
[paragraph, [385.0, 72.0, 151.0, 18.0], shoonya_7s7EF81PNWSDOA, 6514505]
[paragraph, [385.0, 90.0, 151.0, 18.0], shoonya_7s7EF81PNWSDOA, 6514505]
[paragraph, [385.0, 123.0, 151.0, 18.0], shoonya_11sWBCMO0B7C95, 6514505]
[paragraph, [385.0, 141.0, 151.0, 18.0], shoonya_11sWBCMO0B7C95, 6514505]
[paragraph, [385.0, 159.0, 151.0, 18.0], shoonya_11sWBCMO0B7C95, 6514505]
[paragraph, [385.0, 177.0, 151.0, 18.0], shoonya_11sWBCMO0B7C95, 6514505]
[paragraph, [385.0, 195.0, 151.0, 18.0], shoonya_11sWBCMO0B7C95, 6514505]
[paragraph, [385.0, 213.0, 151.0, 18.0], shoonya_11sWBCMO0B7C95, 6514505]
[paragraph, [385.0, 231.0, 151.0, 18.0], shoonya_11sWBCMO0B7C95, 6514505]
[paragraph, [385.0, 249.0, 151.0, 18.0], shoonya_11sWBCMO0B7C95, 6514505]
[paragraph, [385.0, 284.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 302.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 320.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 338.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 356.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 374.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 392.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 410.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 428.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 446.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 464.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 482.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 500.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 518.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 536.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [385.0, 554.0, 151.0, 18.0], shoonya_10s23APJR07Q91, 6514505]
[paragraph, [229.0, 297.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 315.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 333.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 351.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 369.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 387.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 405.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 423.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 441.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 459.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 477.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 495.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 513.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 531.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 549.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [229.0, 567.0, 152.0, 18.0], shoonya_6s23W8IKKXMXAC, 6514505]
[paragraph, [75.0, 298.0, 151.0, 18.0], shoonya_3sQYWWNEUDKKPY, 6514505]
[paragraph, [75.0, 316.0, 151.0, 18.0], shoonya_3sQYWWNEUDKKPY, 6514505]
[paragraph, [75.0, 334.0, 151.0, 18.0], shoonya_3sQYWWNEUDKKPY, 6514505]
[paragraph, [75.0, 352.0, 151.0, 18.0], shoonya_3sQYWWNEUDKKPY, 6514505]
[paragraph, [75.0, 370.0, 151.0, 18.0], shoonya_3sQYWWNEUDKKPY, 6514505]
[paragraph, [75.0, 388.0, 151.0, 18.0], shoonya_3sQYWWNEUDKKPY, 6514505]
[paragraph, [75.0, 406.0, 151.0, 18.0], shoonya_3sQYWWNEUDKKPY, 6514505]
[paragraph, [75.0, 424.0, 151.0, 18.0], shoonya_3sQYWWNEUDKKPY, 6514505]
[paragraph, [75.0, 442.0, 151.0, 18.0], shoonya_3sQYWWNEUDKKPY, 6514505]
[paragraph, [75.0, 460.0, 151.0, 18.0], shoonya_3sQYWWNEUDKKPY, 6514505]
[paragraph, [75.0, 478.0, 151.0, 18.0], shoonya_3sQYWWNEUDKKPY, 6514505]
[paragraph, [77.0, 501.0, 148.0, 18.0], shoonya_5sC4G8D7JVF2PT, 6514505]
[paragraph, [77.0, 519.0, 148.0, 18.0], shoonya_5sC4G8D7JVF2PT, 6514505]
[paragraph, [77.0, 537.0, 148.0, 18.0], shoonya_5sC4G8D7JVF2PT, 6514505]
[paragraph, [77.0, 555.0, 148.0, 18.0], shoonya_5sC4G8D7JVF2PT, 6514505]
[paragraph, [77.0, 573.0, 148.0, 18.0], shoonya_5sC4G8D7JVF2PT, 6514505]
[paragraph, [77.0, 591.0, 148.0, 18.0], shoonya_5sC4G8D7JVF2PT, 6514505]
[paragraph, [77.0, 609.0, 148.0, 18.0], shoonya_5sC4G8D7JVF2PT, 6514505]
[contact-info, [423.0, 581.0, 129.0, 18.0], shoonya_8sHGIX7G9YZZ0U, 6514505]
[contact-info, [423.0, 599.0, 129.0, 18.0], shoonya_8sHGIX7G9YZZ0U, 6514505]
[paragraph, [231.0, 586.0, 150.0, 18.0], shoonya_2sAWDC0TYA4UXF, 6514505]
[paragraph, [231.0, 604.0, 150.0, 18.0], shoonya_2sAWDC0TYA4UXF, 6514505]
