[872, 605]
[folio, [473.0, 39.0, 76.0, 18.0], 5beQKptog0, 6457241]
[paragraph, [51.0, 77.0, 249.0, 18.0], shoonya_0sCS1V434IZ946, 6457241]
[paragraph, [51.0, 95.0, 249.0, 18.0], shoonya_0sCS1V434IZ946, 6457241]
[paragraph, [51.0, 113.0, 249.0, 18.0], shoonya_0sCS1V434IZ946, 6457241]
[paragraph, [51.0, 131.0, 249.0, 18.0], shoonya_0sCS1V434IZ946, 6457241]
[paragraph, [51.0, 149.0, 249.0, 18.0], shoonya_0sCS1V434IZ946, 6457241]
[paragraph, [324.0, 81.0, 183.0, 18.0], cqDe-DdTwF, 6457241]
[paragraph, [324.0, 99.0, 183.0, 18.0], cqDe-DdTwF, 6457241]
[paragraph, [322.0, 127.0, 222.0, 18.0], 92BgueuBuw, 6457241]
[paragraph, [322.0, 145.0, 222.0, 18.0], 92BgueuBuw, 6457241]
[paragraph, [325.0, 163.0, 196.0, 18.0], Xuee2Q52Mr, 6457241]
[paragraph, [325.0, 181.0, 196.0, 18.0], Xuee2Q52Mr, 6457241]
[paragraph, [325.0, 199.0, 196.0, 18.0], Xuee2Q52Mr, 6457241]
[paragraph, [325.0, 217.0, 196.0, 18.0], Xuee2Q52Mr, 6457241]
[paragraph, [50.0, 168.0, 234.0, 18.0], SIJUb7jRTA, 6457241]
[paragraph, [49.0, 189.0, 229.0, 18.0], 2ghsGqa0KS, 6457241]
[paragraph, [49.0, 207.0, 229.0, 18.0], 2ghsGqa0KS, 6457241]
[paragraph, [50.0, 231.0, 255.0, 18.0], JmamLnT82T, 6457241]
[paragraph, [50.0, 249.0, 255.0, 18.0], JmamLnT82T, 6457241]
[paragraph, [302.0, 244.0, 251.0, 18.0], Odg86-Pjia, 6457241]
[paragraph, [302.0, 262.0, 251.0, 18.0], Odg86-Pjia, 6457241]
[paragraph, [302.0, 280.0, 251.0, 18.0], Odg86-Pjia, 6457241]
[paragraph, [53.0, 283.0, 247.0, 18.0], HDwOaLC_aD, 6457241]
[paragraph, [53.0, 301.0, 247.0, 18.0], HDwOaLC_aD, 6457241]
[paragraph, [301.0, 298.0, 251.0, 18.0], Tl0iKgp-aG, 6457241]
[paragraph, [301.0, 316.0, 251.0, 18.0], Tl0iKgp-aG, 6457241]
[paragraph, [301.0, 334.0, 251.0, 18.0], Tl0iKgp-aG, 6457241]
[paragraph, [301.0, 352.0, 251.0, 18.0], Tl0iKgp-aG, 6457241]
[paragraph, [52.0, 320.0, 225.0, 18.0], 1FXIQ05NK-, 6457241]
[paragraph, [52.0, 338.0, 225.0, 18.0], 1FXIQ05NK-, 6457241]
[paragraph, [51.0, 358.0, 250.0, 18.0], W3WFWXdLZ-, 6457241]
[paragraph, [51.0, 376.0, 250.0, 18.0], W3WFWXdLZ-, 6457241]
[paragraph, [303.0, 383.0, 251.0, 18.0], U0bJ353vOU, 6457241]
[paragraph, [303.0, 401.0, 251.0, 18.0], U0bJ353vOU, 6457241]
[paragraph, [303.0, 419.0, 251.0, 18.0], U0bJ353vOU, 6457241]
[paragraph, [52.0, 395.0, 214.0, 18.0], tf83GPTAem, 6457241]
[paragraph, [49.0, 417.0, 252.0, 18.0], 3uiiDs-8hh, 6457241]
[paragraph, [49.0, 435.0, 252.0, 18.0], 3uiiDs-8hh, 6457241]
[paragraph, [49.0, 453.0, 252.0, 18.0], 3uiiDs-8hh, 6457241]
[paragraph, [49.0, 471.0, 252.0, 18.0], 3uiiDs-8hh, 6457241]
[paragraph, [324.0, 440.0, 203.0, 18.0], 5maSjtGG_j, 6457241]
[paragraph, [324.0, 458.0, 203.0, 18.0], 5maSjtGG_j, 6457241]
[paragraph, [324.0, 476.0, 203.0, 18.0], 5maSjtGG_j, 6457241]
[paragraph, [324.0, 494.0, 203.0, 18.0], 5maSjtGG_j, 6457241]
[paragraph, [52.0, 493.0, 235.0, 18.0], 4mTKL_cm8u, 6457241]
[paragraph, [51.0, 514.0, 247.0, 18.0], 9qVxRfEmRY, 6457241]
[paragraph, [51.0, 532.0, 247.0, 18.0], 9qVxRfEmRY, 6457241]
[reference, [300.0, 534.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 552.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 570.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 588.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 606.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 624.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 642.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 660.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 678.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 696.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 714.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 732.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 750.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 768.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 786.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[reference, [300.0, 804.0, 251.0, 18.0], H6tB6PXr_d, 6457241]
[paragraph, [52.0, 555.0, 250.0, 18.0], hbqkfcbgnG, 6457241]
[paragraph, [52.0, 573.0, 250.0, 18.0], hbqkfcbgnG, 6457241]
[paragraph, [80.0, 596.0, 207.0, 18.0], W7hDcq34sJ, 6457241]
[paragraph, [80.0, 614.0, 207.0, 18.0], W7hDcq34sJ, 6457241]
[paragraph, [80.0, 632.0, 207.0, 18.0], W7hDcq34sJ, 6457241]
[paragraph, [80.0, 650.0, 207.0, 18.0], W7hDcq34sJ, 6457241]
[reference, [52.0, 683.0, 249.0, 18.0], peTJKi7caN, 6457241]
[reference, [52.0, 701.0, 249.0, 18.0], peTJKi7caN, 6457241]
[reference, [52.0, 719.0, 249.0, 18.0], peTJKi7caN, 6457241]
[reference, [52.0, 737.0, 249.0, 18.0], peTJKi7caN, 6457241]
[reference, [52.0, 755.0, 249.0, 18.0], peTJKi7caN, 6457241]
[reference, [52.0, 773.0, 249.0, 18.0], peTJKi7caN, 6457241]
[reference, [52.0, 791.0, 249.0, 18.0], peTJKi7caN, 6457241]
[reference, [52.0, 809.0, 249.0, 18.0], peTJKi7caN, 6457241]
