[2339, 1653]
[section-title, [532.0, 248.0, 585.0, 52.5], shoonya_3sABC4KXE3EEAP, 5739330]
[paragraph, [169.0, 427.0, 1300.0, 36.0], aGECnOklqs, 5739330]
[paragraph, [169.0, 463.0, 1300.0, 36.0], aGECnOklqs, 5739330]
[paragraph, [183.0, 518.0, 1285.0, 36.0], ZFLci5yn2L, 5739330]
[paragraph, [183.0, 554.0, 1285.0, 36.0], ZFLci5yn2L, 5739330]
[paragraph, [176.0, 610.0, 1299.0, 36.0], shoonya_0sX1MJZP1UG7DI, 5739330]
[paragraph, [176.0, 646.0, 1299.0, 36.0], shoonya_0sX1MJZP1UG7DI, 5739330]
[paragraph, [176.0, 682.0, 1299.0, 36.0], shoonya_0sX1MJZP1UG7DI, 5739330]
[paragraph, [176.0, 718.0, 1299.0, 36.0], shoonya_0sX1MJZP1UG7DI, 5739330]
[paragraph, [179.0, 826.0, 1303.0, 36.0], shoonya_2sXFMCQRZA4YI0, 5739330]
[paragraph, [179.0, 862.0, 1303.0, 36.0], shoonya_2sXFMCQRZA4YI0, 5739330]
[paragraph, [179.0, 898.0, 1303.0, 36.0], shoonya_2sXFMCQRZA4YI0, 5739330]
[paragraph, [179.0, 934.0, 1303.0, 36.0], shoonya_2sXFMCQRZA4YI0, 5739330]
[paragraph, [179.0, 970.0, 1303.0, 36.0], shoonya_2sXFMCQRZA4YI0, 5739330]
[paragraph, [181.0, 1006.0, 1292.0, 36.0], shoonya_1sMFJSGRK0ZLM3, 5739330]
[paragraph, [181.0, 1042.0, 1292.0, 36.0], shoonya_1sMFJSGRK0ZLM3, 5739330]
[ordered-list, [169.0, 1224.0, 1310.0, 36.0], JxcW0Bfhjz, 5739330]
[ordered-list, [169.0, 1260.0, 1310.0, 36.0], JxcW0Bfhjz, 5739330]
[ordered-list, [169.0, 1296.0, 1310.0, 36.0], JxcW0Bfhjz, 5739330]
[ordered-list, [169.0, 1332.0, 1310.0, 36.0], JxcW0Bfhjz, 5739330]
[ordered-list, [169.0, 1368.0, 1310.0, 36.0], JxcW0Bfhjz, 5739330]
[ordered-list, [169.0, 1404.0, 1310.0, 36.0], JxcW0Bfhjz, 5739330]
[ordered-list, [169.0, 1440.0, 1310.0, 36.0], JxcW0Bfhjz, 5739330]
[ordered-list, [169.0, 1476.0, 1310.0, 36.0], JxcW0Bfhjz, 5739330]
[ordered-list, [169.0, 1512.0, 1310.0, 36.0], JxcW0Bfhjz, 5739330]
[ordered-list, [169.0, 1548.0, 1310.0, 36.0], JxcW0Bfhjz, 5739330]
[ordered-list, [169.0, 1584.0, 1310.0, 36.0], JxcW0Bfhjz, 5739330]
[ordered-list, [169.0, 1620.0, 1310.0, 36.0], JxcW0Bfhjz, 5739330]
