[1754, 1241]
[section-title, [216.0, 137.0, 892.0, 49.5], shoonya_0s7GB85ZEIQLY1, 6471211]
[section-title, [216.0, 186.5, 892.0, 49.5], shoonya_0s7GB85ZEIQLY1, 6471211]
[ordered-list, [200.0, 294.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 330.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 366.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 402.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 438.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 474.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 510.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 546.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 582.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 618.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 654.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 690.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 726.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 762.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 798.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 834.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 870.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 906.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 942.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 978.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 1014.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 1050.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 1086.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 1122.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 1158.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 1194.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 1230.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 1266.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 1302.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 1338.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 1374.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 1410.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
[ordered-list, [200.0, 1446.0, 915.0, 36.0], ouNs0GX7d3, 6471211]
