[1650, 1050]
[section-title, [432.0, 145.0, 212.0, 49.5], shoonya_2sJ2D6GBX2BO8J, 5731952]
[paragraph, [117.0, 272.0, 474.0, 36.0], shoonya_1sW82GTSESXM0K, 5731952]
[paragraph, [228.0, 328.0, 467.0, 36.0], gdBKLIGxiE, 5731952]
[paragraph, [228.0, 364.0, 467.0, 36.0], gdBKLIGxiE, 5731952]
[paragraph, [108.0, 418.0, 854.0, 36.0], yYXNBmUleW, 5731952]
[paragraph, [108.0, 454.0, 854.0, 36.0], yYXNBmUleW, 5731952]
[paragraph, [108.0, 490.0, 854.0, 36.0], yYXNBmUleW, 5731952]
[paragraph, [108.0, 526.0, 854.0, 36.0], yYXNBmUleW, 5731952]
[paragraph, [108.0, 562.0, 854.0, 36.0], yYXNBmUleW, 5731952]
[paragraph, [108.0, 598.0, 854.0, 36.0], yYXNBmUleW, 5731952]
[paragraph, [108.0, 634.0, 854.0, 36.0], yYXNBmUleW, 5731952]
[paragraph, [108.0, 670.0, 854.0, 36.0], yYXNBmUleW, 5731952]
[paragraph, [108.0, 706.0, 854.0, 36.0], yYXNBmUleW, 5731952]
[paragraph, [108.0, 742.0, 854.0, 36.0], yYXNBmUleW, 5731952]
[paragraph, [123.0, 793.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 829.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 865.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 901.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 937.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 973.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 1009.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 1045.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 1081.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 1117.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 1153.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 1189.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 1225.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 1261.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 1297.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 1333.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 1369.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
[paragraph, [123.0, 1405.0, 831.0, 36.0], shoonya_0s1DZT1CA2P7IH, 5731952]
