[3300, 2550]
[paragraph, [245.0, 268.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 320.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 373.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 425.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 478.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 530.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 583.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 635.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 688.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 740.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 793.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 845.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 898.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 950.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1003.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1055.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1108.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1160.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1213.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1265.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1318.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1370.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1423.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1475.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1528.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1580.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1633.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1685.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1738.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1790.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1843.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1895.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 1948.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 2000.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 2053.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 2105.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 2158.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 2210.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 2263.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 2315.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 2368.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 2420.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 2473.0, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [245.0, 2525.5, 2051.0, 52.5], shoonya_1s6LGPADPAPVPB, 5720066]
[paragraph, [277.0, 2623.0, 2007.0, 52.5], ldY9_xH_Zw, 5720066]
[paragraph, [277.0, 2675.5, 2007.0, 52.5], ldY9_xH_Zw, 5720066]
[paragraph, [277.0, 2728.0, 2007.0, 52.5], ldY9_xH_Zw, 5720066]
[paragraph, [277.0, 2780.5, 2007.0, 52.5], ldY9_xH_Zw, 5720066]
[paragraph, [277.0, 2833.0, 2007.0, 52.5], ldY9_xH_Zw, 5720066]
[paragraph, [277.0, 2885.5, 2007.0, 52.5], ldY9_xH_Zw, 5720066]
[paragraph, [277.0, 2938.0, 2007.0, 52.5], ldY9_xH_Zw, 5720066]
