[1875, 1200]
[paragraph, [211.0, 264.0, 816.0, 36.0], shoonya_2sMRBW6MW540AA, 5710791]
[paragraph, [211.0, 300.0, 816.0, 36.0], shoonya_2sMRBW6MW540AA, 5710791]
[paragraph, [213.0, 357.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 393.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 429.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 465.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 501.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 537.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 573.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 609.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 645.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 681.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 717.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 753.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 789.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 825.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 861.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 897.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 933.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 969.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 1005.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 1041.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [213.0, 1077.0, 820.0, 36.0], shoonya_0sO14SYYB58FB1, 5710791]
[paragraph, [209.0, 1132.0, 831.0, 36.0], pn1shLemPu, 5710791]
[paragraph, [209.0, 1168.0, 831.0, 36.0], pn1shLemPu, 5710791]
[paragraph, [209.0, 1204.0, 831.0, 36.0], pn1shLemPu, 5710791]
[paragraph, [209.0, 1240.0, 831.0, 36.0], pn1shLemPu, 5710791]
[paragraph, [209.0, 1276.0, 831.0, 36.0], pn1shLemPu, 5710791]
[paragraph, [205.0, 1329.0, 834.0, 36.0], al0z5xoyiN, 5710791]
[paragraph, [205.0, 1365.0, 834.0, 36.0], al0z5xoyiN, 5710791]
[paragraph, [205.0, 1401.0, 834.0, 36.0], al0z5xoyiN, 5710791]
[paragraph, [205.0, 1437.0, 834.0, 36.0], al0z5xoyiN, 5710791]
[paragraph, [205.0, 1473.0, 834.0, 36.0], al0z5xoyiN, 5710791]
[paragraph, [205.0, 1509.0, 834.0, 36.0], al0z5xoyiN, 5710791]
[paragraph, [205.0, 1545.0, 834.0, 36.0], al0z5xoyiN, 5710791]
