[2339, 1656]
[paragraph, [180.0, 199.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 235.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 271.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 307.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 343.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 379.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 415.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 451.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 487.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 523.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 559.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 595.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 631.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 667.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 703.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 739.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 775.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 811.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 847.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 883.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [180.0, 919.0, 1282.0, 36.0], shoonya_0sUNJOHKN0UMY8, 5731716]
[paragraph, [189.0, 977.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1013.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1049.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1085.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1121.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1157.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1193.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1229.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1265.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1301.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1337.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1373.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1409.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1445.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1481.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1517.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1553.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1589.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1625.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1661.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1697.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1733.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1769.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1805.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1841.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1877.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [189.0, 1913.0, 1273.0, 36.0], shoonya_1s5OS8JU9YNDG4, 5731716]
[paragraph, [184.0, 1994.0, 1274.0, 36.0], shoonya_2sM3XHYW7L2CHC, 5731716]
[paragraph, [184.0, 2030.0, 1274.0, 36.0], shoonya_2sM3XHYW7L2CHC, 5731716]
[paragraph, [184.0, 2066.0, 1274.0, 36.0], shoonya_2sM3XHYW7L2CHC, 5731716]
