[2084, 1289]
[paragraph, [134.0, 290.0, 1028.0, 36.0], shoonya_3sMLZJBA4QQZRO, 5660692]
[paragraph, [134.0, 326.0, 1028.0, 36.0], shoonya_3sMLZJBA4QQZRO, 5660692]
[paragraph, [133.0, 415.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 451.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 487.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 523.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 559.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 595.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 631.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 667.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 703.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 739.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 775.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 811.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 847.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 883.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 919.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 955.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 991.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 1027.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [133.0, 1063.0, 1027.0, 36.0], shoonya_1sEJCPDQKS5V5K, 5660692]
[paragraph, [128.0, 1147.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1183.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1219.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1255.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1291.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1327.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1363.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1399.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1435.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1471.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1507.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1543.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1579.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1615.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1651.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1687.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1723.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1759.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1795.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[paragraph, [128.0, 1831.0, 1030.0, 36.0], shoonya_0s7OJUAQFT8D8W, 5660692]
[folio, [633.0, 1937.0, 653.0, 36.0], shoonya_4sF4ZVRQIXBT9T, 5660692]
[folio, [633.0, 1973.0, 653.0, 36.0], shoonya_4sF4ZVRQIXBT9T, 5660692]
