[2484, 1767]
[paragraph, [343.0, 403.0, 1179.0, 36.0], shoonya_2sX49JTELCKA9D, 5753923]
[paragraph, [343.0, 439.0, 1179.0, 36.0], shoonya_2sX49JTELCKA9D, 5753923]
[paragraph, [343.0, 475.0, 1179.0, 36.0], shoonya_2sX49JTELCKA9D, 5753923]
[section-title, [342.0, 554.0, 800.0, 52.5], QF0BucGJf_, 5753923]
[paragraph, [339.0, 642.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 678.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 714.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 750.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 786.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 822.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 858.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 894.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 930.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 966.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 1002.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 1038.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 1074.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 1110.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 1146.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 1182.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 1218.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 1254.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 1290.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 1326.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 1362.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [339.0, 1398.0, 1236.0, 36.0], shoonya_0s7NZ5HB3QYNTD, 5753923]
[paragraph, [336.0, 1440.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1476.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1512.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1548.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1584.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1620.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1656.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1692.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1728.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1764.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1800.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1836.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1872.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1908.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1944.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 1980.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [336.0, 2016.0, 1245.0, 36.0], XNYPyijP6S, 5753923]
[paragraph, [344.0, 2064.0, 1193.0, 36.0], shoonya_1s6J0588NA8GVV, 5753923]
[paragraph, [344.0, 2100.0, 1193.0, 36.0], shoonya_1s6J0588NA8GVV, 5753923]
[paragraph, [344.0, 2136.0, 1193.0, 36.0], shoonya_1s6J0588NA8GVV, 5753923]
[paragraph, [344.0, 2172.0, 1193.0, 36.0], shoonya_1s6J0588NA8GVV, 5753923]
[paragraph, [344.0, 2208.0, 1193.0, 36.0], shoonya_1s6J0588NA8GVV, 5753923]
