[3508, 2481]
[contact-info, [683.0, 134.0, 1340.0, 52.5], Epj-T_WukQ, 6515987]
[contact-info, [683.0, 186.5, 1340.0, 52.5], Epj-T_WukQ, 6515987]
[contact-info, [683.0, 239.0, 1340.0, 52.5], Epj-T_WukQ, 6515987]
[contact-info, [683.0, 291.5, 1340.0, 52.5], Epj-T_WukQ, 6515987]
[section-title, [990.0, 464.0, 480.0, 93.0], zxNVGkfLC7, 6515987]
[folio, [199.0, 690.0, 1248.0, 52.5], Qgqb3xjeei, 6515987]
[dateline, [211.0, 940.0, 426.0, 52.5], -LC0H8delU, 6515987]
[paragraph, [215.0, 1201.0, 272.0, 52.5], aOj6gZXvvx, 6515987]
[paragraph, [203.0, 1324.0, 2070.0, 52.5], fADe-QDK7C, 6515987]
[paragraph, [203.0, 1376.5, 2070.0, 52.5], fADe-QDK7C, 6515987]
[paragraph, [203.0, 1429.0, 2070.0, 52.5], fADe-QDK7C, 6515987]
[paragraph, [203.0, 1481.5, 2070.0, 52.5], fADe-QDK7C, 6515987]
[paragraph, [203.0, 1534.0, 2070.0, 52.5], fADe-QDK7C, 6515987]
[paragraph, [203.0, 1586.5, 2070.0, 52.5], fADe-QDK7C, 6515987]
[paragraph, [199.0, 1700.0, 2085.0, 52.5], TWs94DC6UB, 6515987]
[paragraph, [199.0, 1752.5, 2085.0, 52.5], TWs94DC6UB, 6515987]
[paragraph, [199.0, 1805.0, 2085.0, 52.5], TWs94DC6UB, 6515987]
[paragraph, [199.0, 1857.5, 2085.0, 52.5], TWs94DC6UB, 6515987]
[paragraph, [199.0, 1910.0, 2085.0, 52.5], TWs94DC6UB, 6515987]
[paragraph, [199.0, 1962.5, 2085.0, 52.5], TWs94DC6UB, 6515987]
[paragraph, [199.0, 2015.0, 2085.0, 52.5], TWs94DC6UB, 6515987]
[paragraph, [184.0, 2180.0, 2112.0, 52.5], 0sH4e4PtCI, 6515987]
[paragraph, [184.0, 2232.5, 2112.0, 52.5], 0sH4e4PtCI, 6515987]
[paragraph, [184.0, 2285.0, 2112.0, 52.5], 0sH4e4PtCI, 6515987]
[paragraph, [184.0, 2337.5, 2112.0, 52.5], 0sH4e4PtCI, 6515987]
[paragraph, [184.0, 2390.0, 2112.0, 52.5], 0sH4e4PtCI, 6515987]
[paragraph, [184.0, 2442.5, 2112.0, 52.5], 0sH4e4PtCI, 6515987]
[paragraph, [184.0, 2495.0, 2112.0, 52.5], 0sH4e4PtCI, 6515987]
[paragraph, [184.0, 2547.5, 2112.0, 52.5], 0sH4e4PtCI, 6515987]
[ordered-list, [280.0, 2648.0, 2004.0, 52.5], 8GxSuT3418, 6515987]
[ordered-list, [280.0, 2700.5, 2004.0, 52.5], 8GxSuT3418, 6515987]
[ordered-list, [280.0, 2753.0, 2004.0, 52.5], 8GxSuT3418, 6515987]
[ordered-list, [280.0, 2805.5, 2004.0, 52.5], 8GxSuT3418, 6515987]
[ordered-list, [280.0, 2858.0, 2004.0, 52.5], 8GxSuT3418, 6515987]
[ordered-list, [280.0, 2910.5, 2004.0, 52.5], 8GxSuT3418, 6515987]
[ordered-list, [280.0, 2963.0, 2004.0, 52.5], 8GxSuT3418, 6515987]
[ordered-list, [280.0, 3015.5, 2004.0, 52.5], 8GxSuT3418, 6515987]
[ordered-list, [280.0, 3068.0, 2004.0, 52.5], 8GxSuT3418, 6515987]
[ordered-list, [280.0, 3120.5, 2004.0, 52.5], 8GxSuT3418, 6515987]
[paragraph, [211.0, 3270.0, 2054.0, 52.5], lxtjkQ3Bcr, 6515987]
[paragraph, [211.0, 3322.5, 2054.0, 52.5], lxtjkQ3Bcr, 6515987]
