[950, 553]
[chapter-title, [151.0, 13.0, 256.0, 30.0], shoonya_0s8OJ2VQP4OS80, 5775734]
[paragraph, [14.0, 53.0, 520.0, 18.0], GNCcITAXSi, 5775734]
[paragraph, [14.0, 71.0, 520.0, 18.0], GNCcITAXSi, 5775734]
[paragraph, [16.0, 92.0, 521.0, 18.0], AA-I1N_U2y, 5775734]
[paragraph, [16.0, 110.0, 521.0, 18.0], AA-I1N_U2y, 5775734]
[paragraph, [14.0, 130.0, 524.0, 18.0], 5iPrkel6xA, 5775734]
[paragraph, [14.0, 148.0, 524.0, 18.0], 5iPrkel6xA, 5775734]
[paragraph, [14.0, 166.0, 524.0, 18.0], 5iPrkel6xA, 5775734]
[paragraph, [14.0, 184.0, 524.0, 18.0], 5iPrkel6xA, 5775734]
[paragraph, [14.0, 202.0, 524.0, 18.0], 5iPrkel6xA, 5775734]
[paragraph, [10.0, 234.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 252.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 270.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 288.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 306.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 324.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 342.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 360.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 378.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 396.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 414.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 432.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 450.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 468.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 486.0, 524.0, 18.0], HjagJClRap, 5775734]
[paragraph, [10.0, 517.0, 524.0, 18.0], CgxQZlw0pJ, 5775734]
[paragraph, [10.0, 535.0, 524.0, 18.0], CgxQZlw0pJ, 5775734]
[paragraph, [10.0, 553.0, 524.0, 18.0], CgxQZlw0pJ, 5775734]
[paragraph, [6.0, 577.0, 532.0, 18.0], 6IKqh5ZF7E, 5775734]
[paragraph, [6.0, 595.0, 532.0, 18.0], 6IKqh5ZF7E, 5775734]
[paragraph, [6.0, 613.0, 532.0, 18.0], 6IKqh5ZF7E, 5775734]
[paragraph, [6.0, 631.0, 532.0, 18.0], 6IKqh5ZF7E, 5775734]
[paragraph, [6.0, 649.0, 532.0, 18.0], 6IKqh5ZF7E, 5775734]
[paragraph, [6.0, 667.0, 532.0, 18.0], 6IKqh5ZF7E, 5775734]
[paragraph, [6.0, 685.0, 532.0, 18.0], 6IKqh5ZF7E, 5775734]
[paragraph, [6.0, 703.0, 532.0, 18.0], 6IKqh5ZF7E, 5775734]
[paragraph, [6.0, 721.0, 532.0, 18.0], 6IKqh5ZF7E, 5775734]
[paragraph, [6.0, 739.0, 532.0, 18.0], 6IKqh5ZF7E, 5775734]
[paragraph, [6.0, 757.0, 532.0, 18.0], 6IKqh5ZF7E, 5775734]
[paragraph, [6.0, 775.0, 532.0, 18.0], 6IKqh5ZF7E, 5775734]
[paragraph, [6.0, 793.0, 532.0, 18.0], 6IKqh5ZF7E, 5775734]
[paragraph, [8.0, 817.0, 531.0, 18.0], YMFUk1bkId, 5775734]
[paragraph, [8.0, 835.0, 531.0, 18.0], YMFUk1bkId, 5775734]
[paragraph, [8.0, 853.0, 531.0, 18.0], YMFUk1bkId, 5775734]
[paragraph, [8.0, 871.0, 531.0, 18.0], YMFUk1bkId, 5775734]
[paragraph, [8.0, 889.0, 531.0, 18.0], YMFUk1bkId, 5775734]
