[1387, 987]
[paragraph, [77.0, 86.0, 817.0, 18.0], shoonya_1sWFJSAVU3GIDP, 5652079]
[paragraph, [77.0, 104.0, 817.0, 18.0], shoonya_1sWFJSAVU3GIDP, 5652079]
[paragraph, [77.0, 122.0, 817.0, 18.0], shoonya_1sWFJSAVU3GIDP, 5652079]
[paragraph, [77.0, 140.0, 817.0, 18.0], shoonya_1sWFJSAVU3GIDP, 5652079]
[paragraph, [77.0, 158.0, 817.0, 18.0], shoonya_1sWFJSAVU3GIDP, 5652079]
[paragraph, [77.0, 176.0, 817.0, 18.0], shoonya_1sWFJSAVU3GIDP, 5652079]
[paragraph, [77.0, 194.0, 817.0, 18.0], shoonya_1sWFJSAVU3GIDP, 5652079]
[paragraph, [77.0, 212.0, 817.0, 18.0], shoonya_1sWFJSAVU3GIDP, 5652079]
[paragraph, [77.0, 230.0, 817.0, 18.0], shoonya_1sWFJSAVU3GIDP, 5652079]
[paragraph, [90.0, 274.0, 749.0, 18.0], shoonya_0sU0MZDDQ0Y7TA, 5652079]
[paragraph, [90.0, 292.0, 749.0, 18.0], shoonya_0sU0MZDDQ0Y7TA, 5652079]
[paragraph, [90.0, 310.0, 749.0, 18.0], shoonya_0sU0MZDDQ0Y7TA, 5652079]
[paragraph, [90.0, 328.0, 749.0, 18.0], shoonya_0sU0MZDDQ0Y7TA, 5652079]
[paragraph, [90.0, 346.0, 749.0, 18.0], shoonya_0sU0MZDDQ0Y7TA, 5652079]
[paragraph, [90.0, 364.0, 749.0, 18.0], shoonya_0sU0MZDDQ0Y7TA, 5652079]
[paragraph, [90.0, 382.0, 749.0, 18.0], shoonya_0sU0MZDDQ0Y7TA, 5652079]
[paragraph, [90.0, 400.0, 749.0, 18.0], shoonya_0sU0MZDDQ0Y7TA, 5652079]
[paragraph, [90.0, 418.0, 749.0, 18.0], shoonya_0sU0MZDDQ0Y7TA, 5652079]
[paragraph, [72.0, 445.0, 866.0, 18.0], shoonya_4s13DM51FYGLWW, 5652079]
[paragraph, [72.0, 463.0, 866.0, 18.0], shoonya_4s13DM51FYGLWW, 5652079]
[paragraph, [72.0, 481.0, 866.0, 18.0], shoonya_4s13DM51FYGLWW, 5652079]
[paragraph, [72.0, 499.0, 866.0, 18.0], shoonya_4s13DM51FYGLWW, 5652079]
[paragraph, [72.0, 517.0, 866.0, 18.0], shoonya_4s13DM51FYGLWW, 5652079]
[paragraph, [72.0, 535.0, 866.0, 18.0], shoonya_4s13DM51FYGLWW, 5652079]
[paragraph, [72.0, 553.0, 866.0, 18.0], shoonya_4s13DM51FYGLWW, 5652079]
[paragraph, [72.0, 571.0, 866.0, 18.0], shoonya_4s13DM51FYGLWW, 5652079]
[paragraph, [72.0, 589.0, 866.0, 18.0], shoonya_4s13DM51FYGLWW, 5652079]
[paragraph, [72.0, 607.0, 866.0, 18.0], shoonya_4s13DM51FYGLWW, 5652079]
[paragraph, [72.0, 625.0, 866.0, 18.0], shoonya_4s13DM51FYGLWW, 5652079]
[paragraph, [72.0, 643.0, 866.0, 18.0], shoonya_4s13DM51FYGLWW, 5652079]
[paragraph, [57.0, 680.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 698.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 716.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 734.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 752.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 770.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 788.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 806.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 824.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 842.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 860.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 878.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 896.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 914.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 932.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 950.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 968.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 986.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
[paragraph, [57.0, 1004.0, 873.0, 18.0], shoonya_2sEZDBLP799C7Z, 5652079]
