[679, 512]
[section-title, [48.0, 50.0, 402.0, 30.0], NsCGI22zXP, 6496205]
[paragraph, [87.0, 108.0, 140.0, 18.0], d2htQO3zCw, 6496205]
[paragraph, [68.0, 144.0, 45.0, 18.0], 9vLH6bx4o3, 6496205]
[ordered-list, [262.0, 158.0, 176.0, 18.0], 3AW_B_wkOt, 6496205]
[ordered-list, [262.0, 176.0, 176.0, 18.0], 3AW_B_wkOt, 6496205]
[ordered-list, [262.0, 194.0, 176.0, 18.0], 3AW_B_wkOt, 6496205]
[ordered-list, [262.0, 212.0, 176.0, 18.0], 3AW_B_wkOt, 6496205]
[ordered-list, [262.0, 230.0, 176.0, 18.0], 3AW_B_wkOt, 6496205]
[ordered-list, [262.0, 248.0, 176.0, 18.0], 3AW_B_wkOt, 6496205]
[ordered-list, [262.0, 266.0, 176.0, 18.0], 3AW_B_wkOt, 6496205]
[ordered-list, [59.0, 160.0, 191.0, 18.0], shoonya_0s1JQTYY5ZHNC7, 6496205]
[ordered-list, [59.0, 178.0, 191.0, 18.0], shoonya_0s1JQTYY5ZHNC7, 6496205]
[ordered-list, [59.0, 196.0, 191.0, 18.0], shoonya_0s1JQTYY5ZHNC7, 6496205]
[ordered-list, [59.0, 214.0, 191.0, 18.0], shoonya_0s1JQTYY5ZHNC7, 6496205]
[ordered-list, [59.0, 232.0, 191.0, 18.0], shoonya_0s1JQTYY5ZHNC7, 6496205]
[ordered-list, [59.0, 250.0, 191.0, 18.0], shoonya_0s1JQTYY5ZHNC7, 6496205]
[ordered-list, [59.0, 268.0, 191.0, 18.0], shoonya_0s1JQTYY5ZHNC7, 6496205]
[ordered-list, [59.0, 286.0, 191.0, 18.0], shoonya_0s1JQTYY5ZHNC7, 6496205]
[paragraph, [50.0, 340.0, 118.0, 18.0], a-D1bmBP9K, 6496205]
[ordered-list, [259.0, 386.0, 187.0, 18.0], BQr3xfzo0M, 6496205]
[ordered-list, [259.0, 404.0, 187.0, 18.0], BQr3xfzo0M, 6496205]
[ordered-list, [259.0, 422.0, 187.0, 18.0], BQr3xfzo0M, 6496205]
[ordered-list, [259.0, 440.0, 187.0, 18.0], BQr3xfzo0M, 6496205]
[ordered-list, [259.0, 458.0, 187.0, 18.0], BQr3xfzo0M, 6496205]
[ordered-list, [259.0, 476.0, 187.0, 18.0], BQr3xfzo0M, 6496205]
[ordered-list, [259.0, 494.0, 187.0, 18.0], BQr3xfzo0M, 6496205]
[ordered-list, [259.0, 512.0, 187.0, 18.0], BQr3xfzo0M, 6496205]
[ordered-list, [259.0, 530.0, 187.0, 18.0], BQr3xfzo0M, 6496205]
[ordered-list, [259.0, 548.0, 187.0, 18.0], BQr3xfzo0M, 6496205]
[ordered-list, [259.0, 566.0, 187.0, 18.0], BQr3xfzo0M, 6496205]
[ordered-list, [259.0, 584.0, 187.0, 18.0], BQr3xfzo0M, 6496205]
[ordered-list, [54.0, 387.0, 198.0, 18.0], zIOCC8XH6V, 6496205]
[ordered-list, [54.0, 405.0, 198.0, 18.0], zIOCC8XH6V, 6496205]
[ordered-list, [54.0, 423.0, 198.0, 18.0], zIOCC8XH6V, 6496205]
[ordered-list, [54.0, 441.0, 198.0, 18.0], zIOCC8XH6V, 6496205]
[ordered-list, [54.0, 459.0, 198.0, 18.0], zIOCC8XH6V, 6496205]
[ordered-list, [54.0, 477.0, 198.0, 18.0], zIOCC8XH6V, 6496205]
[ordered-list, [54.0, 495.0, 198.0, 18.0], zIOCC8XH6V, 6496205]
[ordered-list, [54.0, 513.0, 198.0, 18.0], zIOCC8XH6V, 6496205]
[ordered-list, [54.0, 531.0, 198.0, 18.0], zIOCC8XH6V, 6496205]
[ordered-list, [54.0, 549.0, 198.0, 18.0], zIOCC8XH6V, 6496205]
[ordered-list, [54.0, 567.0, 198.0, 18.0], zIOCC8XH6V, 6496205]
[ordered-list, [54.0, 585.0, 198.0, 18.0], zIOCC8XH6V, 6496205]
[folio, [149.0, 620.0, 169.0, 18.0], PU__P3L0ws, 6496205]
