[2338, 1654]
[paragraph, [375.0, 182.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 218.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 254.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 290.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 326.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 362.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 398.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 434.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 470.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 506.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 542.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 578.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 614.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 650.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 686.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 722.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 758.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 794.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 830.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 866.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 902.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 938.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 974.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 1010.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 1046.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 1082.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 1118.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 1154.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[paragraph, [375.0, 1190.0, 536.0, 36.0], ajOx8Uxfw4, 5753992]
[reference, [992.0, 1179.0, 380.0, 36.0], shoonya_2sPTFYH5TO6HMD, 5753992]
[paragraph, [185.0, 1248.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1284.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1320.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1356.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1392.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1428.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1464.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1500.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1536.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1572.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1608.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1644.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1680.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1716.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1752.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1788.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1824.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1860.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1896.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1932.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 1968.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 2004.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
[paragraph, [185.0, 2040.0, 1278.0, 36.0], shoonya_0sNSP0HB76W5IN, 5753992]
