[1492, 1000]
[folio, [414.0, 155.0, 210.0, 18.0], Z5UlKSnNJ_, 5720145]
[paragraph, [140.0, 207.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 225.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 243.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 261.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 279.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 297.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 315.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 333.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 351.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 369.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 387.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 405.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 423.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 441.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 459.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 477.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 495.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 513.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [140.0, 531.0, 753.0, 18.0], shoonya_0sUD3LPNU5T8S0, 5720145]
[paragraph, [147.0, 569.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 587.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 605.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 623.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 641.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 659.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 677.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 695.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 713.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 731.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 749.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 767.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 785.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 803.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 821.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 839.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 857.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 875.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 893.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 911.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 929.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 947.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 965.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 983.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1001.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1019.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1037.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1055.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1073.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1091.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1109.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1127.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1145.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1163.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1181.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1199.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1217.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1235.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1253.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1271.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
[paragraph, [147.0, 1289.0, 739.0, 18.0], DrvVbNRx6T, 5720145]
