[1271, 888]
[chapter-title, [318.0, 56.0, 349.0, 30.0], shoonya_0sRODMW1LB1S08, 5775735]
[paragraph, [174.0, 107.0, 642.0, 18.0], oGK3J_F9Nv, 5775735]
[paragraph, [174.0, 125.0, 642.0, 18.0], oGK3J_F9Nv, 5775735]
[paragraph, [174.0, 143.0, 642.0, 18.0], oGK3J_F9Nv, 5775735]
[paragraph, [174.0, 161.0, 642.0, 18.0], oGK3J_F9Nv, 5775735]
[paragraph, [174.0, 179.0, 642.0, 18.0], oGK3J_F9Nv, 5775735]
[paragraph, [174.0, 197.0, 642.0, 18.0], oGK3J_F9Nv, 5775735]
[paragraph, [174.0, 215.0, 642.0, 18.0], oGK3J_F9Nv, 5775735]
[paragraph, [174.0, 233.0, 642.0, 18.0], oGK3J_F9Nv, 5775735]
[paragraph, [174.0, 251.0, 642.0, 18.0], oGK3J_F9Nv, 5775735]
[paragraph, [167.0, 289.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 307.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 325.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 343.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 361.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 379.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 397.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 415.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 433.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 451.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 469.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 487.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 505.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 523.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 541.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 559.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 577.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 595.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 613.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 631.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 649.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 667.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 685.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 703.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 721.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 739.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 757.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 775.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 793.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 811.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 829.0, 650.0, 18.0], dR2ydJogY9, 5775735]
[paragraph, [167.0, 862.0, 649.0, 18.0], oikEkpnVl9, 5775735]
[paragraph, [167.0, 880.0, 649.0, 18.0], oikEkpnVl9, 5775735]
[paragraph, [167.0, 898.0, 649.0, 18.0], oikEkpnVl9, 5775735]
[paragraph, [167.0, 916.0, 649.0, 18.0], oikEkpnVl9, 5775735]
[paragraph, [167.0, 934.0, 649.0, 18.0], oikEkpnVl9, 5775735]
[paragraph, [167.0, 952.0, 649.0, 18.0], oikEkpnVl9, 5775735]
[paragraph, [167.0, 970.0, 649.0, 18.0], oikEkpnVl9, 5775735]
[paragraph, [167.0, 988.0, 649.0, 18.0], oikEkpnVl9, 5775735]
[paragraph, [167.0, 1006.0, 649.0, 18.0], oikEkpnVl9, 5775735]
[paragraph, [167.0, 1024.0, 649.0, 18.0], oikEkpnVl9, 5775735]
[paragraph, [167.0, 1042.0, 649.0, 18.0], oikEkpnVl9, 5775735]
[paragraph, [167.0, 1060.0, 649.0, 18.0], oikEkpnVl9, 5775735]
[paragraph, [167.0, 1078.0, 649.0, 18.0], oikEkpnVl9, 5775735]
[paragraph, [167.0, 1096.0, 649.0, 18.0], oikEkpnVl9, 5775735]
