[1304, 822]
[folio, [581.0, 32.0, 193.0, 18.0], sAj8sQ5caQ, 5660938]
[folio, [581.0, 50.0, 193.0, 18.0], sAj8sQ5caQ, 5660938]
[paragraph, [29.0, 79.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 97.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 115.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 133.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 151.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 169.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 187.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 205.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 223.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 241.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 259.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 277.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 295.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 313.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 331.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 349.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 367.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 385.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 403.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 421.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 439.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 457.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [29.0, 475.0, 756.0, 18.0], shoonya_1sKI9EW6VMHF3O, 5660938]
[paragraph, [32.0, 488.0, 753.0, 18.0], XT0TzRB6V7, 5660938]
[paragraph, [32.0, 506.0, 753.0, 18.0], XT0TzRB6V7, 5660938]
[paragraph, [32.0, 524.0, 753.0, 18.0], XT0TzRB6V7, 5660938]
[paragraph, [32.0, 542.0, 753.0, 18.0], XT0TzRB6V7, 5660938]
[paragraph, [32.0, 560.0, 753.0, 18.0], XT0TzRB6V7, 5660938]
[paragraph, [32.0, 578.0, 753.0, 18.0], XT0TzRB6V7, 5660938]
[paragraph, [32.0, 596.0, 753.0, 18.0], XT0TzRB6V7, 5660938]
[paragraph, [32.0, 614.0, 753.0, 18.0], XT0TzRB6V7, 5660938]
[paragraph, [32.0, 632.0, 753.0, 18.0], XT0TzRB6V7, 5660938]
[paragraph, [32.0, 650.0, 753.0, 18.0], XT0TzRB6V7, 5660938]
[paragraph, [32.0, 668.0, 753.0, 18.0], XT0TzRB6V7, 5660938]
[paragraph, [32.0, 686.0, 753.0, 18.0], XT0TzRB6V7, 5660938]
[paragraph, [32.0, 704.0, 753.0, 18.0], XT0TzRB6V7, 5660938]
[paragraph, [32.0, 722.0, 753.0, 18.0], XT0TzRB6V7, 5660938]
[section-title, [28.0, 736.0, 252.0, 30.0], shoonya_0s8V26OJM3TJCU, 5660938]
[paragraph, [27.0, 779.0, 751.0, 18.0], 5rham0LXpL, 5660938]
[paragraph, [27.0, 797.0, 751.0, 18.0], 5rham0LXpL, 5660938]
[paragraph, [27.0, 815.0, 751.0, 18.0], 5rham0LXpL, 5660938]
[paragraph, [27.0, 833.0, 751.0, 18.0], 5rham0LXpL, 5660938]
[paragraph, [27.0, 851.0, 751.0, 18.0], 5rham0LXpL, 5660938]
[paragraph, [27.0, 869.0, 751.0, 18.0], 5rham0LXpL, 5660938]
[paragraph, [27.0, 887.0, 751.0, 18.0], 5rham0LXpL, 5660938]
[paragraph, [27.0, 905.0, 751.0, 18.0], 5rham0LXpL, 5660938]
[paragraph, [27.0, 923.0, 751.0, 18.0], 5rham0LXpL, 5660938]
[paragraph, [38.0, 942.0, 749.0, 18.0], yezvEIOAAE, 5660938]
[paragraph, [38.0, 960.0, 749.0, 18.0], yezvEIOAAE, 5660938]
[paragraph, [38.0, 978.0, 749.0, 18.0], yezvEIOAAE, 5660938]
[paragraph, [38.0, 996.0, 749.0, 18.0], yezvEIOAAE, 5660938]
[paragraph, [38.0, 1014.0, 749.0, 18.0], yezvEIOAAE, 5660938]
[paragraph, [38.0, 1032.0, 749.0, 18.0], yezvEIOAAE, 5660938]
[paragraph, [38.0, 1050.0, 749.0, 18.0], yezvEIOAAE, 5660938]
[paragraph, [38.0, 1068.0, 749.0, 18.0], yezvEIOAAE, 5660938]
[paragraph, [38.0, 1086.0, 749.0, 18.0], yezvEIOAAE, 5660938]
[paragraph, [38.0, 1104.0, 749.0, 18.0], yezvEIOAAE, 5660938]
[paragraph, [38.0, 1122.0, 749.0, 18.0], yezvEIOAAE, 5660938]
[paragraph, [38.0, 1140.0, 749.0, 18.0], yezvEIOAAE, 5660938]
[paragraph, [38.0, 1158.0, 749.0, 18.0], yezvEIOAAE, 5660938]
[paragraph, [38.0, 1176.0, 749.0, 18.0], yezvEIOAAE, 5660938]
[folio, [46.0, 1225.0, 724.0, 18.0], bWF0s1SdTH, 5660938]
[folio, [46.0, 1243.0, 724.0, 18.0], bWF0s1SdTH, 5660938]
[website-link, [114.0, 1255.0, 232.0, 18.0], 6iVhRYSc1Y, 5660938]
[website-link, [496.0, 1255.0, 213.0, 18.0], ZUhw3K8TXp, 5660938]
