[1361, 823]
[folio, [104.0, 58.0, 116.0, 18.0], Qcu3obq3xn, 5782491]
[folio, [136.0, 85.0, 48.0, 18.0], WXBhI3x4MK, 5782491]
[sidebar, [644.0, 530.0, 103.0, 18.0], Kd2maqQclH, 5782491]
[figure-caption, [171.0, 544.0, 505.0, 18.0], shoonya_1s9J1OR2GW5L9I, 5782491]
[figure-caption, [171.0, 562.0, 505.0, 18.0], shoonya_1s9J1OR2GW5L9I, 5782491]
[paragraph, [99.0, 608.0, 540.0, 18.0], shoonya_3s2CIP2F05W24I, 5782491]
[ordered-list, [99.0, 631.0, 647.0, 18.0], shoonya_4s4UGPH4EPMTZF, 5782491]
[ordered-list, [99.0, 649.0, 647.0, 18.0], shoonya_4s4UGPH4EPMTZF, 5782491]
[ordered-list, [99.0, 667.0, 647.0, 18.0], shoonya_4s4UGPH4EPMTZF, 5782491]
[ordered-list, [99.0, 685.0, 647.0, 18.0], shoonya_4s4UGPH4EPMTZF, 5782491]
[ordered-list, [99.0, 703.0, 647.0, 18.0], shoonya_4s4UGPH4EPMTZF, 5782491]
[ordered-list, [99.0, 721.0, 647.0, 18.0], shoonya_4s4UGPH4EPMTZF, 5782491]
[ordered-list, [99.0, 739.0, 647.0, 18.0], shoonya_4s4UGPH4EPMTZF, 5782491]
[ordered-list, [99.0, 757.0, 647.0, 18.0], shoonya_4s4UGPH4EPMTZF, 5782491]
[ordered-list, [99.0, 775.0, 647.0, 18.0], shoonya_4s4UGPH4EPMTZF, 5782491]
[ordered-list, [99.0, 793.0, 647.0, 18.0], shoonya_4s4UGPH4EPMTZF, 5782491]
[ordered-list, [88.0, 821.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 839.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 857.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 875.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 893.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 911.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 929.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 947.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 965.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 983.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 1001.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 1019.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 1037.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 1055.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 1073.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 1091.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 1109.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 1127.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 1145.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 1163.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 1181.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 1199.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[ordered-list, [88.0, 1217.0, 663.0, 18.0], 4X9kjR0OC6, 5782491]
[sub-ordered-list, [97.0, 848.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 866.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 884.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 902.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 920.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 938.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 956.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 974.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 992.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 1010.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 1028.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 1046.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 1064.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 1082.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 1100.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 1118.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 1136.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 1154.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 1172.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 1190.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
[sub-ordered-list, [97.0, 1208.0, 646.0, 18.0], 4PZvneiJPo, 5782491]
