[1372, 849]
[section-title, [210.0, 168.0, 423.0, 30.0], shoonya_4sKVCIH3JRWESE, 5710339]
[section-title, [210.0, 198.0, 423.0, 30.0], shoonya_4sKVCIH3JRWESE, 5710339]
[paragraph, [54.0, 241.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 259.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 277.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 295.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 313.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 331.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 349.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 367.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 385.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 403.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 421.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 439.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 457.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 475.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 493.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 511.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 529.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 547.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 565.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 583.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 601.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 619.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 637.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 655.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 673.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 691.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 709.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 727.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 745.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 763.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 781.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 799.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 817.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 835.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 853.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [54.0, 871.0, 750.0, 18.0], shoonya_1sDFLK16L3177P, 5710339]
[paragraph, [50.0, 904.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 922.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 940.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 958.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 976.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 994.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 1012.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 1030.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 1048.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 1066.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 1084.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 1102.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 1120.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 1138.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 1156.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 1174.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 1192.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 1210.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 1228.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
[paragraph, [50.0, 1246.0, 736.0, 18.0], shoonya_0s00J3DZY15DXW, 5710339]
