[2363, 1655]
[folio, [972.0, 109.0, 496.0, 36.0], xKC5U_7Jr0, 5721031]
[paragraph, [194.0, 211.0, 1266.0, 36.0], I2aFGpyRgq, 5721031]
[paragraph, [194.0, 247.0, 1266.0, 36.0], I2aFGpyRgq, 5721031]
[paragraph, [194.0, 283.0, 1266.0, 36.0], I2aFGpyRgq, 5721031]
[paragraph, [194.0, 319.0, 1266.0, 36.0], I2aFGpyRgq, 5721031]
[paragraph, [194.0, 355.0, 1266.0, 36.0], I2aFGpyRgq, 5721031]
[paragraph, [194.0, 391.0, 1266.0, 36.0], I2aFGpyRgq, 5721031]
[ordered-list, [173.0, 444.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 480.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 516.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 552.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 588.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 624.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 660.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 696.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 732.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 768.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 804.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 840.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 876.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 912.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 948.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 984.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1020.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1056.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1092.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1128.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1164.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1200.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1236.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1272.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1308.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1344.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1380.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1416.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1452.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1488.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1524.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1560.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[ordered-list, [173.0, 1596.0, 1305.0, 36.0], flmtvYJZnm, 5721031]
[paragraph, [167.0, 1679.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
[paragraph, [167.0, 1715.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
[paragraph, [167.0, 1751.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
[paragraph, [167.0, 1787.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
[paragraph, [167.0, 1823.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
[paragraph, [167.0, 1859.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
[paragraph, [167.0, 1895.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
[paragraph, [167.0, 1931.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
[paragraph, [167.0, 1967.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
[paragraph, [167.0, 2003.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
[paragraph, [167.0, 2039.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
[paragraph, [167.0, 2075.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
[paragraph, [167.0, 2111.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
[paragraph, [167.0, 2147.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
[paragraph, [167.0, 2183.0, 1325.0, 36.0], WjskWK3Rg2, 5721031]
