[1483, 1063]
[section-title, [308.0, 254.0, 446.0, 30.0], shoonya_7sOUUYY4DJMFWA, 5763043]
[section-title, [308.0, 284.0, 446.0, 30.0], shoonya_7sOUUYY4DJMFWA, 5763043]
[answer, [159.0, 364.0, 728.0, 18.0], _8l7Jqk8hX, 5763043]
[paragraph, [143.0, 394.0, 758.0, 18.0], maGL0gLKUC, 5763043]
[paragraph, [143.0, 412.0, 758.0, 18.0], maGL0gLKUC, 5763043]
[paragraph, [143.0, 430.0, 758.0, 18.0], maGL0gLKUC, 5763043]
[paragraph, [143.0, 448.0, 758.0, 18.0], maGL0gLKUC, 5763043]
[paragraph, [143.0, 466.0, 758.0, 18.0], maGL0gLKUC, 5763043]
[paragraph, [143.0, 484.0, 758.0, 18.0], maGL0gLKUC, 5763043]
[section-title, [547.0, 529.0, 318.0, 30.0], shoonya_6sQBRPH71L2U9Y, 5763043]
[section-title, [547.0, 559.0, 318.0, 30.0], shoonya_6sQBRPH71L2U9Y, 5763043]
[section-title, [547.0, 589.0, 318.0, 30.0], shoonya_6sQBRPH71L2U9Y, 5763043]
[unordered-list, [105.0, 620.0, 425.0, 18.0], 2PJUHaV6p_, 5763043]
[unordered-list, [105.0, 638.0, 425.0, 18.0], 2PJUHaV6p_, 5763043]
[unordered-list, [105.0, 656.0, 425.0, 18.0], 2PJUHaV6p_, 5763043]
[unordered-list, [105.0, 674.0, 425.0, 18.0], 2PJUHaV6p_, 5763043]
[unordered-list, [105.0, 692.0, 425.0, 18.0], 2PJUHaV6p_, 5763043]
[unordered-list, [105.0, 710.0, 425.0, 18.0], 2PJUHaV6p_, 5763043]
[unordered-list, [105.0, 728.0, 425.0, 18.0], 2PJUHaV6p_, 5763043]
[unordered-list, [105.0, 746.0, 425.0, 18.0], 2PJUHaV6p_, 5763043]
[unordered-list, [105.0, 764.0, 425.0, 18.0], 2PJUHaV6p_, 5763043]
[unordered-list, [540.0, 629.0, 409.0, 18.0], shoonya_2sIGCM0K1KX7ZV, 5763043]
[unordered-list, [540.0, 647.0, 409.0, 18.0], shoonya_2sIGCM0K1KX7ZV, 5763043]
[unordered-list, [540.0, 665.0, 409.0, 18.0], shoonya_2sIGCM0K1KX7ZV, 5763043]
[unordered-list, [540.0, 683.0, 409.0, 18.0], shoonya_2sIGCM0K1KX7ZV, 5763043]
[unordered-list, [540.0, 701.0, 409.0, 18.0], shoonya_2sIGCM0K1KX7ZV, 5763043]
[unordered-list, [540.0, 719.0, 409.0, 18.0], shoonya_2sIGCM0K1KX7ZV, 5763043]
[unordered-list, [540.0, 737.0, 409.0, 18.0], shoonya_2sIGCM0K1KX7ZV, 5763043]
[unordered-list, [540.0, 755.0, 409.0, 18.0], shoonya_2sIGCM0K1KX7ZV, 5763043]
[section-title, [328.0, 826.0, 454.0, 30.0], shoonya_5sUTOMMJKCSBJN, 5763043]
[contact-info, [253.0, 1056.0, 565.0, 18.0], B9ot_R2Afv, 5763043]
[contact-info, [253.0, 1074.0, 565.0, 18.0], B9ot_R2Afv, 5763043]
[contact-info, [253.0, 1092.0, 565.0, 18.0], B9ot_R2Afv, 5763043]
[contact-info, [253.0, 1110.0, 565.0, 18.0], B9ot_R2Afv, 5763043]
[contact-info, [253.0, 1128.0, 565.0, 18.0], B9ot_R2Afv, 5763043]
[contact-info, [253.0, 1146.0, 565.0, 18.0], B9ot_R2Afv, 5763043]
[contact-info, [604.0, 1087.0, 198.0, 18.0], y0nNGekSI-, 5763043]
[website-link, [260.0, 1108.0, 553.0, 18.0], Uq8i3dNmIc, 5763043]
[website-link, [260.0, 1126.0, 553.0, 18.0], Uq8i3dNmIc, 5763043]
[contact-info, [226.0, 1184.0, 622.0, 18.0], ibUxeqGo9-, 5763043]
[contact-info, [226.0, 1202.0, 622.0, 18.0], ibUxeqGo9-, 5763043]
[contact-info, [226.0, 1220.0, 622.0, 18.0], ibUxeqGo9-, 5763043]
[contact-info, [226.0, 1238.0, 622.0, 18.0], ibUxeqGo9-, 5763043]
[contact-info, [226.0, 1256.0, 622.0, 18.0], ibUxeqGo9-, 5763043]
[contact-info, [226.0, 1274.0, 622.0, 18.0], ibUxeqGo9-, 5763043]
[contact-info, [226.0, 1292.0, 622.0, 18.0], ibUxeqGo9-, 5763043]
