[2484, 1767]
[section-title, [312.0, 382.0, 714.0, 52.5], shoonya_3sPF3O7GDL0B85, 5754039]
[paragraph, [307.0, 484.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 520.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 556.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 592.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 628.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 664.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 700.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 736.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 772.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 808.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 844.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 880.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 916.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 952.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 988.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1024.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1060.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1096.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1132.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1168.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1204.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1240.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1276.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1312.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1348.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1384.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1420.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1456.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1492.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1528.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1564.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1600.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1636.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1672.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1708.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1744.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1780.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1816.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1852.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1888.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1924.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1960.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 1996.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 2032.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 2068.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 2104.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 2140.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 2176.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 2212.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
[paragraph, [307.0, 2248.0, 1284.0, 36.0], shoonya_0sR4OFCBRKYPJG, 5754039]
