[1200, 825]
[paragraph, [138.0, 107.0, 544.0, 18.0], shoonya_3sW560XI8YC6Y4, 5691177]
[paragraph, [138.0, 125.0, 544.0, 18.0], shoonya_3sW560XI8YC6Y4, 5691177]
[paragraph, [138.0, 143.0, 544.0, 18.0], shoonya_3sW560XI8YC6Y4, 5691177]
[paragraph, [136.0, 173.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 191.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 209.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 227.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 245.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 263.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 281.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 299.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 317.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 335.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 353.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 371.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 389.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 407.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 425.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 443.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 461.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 479.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 497.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 515.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 533.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 551.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 569.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 587.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 605.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 623.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 641.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 659.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 677.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 695.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 713.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 731.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [136.0, 749.0, 547.0, 18.0], shoonya_1sYUMR219OCT6W, 5691177]
[paragraph, [132.0, 779.0, 553.0, 18.0], shoonya_0sZMVQZWH685YL, 5691177]
[paragraph, [132.0, 797.0, 553.0, 18.0], shoonya_0sZMVQZWH685YL, 5691177]
[paragraph, [132.0, 815.0, 553.0, 18.0], shoonya_0sZMVQZWH685YL, 5691177]
[paragraph, [132.0, 833.0, 553.0, 18.0], shoonya_0sZMVQZWH685YL, 5691177]
[paragraph, [132.0, 851.0, 553.0, 18.0], shoonya_0sZMVQZWH685YL, 5691177]
[paragraph, [132.0, 869.0, 553.0, 18.0], shoonya_0sZMVQZWH685YL, 5691177]
[paragraph, [132.0, 887.0, 553.0, 18.0], shoonya_0sZMVQZWH685YL, 5691177]
