[700, 484]
[section-title, [169.0, 90.0, 145.0, 30.0], rpnq3yHI75, 6464658]
[paragraph, [45.0, 138.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 156.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 174.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 192.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 210.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 228.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 246.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 264.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 282.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 300.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 318.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 336.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 354.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 372.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 390.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 408.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 426.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 444.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 462.0, 396.0, 18.0], ugmlql6NYJ, 6464658]
[paragraph, [45.0, 492.0, 392.0, 18.0], 8qbEZ2HLe1, 6464658]
[paragraph, [45.0, 510.0, 392.0, 18.0], 8qbEZ2HLe1, 6464658]
[paragraph, [45.0, 528.0, 392.0, 18.0], 8qbEZ2HLe1, 6464658]
[paragraph, [45.0, 546.0, 392.0, 18.0], 8qbEZ2HLe1, 6464658]
[paragraph, [45.0, 564.0, 392.0, 18.0], 8qbEZ2HLe1, 6464658]
[paragraph, [45.0, 582.0, 392.0, 18.0], 8qbEZ2HLe1, 6464658]
[paragraph, [45.0, 600.0, 392.0, 18.0], 8qbEZ2HLe1, 6464658]
[paragraph, [45.0, 618.0, 392.0, 18.0], 8qbEZ2HLe1, 6464658]
[paragraph, [45.0, 636.0, 392.0, 18.0], 8qbEZ2HLe1, 6464658]
