[842, 596]
[folio, [65.0, 31.0, 125.0, 18.0], gLmv8higbY, 5748161]
[ordered-list, [61.0, 66.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 84.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 102.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 120.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 138.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 156.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 174.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 192.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 210.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 228.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 246.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 264.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 282.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 300.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 318.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 336.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 354.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 372.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 390.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 408.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 426.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 444.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 462.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 480.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 498.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 516.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 534.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 552.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 570.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 588.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 606.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 624.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 642.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 660.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 678.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 696.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 714.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 732.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
[ordered-list, [61.0, 750.0, 472.0, 18.0], shoonya_0s7AVBB8EAH6P8, 5748161]
