[2339, 1653]
[paragraph, [327.0, 163.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 199.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 235.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 271.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 307.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 343.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 379.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 415.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 451.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 487.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 523.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 559.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 595.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 631.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 667.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 703.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 739.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 775.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 811.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 847.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 883.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 919.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 955.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 991.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1027.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1063.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1099.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1135.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1171.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1207.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1243.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1279.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1315.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1351.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1387.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1423.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1459.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1495.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1531.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [327.0, 1567.0, 1128.0, 36.0], shoonya_1sVCA2V3Q9BF7T, 5733954]
[paragraph, [325.0, 1611.0, 1137.0, 36.0], shoonya_0sV4EYO9MKPJJD, 5733954]
[paragraph, [325.0, 1647.0, 1137.0, 36.0], shoonya_0sV4EYO9MKPJJD, 5733954]
[paragraph, [325.0, 1683.0, 1137.0, 36.0], shoonya_0sV4EYO9MKPJJD, 5733954]
[paragraph, [325.0, 1719.0, 1137.0, 36.0], shoonya_0sV4EYO9MKPJJD, 5733954]
