[2339, 1654]
[folio, [1291.0, 47.0, 215.0, 36.0], hyY2eLcvx1, 5751240]
[paragraph, [213.0, 97.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 133.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 169.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 205.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 241.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 277.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 313.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 349.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 385.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 421.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 457.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 493.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 529.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 565.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 601.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 637.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 673.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[paragraph, [213.0, 709.0, 1158.0, 36.0], rdYVLxXTtV, 5751240]
[reference, [1075.0, 754.0, 276.0, 36.0], shoonya_0s0ACPQ0YFFWDE, 5751240]
[paragraph, [74.0, 810.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 846.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 882.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 918.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 954.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 990.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1026.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1062.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1098.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1134.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1170.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1206.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1242.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1278.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1314.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1350.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1386.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1422.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1458.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1494.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1530.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1566.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1602.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1638.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1674.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1710.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1746.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1782.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1818.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1854.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1890.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1926.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1962.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 1998.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 2034.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 2070.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 2106.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 2142.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 2178.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
[paragraph, [74.0, 2214.0, 1441.0, 36.0], shoonya_1sVUUCH6VLHNAY, 5751240]
