[1418, 1064]
[folio, [103.0, 63.0, 599.0, 18.0], aowjlzp0Oa, 6468964]
[folio, [103.0, 81.0, 599.0, 18.0], aowjlzp0Oa, 6468964]
[folio, [103.0, 99.0, 599.0, 18.0], aowjlzp0Oa, 6468964]
[folio, [103.0, 117.0, 599.0, 18.0], aowjlzp0Oa, 6468964]
[folio, [103.0, 135.0, 599.0, 18.0], aowjlzp0Oa, 6468964]
[folio, [103.0, 153.0, 599.0, 18.0], aowjlzp0Oa, 6468964]
[folio, [103.0, 171.0, 599.0, 18.0], aowjlzp0Oa, 6468964]
[folio, [103.0, 189.0, 599.0, 18.0], aowjlzp0Oa, 6468964]
[section-title, [111.0, 220.0, 100.0, 30.0], wvJY_ydIij, 6468964]
[paragraph, [110.0, 275.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 293.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 311.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 329.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 347.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 365.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 383.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 401.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 419.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 437.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 455.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 473.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 491.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 509.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 527.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 545.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [110.0, 563.0, 850.0, 18.0], 2kND8Rq2kU, 6468964]
[paragraph, [108.0, 606.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[paragraph, [108.0, 624.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[paragraph, [108.0, 642.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[paragraph, [108.0, 660.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[paragraph, [108.0, 678.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[paragraph, [108.0, 696.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[paragraph, [108.0, 714.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[paragraph, [108.0, 732.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[paragraph, [108.0, 750.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[paragraph, [108.0, 768.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[paragraph, [108.0, 786.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[paragraph, [108.0, 804.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[paragraph, [108.0, 822.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[paragraph, [108.0, 840.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[paragraph, [108.0, 858.0, 850.0, 18.0], hnrcc8nZpT, 6468964]
[section-title, [108.0, 902.0, 430.0, 30.0], 2TupZLzdUm, 6468964]
[sub-section-title, [111.0, 962.0, 95.0, 25.5], TUjHnIa4G1, 6468964]
[paragraph, [111.0, 1013.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[paragraph, [111.0, 1031.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[paragraph, [111.0, 1049.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[paragraph, [111.0, 1067.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[paragraph, [111.0, 1085.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[paragraph, [111.0, 1103.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[paragraph, [111.0, 1121.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[paragraph, [111.0, 1139.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[paragraph, [111.0, 1157.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[paragraph, [111.0, 1175.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[paragraph, [111.0, 1193.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[paragraph, [111.0, 1211.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[paragraph, [111.0, 1229.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[paragraph, [111.0, 1247.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[paragraph, [111.0, 1265.0, 846.0, 18.0], JGB4JY1JVL, 6468964]
[folio, [704.0, 1319.0, 251.0, 18.0], 3TlxlxknSe, 6468964]
[folio, [704.0, 1337.0, 251.0, 18.0], 3TlxlxknSe, 6468964]
