[2200, 1700]
[paragraph, [373.0, 106.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 142.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 178.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 214.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 250.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 286.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 322.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 358.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 394.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 430.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 466.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 502.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 538.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 574.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 610.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 646.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 682.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 718.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 754.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 790.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 826.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 862.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 898.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 934.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 970.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 1006.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [373.0, 1042.0, 1134.0, 36.0], shoonya_2sWHXD8E3XP77P, 5734241]
[paragraph, [375.0, 1137.0, 1131.0, 36.0], shoonya_1sG4KNAK5XS281, 5734241]
[paragraph, [375.0, 1173.0, 1131.0, 36.0], shoonya_1sG4KNAK5XS281, 5734241]
[paragraph, [375.0, 1209.0, 1131.0, 36.0], shoonya_1sG4KNAK5XS281, 5734241]
[paragraph, [375.0, 1245.0, 1131.0, 36.0], shoonya_1sG4KNAK5XS281, 5734241]
[paragraph, [375.0, 1281.0, 1131.0, 36.0], shoonya_1sG4KNAK5XS281, 5734241]
[paragraph, [375.0, 1317.0, 1131.0, 36.0], shoonya_1sG4KNAK5XS281, 5734241]
[paragraph, [375.0, 1353.0, 1131.0, 36.0], shoonya_1sG4KNAK5XS281, 5734241]
[paragraph, [375.0, 1389.0, 1131.0, 36.0], shoonya_1sG4KNAK5XS281, 5734241]
[paragraph, [375.0, 1425.0, 1131.0, 36.0], shoonya_1sG4KNAK5XS281, 5734241]
[paragraph, [375.0, 1461.0, 1131.0, 36.0], shoonya_1sG4KNAK5XS281, 5734241]
[paragraph, [375.0, 1497.0, 1131.0, 36.0], shoonya_1sG4KNAK5XS281, 5734241]
[paragraph, [375.0, 1533.0, 1131.0, 36.0], shoonya_1sG4KNAK5XS281, 5734241]
[paragraph, [374.0, 1604.0, 1131.0, 36.0], shoonya_0s41KLRZLGFCW9, 5734241]
[paragraph, [374.0, 1640.0, 1131.0, 36.0], shoonya_0s41KLRZLGFCW9, 5734241]
[paragraph, [374.0, 1676.0, 1131.0, 36.0], shoonya_0s41KLRZLGFCW9, 5734241]
[paragraph, [374.0, 1712.0, 1131.0, 36.0], shoonya_0s41KLRZLGFCW9, 5734241]
[paragraph, [374.0, 1748.0, 1131.0, 36.0], shoonya_0s41KLRZLGFCW9, 5734241]
[paragraph, [374.0, 1784.0, 1131.0, 36.0], shoonya_0s41KLRZLGFCW9, 5734241]
[paragraph, [374.0, 1820.0, 1131.0, 36.0], shoonya_0s41KLRZLGFCW9, 5734241]
[paragraph, [374.0, 1856.0, 1131.0, 36.0], shoonya_0s41KLRZLGFCW9, 5734241]
[paragraph, [374.0, 1892.0, 1131.0, 36.0], shoonya_0s41KLRZLGFCW9, 5734241]
[paragraph, [374.0, 1928.0, 1131.0, 36.0], shoonya_0s41KLRZLGFCW9, 5734241]
[paragraph, [374.0, 1964.0, 1131.0, 36.0], shoonya_0s41KLRZLGFCW9, 5734241]
[paragraph, [374.0, 2000.0, 1131.0, 36.0], shoonya_0s41KLRZLGFCW9, 5734241]
