[1447, 1063]
[folio, [429.0, 52.0, 202.0, 18.0], AZ981HZYmm, 5763029]
[headline, [121.0, 124.0, 819.0, 25.5], shoonya_1sC15ELF2TK92X, 5763029]
[headline, [121.0, 149.5, 819.0, 25.5], shoonya_1sC15ELF2TK92X, 5763029]
[headline, [121.0, 175.0, 819.0, 25.5], shoonya_1sC15ELF2TK92X, 5763029]
[paragraph, [108.0, 226.0, 416.0, 18.0], shoonya_8sP3GPU63BXFN1, 5763029]
[paragraph, [108.0, 244.0, 416.0, 18.0], shoonya_8sP3GPU63BXFN1, 5763029]
[paragraph, [108.0, 262.0, 416.0, 18.0], shoonya_8sP3GPU63BXFN1, 5763029]
[paragraph, [108.0, 280.0, 416.0, 18.0], shoonya_8sP3GPU63BXFN1, 5763029]
[paragraph, [108.0, 298.0, 416.0, 18.0], shoonya_8sP3GPU63BXFN1, 5763029]
[paragraph, [108.0, 316.0, 416.0, 18.0], shoonya_8sP3GPU63BXFN1, 5763029]
[paragraph, [108.0, 334.0, 416.0, 18.0], shoonya_8sP3GPU63BXFN1, 5763029]
[paragraph, [108.0, 352.0, 416.0, 18.0], shoonya_8sP3GPU63BXFN1, 5763029]
[paragraph, [108.0, 370.0, 416.0, 18.0], shoonya_8sP3GPU63BXFN1, 5763029]
[paragraph, [108.0, 388.0, 416.0, 18.0], shoonya_8sP3GPU63BXFN1, 5763029]
[paragraph, [538.0, 226.0, 412.0, 18.0], shoonya_0s6GF57V7CMEJ2, 5763029]
[paragraph, [538.0, 244.0, 412.0, 18.0], shoonya_0s6GF57V7CMEJ2, 5763029]
[paragraph, [538.0, 262.0, 412.0, 18.0], shoonya_0s6GF57V7CMEJ2, 5763029]
[paragraph, [538.0, 280.0, 412.0, 18.0], shoonya_0s6GF57V7CMEJ2, 5763029]
[paragraph, [538.0, 298.0, 412.0, 18.0], shoonya_0s6GF57V7CMEJ2, 5763029]
[paragraph, [538.0, 316.0, 412.0, 18.0], shoonya_0s6GF57V7CMEJ2, 5763029]
[paragraph, [538.0, 334.0, 412.0, 18.0], shoonya_0s6GF57V7CMEJ2, 5763029]
[paragraph, [538.0, 352.0, 412.0, 18.0], shoonya_0s6GF57V7CMEJ2, 5763029]
[paragraph, [538.0, 370.0, 412.0, 18.0], shoonya_0s6GF57V7CMEJ2, 5763029]
[paragraph, [538.0, 388.0, 412.0, 18.0], shoonya_0s6GF57V7CMEJ2, 5763029]
[paragraph, [538.0, 406.0, 412.0, 18.0], shoonya_0s6GF57V7CMEJ2, 5763029]
[paragraph, [538.0, 424.0, 412.0, 18.0], shoonya_0s6GF57V7CMEJ2, 5763029]
[paragraph, [538.0, 442.0, 412.0, 18.0], shoonya_0s6GF57V7CMEJ2, 5763029]
[paragraph, [538.0, 460.0, 412.0, 18.0], shoonya_0s6GF57V7CMEJ2, 5763029]
[paragraph, [109.0, 428.0, 415.0, 18.0], zIZD7NilZ1, 5763029]
[paragraph, [109.0, 446.0, 415.0, 18.0], zIZD7NilZ1, 5763029]
[paragraph, [109.0, 464.0, 415.0, 18.0], zIZD7NilZ1, 5763029]
[paragraph, [109.0, 482.0, 415.0, 18.0], zIZD7NilZ1, 5763029]
[paragraph, [109.0, 500.0, 415.0, 18.0], zIZD7NilZ1, 5763029]
[paragraph, [109.0, 518.0, 415.0, 18.0], zIZD7NilZ1, 5763029]
[paragraph, [109.0, 536.0, 415.0, 18.0], zIZD7NilZ1, 5763029]
[paragraph, [109.0, 554.0, 415.0, 18.0], zIZD7NilZ1, 5763029]
[paragraph, [109.0, 572.0, 415.0, 18.0], zIZD7NilZ1, 5763029]
[paragraph, [109.0, 590.0, 415.0, 18.0], zIZD7NilZ1, 5763029]
[paragraph, [109.0, 608.0, 415.0, 18.0], zIZD7NilZ1, 5763029]
[paragraph, [109.0, 626.0, 415.0, 18.0], zIZD7NilZ1, 5763029]
[paragraph, [538.0, 495.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [538.0, 513.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [538.0, 531.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [538.0, 549.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [538.0, 567.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [538.0, 585.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [538.0, 603.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [538.0, 621.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [538.0, 639.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [538.0, 657.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [538.0, 675.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [538.0, 693.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [538.0, 711.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [538.0, 729.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [538.0, 747.0, 411.0, 18.0], shoonya_4sYA4F9537PD4Q, 5763029]
[paragraph, [109.0, 666.0, 414.0, 18.0], shoonya_5sTXGD063HK1HC, 5763029]
[paragraph, [109.0, 684.0, 414.0, 18.0], shoonya_5sTXGD063HK1HC, 5763029]
[paragraph, [109.0, 702.0, 414.0, 18.0], shoonya_5sTXGD063HK1HC, 5763029]
[paragraph, [109.0, 720.0, 414.0, 18.0], shoonya_5sTXGD063HK1HC, 5763029]
[paragraph, [109.0, 738.0, 414.0, 18.0], shoonya_5sTXGD063HK1HC, 5763029]
[paragraph, [109.0, 756.0, 414.0, 18.0], shoonya_5sTXGD063HK1HC, 5763029]
[paragraph, [109.0, 774.0, 414.0, 18.0], shoonya_5sTXGD063HK1HC, 5763029]
[paragraph, [109.0, 792.0, 414.0, 18.0], shoonya_5sTXGD063HK1HC, 5763029]
[paragraph, [109.0, 810.0, 414.0, 18.0], shoonya_5sTXGD063HK1HC, 5763029]
[paragraph, [109.0, 828.0, 414.0, 18.0], shoonya_5sTXGD063HK1HC, 5763029]
[paragraph, [109.0, 846.0, 414.0, 18.0], shoonya_5sTXGD063HK1HC, 5763029]
[paragraph, [109.0, 864.0, 414.0, 18.0], shoonya_5sTXGD063HK1HC, 5763029]
[section-title, [540.0, 792.0, 296.0, 30.0], shoonya_6sP0OJ8LSH0I6R, 5763029]
[paragraph, [537.0, 842.0, 413.0, 18.0], I20sh48ePC, 5763029]
[paragraph, [537.0, 860.0, 413.0, 18.0], I20sh48ePC, 5763029]
[paragraph, [537.0, 878.0, 413.0, 18.0], I20sh48ePC, 5763029]
[paragraph, [537.0, 896.0, 413.0, 18.0], I20sh48ePC, 5763029]
[paragraph, [537.0, 914.0, 413.0, 18.0], I20sh48ePC, 5763029]
[paragraph, [537.0, 932.0, 413.0, 18.0], I20sh48ePC, 5763029]
[paragraph, [537.0, 950.0, 413.0, 18.0], I20sh48ePC, 5763029]
[paragraph, [537.0, 968.0, 413.0, 18.0], I20sh48ePC, 5763029]
[paragraph, [109.0, 904.0, 417.0, 18.0], shoonya_7sOY3L2VNJ6CF4, 5763029]
[paragraph, [109.0, 922.0, 417.0, 18.0], shoonya_7sOY3L2VNJ6CF4, 5763029]
[paragraph, [109.0, 940.0, 417.0, 18.0], shoonya_7sOY3L2VNJ6CF4, 5763029]
[paragraph, [109.0, 958.0, 417.0, 18.0], shoonya_7sOY3L2VNJ6CF4, 5763029]
[paragraph, [109.0, 976.0, 417.0, 18.0], shoonya_7sOY3L2VNJ6CF4, 5763029]
[paragraph, [109.0, 994.0, 417.0, 18.0], shoonya_7sOY3L2VNJ6CF4, 5763029]
[paragraph, [109.0, 1012.0, 417.0, 18.0], shoonya_7sOY3L2VNJ6CF4, 5763029]
[paragraph, [109.0, 1030.0, 417.0, 18.0], shoonya_7sOY3L2VNJ6CF4, 5763029]
[paragraph, [109.0, 1048.0, 417.0, 18.0], shoonya_7sOY3L2VNJ6CF4, 5763029]
[paragraph, [109.0, 1066.0, 417.0, 18.0], shoonya_7sOY3L2VNJ6CF4, 5763029]
[paragraph, [109.0, 1084.0, 417.0, 18.0], shoonya_7sOY3L2VNJ6CF4, 5763029]
[paragraph, [109.0, 1102.0, 417.0, 18.0], shoonya_7sOY3L2VNJ6CF4, 5763029]
[paragraph, [109.0, 1120.0, 417.0, 18.0], shoonya_7sOY3L2VNJ6CF4, 5763029]
[paragraph, [109.0, 1138.0, 417.0, 18.0], shoonya_7sOY3L2VNJ6CF4, 5763029]
[section-title, [108.0, 1170.0, 206.0, 30.0], tb3tSa7oWh, 5763029]
[paragraph, [112.0, 1217.0, 415.0, 18.0], SAw1CaCxf6, 5763029]
[paragraph, [112.0, 1235.0, 415.0, 18.0], SAw1CaCxf6, 5763029]
[paragraph, [112.0, 1253.0, 415.0, 18.0], SAw1CaCxf6, 5763029]
[paragraph, [112.0, 1271.0, 415.0, 18.0], SAw1CaCxf6, 5763029]
[paragraph, [112.0, 1289.0, 415.0, 18.0], SAw1CaCxf6, 5763029]
