[1300, 959]
[chapter-title, [228.0, 78.0, 345.0, 30.0], shoonya_0sO1FYP5PAGXYH, 5776426]
[paragraph, [82.0, 130.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 148.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 166.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 184.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 202.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 220.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 238.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 256.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 274.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 292.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 310.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 328.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 346.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 364.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 382.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 400.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 418.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [82.0, 436.0, 666.0, 18.0], 2JrmoGIZ_9, 5776426]
[paragraph, [81.0, 454.0, 666.0, 18.0], mGKEcPM60j, 5776426]
[paragraph, [81.0, 472.0, 666.0, 18.0], mGKEcPM60j, 5776426]
[paragraph, [81.0, 490.0, 666.0, 18.0], mGKEcPM60j, 5776426]
[paragraph, [81.0, 508.0, 666.0, 18.0], mGKEcPM60j, 5776426]
[paragraph, [81.0, 526.0, 666.0, 18.0], mGKEcPM60j, 5776426]
[paragraph, [81.0, 544.0, 666.0, 18.0], mGKEcPM60j, 5776426]
[paragraph, [81.0, 562.0, 666.0, 18.0], mGKEcPM60j, 5776426]
[paragraph, [81.0, 580.0, 666.0, 18.0], mGKEcPM60j, 5776426]
[paragraph, [81.0, 598.0, 666.0, 18.0], mGKEcPM60j, 5776426]
[paragraph, [81.0, 616.0, 666.0, 18.0], mGKEcPM60j, 5776426]
[paragraph, [81.0, 634.0, 666.0, 18.0], mGKEcPM60j, 5776426]
[paragraph, [81.0, 652.0, 666.0, 18.0], mGKEcPM60j, 5776426]
[paragraph, [81.0, 670.0, 666.0, 18.0], mGKEcPM60j, 5776426]
[paragraph, [77.0, 687.0, 675.0, 18.0], HYMmd2jqZd, 5776426]
[paragraph, [77.0, 705.0, 675.0, 18.0], HYMmd2jqZd, 5776426]
[paragraph, [77.0, 723.0, 675.0, 18.0], HYMmd2jqZd, 5776426]
[paragraph, [77.0, 741.0, 675.0, 18.0], HYMmd2jqZd, 5776426]
[paragraph, [77.0, 759.0, 675.0, 18.0], HYMmd2jqZd, 5776426]
[paragraph, [77.0, 777.0, 675.0, 18.0], HYMmd2jqZd, 5776426]
[paragraph, [77.0, 795.0, 675.0, 18.0], HYMmd2jqZd, 5776426]
[paragraph, [74.0, 813.0, 679.0, 18.0], hFrsPc-NlD, 5776426]
[paragraph, [74.0, 838.0, 679.0, 18.0], 4Vc4_6XYTZ, 5776426]
[paragraph, [74.0, 856.0, 679.0, 18.0], 4Vc4_6XYTZ, 5776426]
[paragraph, [74.0, 874.0, 679.0, 18.0], 4Vc4_6XYTZ, 5776426]
[paragraph, [74.0, 892.0, 679.0, 18.0], 4Vc4_6XYTZ, 5776426]
[paragraph, [74.0, 910.0, 679.0, 18.0], 4Vc4_6XYTZ, 5776426]
[paragraph, [76.0, 945.0, 674.0, 18.0], sbWjpaxd0M, 5776426]
[paragraph, [76.0, 963.0, 674.0, 18.0], sbWjpaxd0M, 5776426]
[paragraph, [76.0, 981.0, 674.0, 18.0], sbWjpaxd0M, 5776426]
[paragraph, [76.0, 999.0, 674.0, 18.0], sbWjpaxd0M, 5776426]
[paragraph, [76.0, 1017.0, 674.0, 18.0], sbWjpaxd0M, 5776426]
[paragraph, [76.0, 1035.0, 674.0, 18.0], sbWjpaxd0M, 5776426]
[paragraph, [76.0, 1053.0, 674.0, 18.0], sbWjpaxd0M, 5776426]
[paragraph, [77.0, 1076.0, 671.0, 18.0], QQNq7vSFoq, 5776426]
[paragraph, [77.0, 1094.0, 671.0, 18.0], QQNq7vSFoq, 5776426]
[paragraph, [77.0, 1112.0, 671.0, 18.0], QQNq7vSFoq, 5776426]
