[1263, 921]
[chapter-title, [302.0, 35.0, 199.0, 30.0], shoonya_0sOS47S9GACFA3, 5775928]
[section-title, [352.0, 104.0, 103.0, 30.0], dmQV6IIvsm, 5775928]
[sub-section-title, [369.0, 148.0, 145.0, 25.5], -AmMd3Ncxp, 5775928]
[sub-section-title, [369.0, 173.5, 145.0, 25.5], -AmMd3Ncxp, 5775928]
[paragraph, [87.0, 228.0, 633.0, 18.0], 30eg0DPcTW, 5775928]
[paragraph, [87.0, 246.0, 633.0, 18.0], 30eg0DPcTW, 5775928]
[paragraph, [84.0, 284.0, 633.0, 18.0], Crm77wdU4m, 5775928]
[paragraph, [84.0, 302.0, 633.0, 18.0], Crm77wdU4m, 5775928]
[paragraph, [84.0, 320.0, 633.0, 18.0], Crm77wdU4m, 5775928]
[paragraph, [84.0, 338.0, 633.0, 18.0], Crm77wdU4m, 5775928]
[paragraph, [84.0, 356.0, 633.0, 18.0], Crm77wdU4m, 5775928]
[paragraph, [84.0, 374.0, 633.0, 18.0], Crm77wdU4m, 5775928]
[paragraph, [84.0, 392.0, 633.0, 18.0], Crm77wdU4m, 5775928]
[paragraph, [84.0, 410.0, 633.0, 18.0], Crm77wdU4m, 5775928]
[paragraph, [89.0, 434.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 452.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 470.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 488.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 506.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 524.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 542.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 560.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 578.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 596.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 614.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 632.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 650.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 668.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 686.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 704.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 722.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 740.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 758.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 776.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [89.0, 794.0, 628.0, 18.0], gQEiqET3-_, 5775928]
[paragraph, [86.0, 832.0, 639.0, 18.0], dHUAZNlPcl, 5775928]
[paragraph, [86.0, 850.0, 639.0, 18.0], dHUAZNlPcl, 5775928]
[paragraph, [86.0, 868.0, 639.0, 18.0], dHUAZNlPcl, 5775928]
[paragraph, [86.0, 886.0, 639.0, 18.0], dHUAZNlPcl, 5775928]
[paragraph, [86.0, 904.0, 639.0, 18.0], dHUAZNlPcl, 5775928]
[paragraph, [86.0, 922.0, 639.0, 18.0], dHUAZNlPcl, 5775928]
[paragraph, [86.0, 940.0, 639.0, 18.0], dHUAZNlPcl, 5775928]
[paragraph, [86.0, 958.0, 639.0, 18.0], dHUAZNlPcl, 5775928]
[paragraph, [86.0, 976.0, 639.0, 18.0], dHUAZNlPcl, 5775928]
[paragraph, [86.0, 994.0, 639.0, 18.0], dHUAZNlPcl, 5775928]
[paragraph, [86.0, 1012.0, 639.0, 18.0], dHUAZNlPcl, 5775928]
[paragraph, [86.0, 1030.0, 639.0, 18.0], dHUAZNlPcl, 5775928]
[paragraph, [86.0, 1048.0, 639.0, 18.0], dHUAZNlPcl, 5775928]
[paragraph, [86.0, 1066.0, 639.0, 18.0], dHUAZNlPcl, 5775928]
