[2319, 1689]
[section-title, [331.0, 182.0, 901.0, 52.5], shoonya_7s8MC8D1UPJR8W, 5734397]
[paragraph, [328.0, 279.0, 1015.0, 36.0], shoonya_8sVN3HS0U2OT0W, 5734397]
[paragraph, [328.0, 315.0, 1015.0, 36.0], shoonya_8sVN3HS0U2OT0W, 5734397]
[paragraph, [326.0, 473.0, 1176.0, 36.0], shoonya_2s8CBT1DF0UHEW, 5734397]
[paragraph, [326.0, 509.0, 1176.0, 36.0], shoonya_2s8CBT1DF0UHEW, 5734397]
[paragraph, [326.0, 545.0, 1176.0, 36.0], shoonya_2s8CBT1DF0UHEW, 5734397]
[paragraph, [326.0, 581.0, 1176.0, 36.0], shoonya_2s8CBT1DF0UHEW, 5734397]
[paragraph, [326.0, 617.0, 1176.0, 36.0], shoonya_2s8CBT1DF0UHEW, 5734397]
[paragraph, [326.0, 653.0, 1176.0, 36.0], shoonya_2s8CBT1DF0UHEW, 5734397]
[paragraph, [326.0, 689.0, 1176.0, 36.0], shoonya_2s8CBT1DF0UHEW, 5734397]
[paragraph, [326.0, 725.0, 1176.0, 36.0], shoonya_2s8CBT1DF0UHEW, 5734397]
[paragraph, [326.0, 761.0, 1176.0, 36.0], shoonya_2s8CBT1DF0UHEW, 5734397]
[paragraph, [326.0, 797.0, 1176.0, 36.0], shoonya_2s8CBT1DF0UHEW, 5734397]
[paragraph, [326.0, 833.0, 1176.0, 36.0], shoonya_2s8CBT1DF0UHEW, 5734397]
[paragraph, [326.0, 869.0, 1176.0, 36.0], shoonya_2s8CBT1DF0UHEW, 5734397]
[paragraph, [326.0, 905.0, 1176.0, 36.0], shoonya_2s8CBT1DF0UHEW, 5734397]
[paragraph, [326.0, 941.0, 1176.0, 36.0], shoonya_2s8CBT1DF0UHEW, 5734397]
[paragraph, [319.0, 1035.0, 1182.0, 36.0], shoonya_1sZZRZ1TJYJF2H, 5734397]
[paragraph, [319.0, 1071.0, 1182.0, 36.0], shoonya_1sZZRZ1TJYJF2H, 5734397]
[paragraph, [319.0, 1107.0, 1182.0, 36.0], shoonya_1sZZRZ1TJYJF2H, 5734397]
[paragraph, [319.0, 1143.0, 1182.0, 36.0], shoonya_1sZZRZ1TJYJF2H, 5734397]
[paragraph, [319.0, 1179.0, 1182.0, 36.0], shoonya_1sZZRZ1TJYJF2H, 5734397]
[paragraph, [319.0, 1215.0, 1182.0, 36.0], shoonya_1sZZRZ1TJYJF2H, 5734397]
[paragraph, [319.0, 1251.0, 1182.0, 36.0], shoonya_1sZZRZ1TJYJF2H, 5734397]
[paragraph, [319.0, 1287.0, 1182.0, 36.0], shoonya_1sZZRZ1TJYJF2H, 5734397]
[paragraph, [319.0, 1323.0, 1182.0, 36.0], shoonya_1sZZRZ1TJYJF2H, 5734397]
[paragraph, [319.0, 1359.0, 1182.0, 36.0], shoonya_1sZZRZ1TJYJF2H, 5734397]
[paragraph, [319.0, 1395.0, 1182.0, 36.0], shoonya_1sZZRZ1TJYJF2H, 5734397]
[paragraph, [316.0, 1575.0, 1184.0, 36.0], shoonya_0sZAGGLRGKMOYO, 5734397]
[paragraph, [316.0, 1611.0, 1184.0, 36.0], shoonya_0sZAGGLRGKMOYO, 5734397]
[paragraph, [316.0, 1647.0, 1184.0, 36.0], shoonya_0sZAGGLRGKMOYO, 5734397]
[paragraph, [316.0, 1683.0, 1184.0, 36.0], shoonya_0sZAGGLRGKMOYO, 5734397]
[paragraph, [316.0, 1719.0, 1184.0, 36.0], shoonya_0sZAGGLRGKMOYO, 5734397]
[paragraph, [316.0, 1755.0, 1184.0, 36.0], shoonya_0sZAGGLRGKMOYO, 5734397]
[paragraph, [316.0, 1791.0, 1184.0, 36.0], shoonya_0sZAGGLRGKMOYO, 5734397]
[paragraph, [316.0, 1827.0, 1184.0, 36.0], shoonya_0sZAGGLRGKMOYO, 5734397]
[paragraph, [316.0, 1863.0, 1184.0, 36.0], shoonya_0sZAGGLRGKMOYO, 5734397]
[paragraph, [316.0, 1899.0, 1184.0, 36.0], shoonya_0sZAGGLRGKMOYO, 5734397]
[paragraph, [316.0, 1935.0, 1184.0, 36.0], shoonya_0sZAGGLRGKMOYO, 5734397]
