[1162, 749]
[folio, [310.0, 74.0, 129.0, 18.0], hXhhgTt_O4, 5699599]
[paragraph, [70.0, 120.0, 600.0, 18.0], 9RLE0HzZ2D, 5699599]
[paragraph, [70.0, 138.0, 600.0, 18.0], 9RLE0HzZ2D, 5699599]
[paragraph, [70.0, 156.0, 600.0, 18.0], 9RLE0HzZ2D, 5699599]
[paragraph, [70.0, 174.0, 600.0, 18.0], 9RLE0HzZ2D, 5699599]
[paragraph, [70.0, 192.0, 600.0, 18.0], 9RLE0HzZ2D, 5699599]
[paragraph, [70.0, 210.0, 600.0, 18.0], 9RLE0HzZ2D, 5699599]
[paragraph, [70.0, 228.0, 600.0, 18.0], 9RLE0HzZ2D, 5699599]
[paragraph, [70.0, 246.0, 600.0, 18.0], 9RLE0HzZ2D, 5699599]
[paragraph, [70.0, 264.0, 600.0, 18.0], 9RLE0HzZ2D, 5699599]
[figure-caption, [478.0, 294.0, 137.0, 18.0], shoonya_6sZWDTQFBSWWH3, 5699599]
[paragraph, [80.0, 295.0, 286.0, 18.0], shoonya_3sIUGJBODH0MYY, 5699599]
[paragraph, [80.0, 313.0, 286.0, 18.0], shoonya_3sIUGJBODH0MYY, 5699599]
[paragraph, [80.0, 331.0, 286.0, 18.0], shoonya_3sIUGJBODH0MYY, 5699599]
[paragraph, [80.0, 349.0, 286.0, 18.0], shoonya_3sIUGJBODH0MYY, 5699599]
[paragraph, [80.0, 367.0, 286.0, 18.0], shoonya_3sIUGJBODH0MYY, 5699599]
[paragraph, [80.0, 385.0, 286.0, 18.0], shoonya_3sIUGJBODH0MYY, 5699599]
[paragraph, [80.0, 403.0, 286.0, 18.0], shoonya_3sIUGJBODH0MYY, 5699599]
[paragraph, [80.0, 421.0, 286.0, 18.0], shoonya_3sIUGJBODH0MYY, 5699599]
[paragraph, [80.0, 439.0, 286.0, 18.0], shoonya_3sIUGJBODH0MYY, 5699599]
[paragraph, [80.0, 457.0, 286.0, 18.0], shoonya_3sIUGJBODH0MYY, 5699599]
[paragraph, [80.0, 475.0, 286.0, 18.0], shoonya_3sIUGJBODH0MYY, 5699599]
[paragraph, [79.0, 503.0, 596.0, 18.0], shoonya_0sZLKTPXHHVSQJ, 5699599]
[paragraph, [79.0, 521.0, 596.0, 18.0], shoonya_0sZLKTPXHHVSQJ, 5699599]
[paragraph, [79.0, 539.0, 596.0, 18.0], shoonya_0sZLKTPXHHVSQJ, 5699599]
[paragraph, [79.0, 557.0, 596.0, 18.0], shoonya_0sZLKTPXHHVSQJ, 5699599]
[paragraph, [79.0, 575.0, 596.0, 18.0], shoonya_0sZLKTPXHHVSQJ, 5699599]
[paragraph, [79.0, 593.0, 596.0, 18.0], shoonya_0sZLKTPXHHVSQJ, 5699599]
[paragraph, [79.0, 611.0, 596.0, 18.0], shoonya_0sZLKTPXHHVSQJ, 5699599]
[paragraph, [79.0, 629.0, 596.0, 18.0], shoonya_0sZLKTPXHHVSQJ, 5699599]
[paragraph, [79.0, 647.0, 596.0, 18.0], shoonya_0sZLKTPXHHVSQJ, 5699599]
[paragraph, [79.0, 665.0, 596.0, 18.0], shoonya_0sZLKTPXHHVSQJ, 5699599]
[paragraph, [79.0, 683.0, 596.0, 18.0], shoonya_0sZLKTPXHHVSQJ, 5699599]
[paragraph, [79.0, 701.0, 596.0, 18.0], shoonya_0sZLKTPXHHVSQJ, 5699599]
[paragraph, [79.0, 719.0, 596.0, 18.0], shoonya_0sZLKTPXHHVSQJ, 5699599]
[paragraph, [79.0, 745.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[paragraph, [79.0, 763.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[paragraph, [79.0, 781.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[paragraph, [79.0, 799.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[paragraph, [79.0, 817.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[paragraph, [79.0, 835.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[paragraph, [79.0, 853.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[paragraph, [79.0, 871.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[paragraph, [79.0, 889.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[paragraph, [79.0, 907.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[paragraph, [79.0, 925.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[paragraph, [79.0, 943.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[paragraph, [79.0, 961.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[paragraph, [79.0, 979.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[paragraph, [79.0, 997.0, 592.0, 18.0], shoonya_1sFHR98V68RM3H, 5699599]
[footnote, [77.0, 1037.0, 592.0, 18.0], shoonya_4sLOJIOAZ7BPBR, 5699599]
[footnote, [77.0, 1055.0, 592.0, 18.0], shoonya_4sLOJIOAZ7BPBR, 5699599]
[footnote, [77.0, 1073.0, 592.0, 18.0], shoonya_4sLOJIOAZ7BPBR, 5699599]
