[872, 605]
[section-title, [266.0, 37.0, 72.0, 30.0], 4KXOniyQvM, 6456695]
[folio, [454.0, 40.0, 96.0, 18.0], VBIZ5T9hMC, 6456695]
[paragraph, [51.0, 76.0, 252.0, 18.0], shoonya_0sY0EMFJOQ34UU, 6456695]
[paragraph, [51.0, 94.0, 252.0, 18.0], shoonya_0sY0EMFJOQ34UU, 6456695]
[paragraph, [302.0, 78.0, 248.0, 18.0], mQ5p4R7H51, 6456695]
[paragraph, [302.0, 96.0, 248.0, 18.0], mQ5p4R7H51, 6456695]
[paragraph, [302.0, 114.0, 248.0, 18.0], mQ5p4R7H51, 6456695]
[paragraph, [302.0, 132.0, 248.0, 18.0], mQ5p4R7H51, 6456695]
[paragraph, [58.0, 116.0, 242.0, 18.0], BdSL-UNlQx, 6456695]
[paragraph, [58.0, 134.0, 242.0, 18.0], BdSL-UNlQx, 6456695]
[paragraph, [56.0, 150.0, 244.0, 18.0], HJEfqb2Xlj, 6456695]
[paragraph, [56.0, 168.0, 244.0, 18.0], HJEfqb2Xlj, 6456695]
[paragraph, [56.0, 186.0, 244.0, 18.0], HJEfqb2Xlj, 6456695]
[paragraph, [56.0, 204.0, 244.0, 18.0], HJEfqb2Xlj, 6456695]
[paragraph, [314.0, 151.0, 121.0, 18.0], BXel7R7UvT, 6456695]
[paragraph, [299.0, 173.0, 236.0, 18.0], DkwNX5cscw, 6456695]
[paragraph, [301.0, 194.0, 199.0, 18.0], qWNeKKJpNz, 6456695]
[paragraph, [300.0, 218.0, 248.0, 18.0], yiuP8wlvJ4, 6456695]
[paragraph, [300.0, 236.0, 248.0, 18.0], yiuP8wlvJ4, 6456695]
[paragraph, [300.0, 254.0, 248.0, 18.0], yiuP8wlvJ4, 6456695]
[paragraph, [300.0, 272.0, 248.0, 18.0], yiuP8wlvJ4, 6456695]
[paragraph, [300.0, 290.0, 248.0, 18.0], yiuP8wlvJ4, 6456695]
[paragraph, [51.0, 228.0, 247.0, 18.0], C-lDT3U8TP, 6456695]
[paragraph, [51.0, 246.0, 247.0, 18.0], C-lDT3U8TP, 6456695]
[paragraph, [52.0, 269.0, 248.0, 18.0], bFLNZeYWBV, 6456695]
[paragraph, [52.0, 287.0, 248.0, 18.0], bFLNZeYWBV, 6456695]
[paragraph, [52.0, 305.0, 248.0, 18.0], bFLNZeYWBV, 6456695]
[paragraph, [52.0, 323.0, 248.0, 18.0], bFLNZeYWBV, 6456695]
[paragraph, [52.0, 341.0, 248.0, 18.0], bFLNZeYWBV, 6456695]
[paragraph, [52.0, 359.0, 248.0, 18.0], bFLNZeYWBV, 6456695]
[paragraph, [52.0, 377.0, 248.0, 18.0], bFLNZeYWBV, 6456695]
[paragraph, [52.0, 395.0, 248.0, 18.0], bFLNZeYWBV, 6456695]
[paragraph, [52.0, 413.0, 248.0, 18.0], bFLNZeYWBV, 6456695]
[paragraph, [315.0, 324.0, 234.0, 18.0], 7MmEBb49jU, 6456695]
[paragraph, [313.0, 345.0, 91.0, 18.0], rGPQwLN96h, 6456695]
[paragraph, [300.0, 365.0, 247.0, 18.0], i7kpl52y8b, 6456695]
[paragraph, [300.0, 385.0, 231.0, 18.0], GqdUL-dk4A, 6456695]
[paragraph, [300.0, 403.0, 231.0, 18.0], GqdUL-dk4A, 6456695]
[paragraph, [303.0, 425.0, 245.0, 18.0], teE8IZz__7, 6456695]
[paragraph, [303.0, 443.0, 245.0, 18.0], teE8IZz__7, 6456695]
[paragraph, [303.0, 461.0, 245.0, 18.0], teE8IZz__7, 6456695]
[paragraph, [303.0, 479.0, 245.0, 18.0], teE8IZz__7, 6456695]
[paragraph, [303.0, 497.0, 245.0, 18.0], teE8IZz__7, 6456695]
[paragraph, [303.0, 515.0, 245.0, 18.0], teE8IZz__7, 6456695]
[paragraph, [303.0, 533.0, 245.0, 18.0], teE8IZz__7, 6456695]
[paragraph, [51.0, 442.0, 249.0, 18.0], OgRzmcrbVc, 6456695]
[paragraph, [51.0, 460.0, 249.0, 18.0], OgRzmcrbVc, 6456695]
[paragraph, [51.0, 478.0, 249.0, 18.0], OgRzmcrbVc, 6456695]
[paragraph, [65.0, 499.0, 94.0, 18.0], YpiHhBXzhz, 6456695]
[paragraph, [54.0, 520.0, 249.0, 18.0], AMSv-6MRr0, 6456695]
[paragraph, [54.0, 538.0, 249.0, 18.0], AMSv-6MRr0, 6456695]
[paragraph, [52.0, 553.0, 219.0, 18.0], GVyeiaTcOg, 6456695]
[paragraph, [304.0, 565.0, 245.0, 18.0], wPRitXQwoS, 6456695]
[paragraph, [304.0, 583.0, 245.0, 18.0], wPRitXQwoS, 6456695]
[paragraph, [304.0, 601.0, 245.0, 18.0], wPRitXQwoS, 6456695]
[paragraph, [304.0, 619.0, 245.0, 18.0], wPRitXQwoS, 6456695]
[paragraph, [55.0, 574.0, 246.0, 18.0], MZtqM6Nknk, 6456695]
[paragraph, [55.0, 592.0, 246.0, 18.0], MZtqM6Nknk, 6456695]
[paragraph, [55.0, 610.0, 246.0, 18.0], MZtqM6Nknk, 6456695]
[paragraph, [55.0, 628.0, 246.0, 18.0], MZtqM6Nknk, 6456695]
[paragraph, [55.0, 646.0, 246.0, 18.0], MZtqM6Nknk, 6456695]
[paragraph, [55.0, 664.0, 246.0, 18.0], MZtqM6Nknk, 6456695]
[paragraph, [55.0, 682.0, 246.0, 18.0], MZtqM6Nknk, 6456695]
[paragraph, [55.0, 700.0, 246.0, 18.0], MZtqM6Nknk, 6456695]
[paragraph, [55.0, 718.0, 246.0, 18.0], MZtqM6Nknk, 6456695]
[paragraph, [55.0, 736.0, 246.0, 18.0], MZtqM6Nknk, 6456695]
[paragraph, [301.0, 636.0, 242.0, 18.0], r3yoZUdAHa, 6456695]
[paragraph, [301.0, 654.0, 242.0, 18.0], r3yoZUdAHa, 6456695]
[paragraph, [303.0, 680.0, 246.0, 18.0], z0qSGXvtvE, 6456695]
[paragraph, [303.0, 698.0, 246.0, 18.0], z0qSGXvtvE, 6456695]
[paragraph, [303.0, 716.0, 246.0, 18.0], z0qSGXvtvE, 6456695]
[paragraph, [303.0, 734.0, 246.0, 18.0], z0qSGXvtvE, 6456695]
[paragraph, [303.0, 752.0, 246.0, 18.0], z0qSGXvtvE, 6456695]
[paragraph, [303.0, 770.0, 246.0, 18.0], z0qSGXvtvE, 6456695]
[paragraph, [303.0, 788.0, 246.0, 18.0], z0qSGXvtvE, 6456695]
[reference, [54.0, 772.0, 246.0, 18.0], jnifNxZzHp, 6456695]
[reference, [54.0, 790.0, 246.0, 18.0], jnifNxZzHp, 6456695]
[reference, [54.0, 808.0, 246.0, 18.0], jnifNxZzHp, 6456695]
[reference, [320.0, 811.0, 184.0, 18.0], W03r6Jc3HZ, 6456695]
