[2339, 1654]
[folio, [118.0, 68.0, 381.0, 36.0], ZR8eX-RjKd, 5750945]
[paragraph, [123.0, 123.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 159.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 195.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 231.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 267.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 303.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 339.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 375.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 411.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 447.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 483.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 519.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 555.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 591.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 627.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 663.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 699.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 735.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 771.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 807.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 843.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 879.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 915.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 951.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 987.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 1023.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 1059.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 1095.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 1131.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [123.0, 1167.0, 1464.0, 36.0], shoonya_0sAU19UIHMTTI2, 5750945]
[paragraph, [252.0, 1195.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1231.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1267.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1303.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1339.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1375.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1411.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1447.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1483.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1519.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1555.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1591.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1627.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1663.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1699.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1735.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1771.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[paragraph, [252.0, 1807.0, 1202.0, 36.0], dW1jW2Mnrk, 5750945]
[reference, [1204.0, 1852.0, 238.0, 36.0], Q5Lov_6_ov, 5750945]
[paragraph, [131.0, 1914.0, 1452.0, 36.0], shoonya_1sQ6EFL20QG9ZS, 5750945]
[paragraph, [131.0, 1950.0, 1452.0, 36.0], shoonya_1sQ6EFL20QG9ZS, 5750945]
[paragraph, [131.0, 1986.0, 1452.0, 36.0], shoonya_1sQ6EFL20QG9ZS, 5750945]
[paragraph, [131.0, 2022.0, 1452.0, 36.0], shoonya_1sQ6EFL20QG9ZS, 5750945]
[paragraph, [131.0, 2058.0, 1452.0, 36.0], shoonya_1sQ6EFL20QG9ZS, 5750945]
[paragraph, [131.0, 2094.0, 1452.0, 36.0], shoonya_1sQ6EFL20QG9ZS, 5750945]
[paragraph, [131.0, 2130.0, 1452.0, 36.0], shoonya_1sQ6EFL20QG9ZS, 5750945]
[paragraph, [131.0, 2166.0, 1452.0, 36.0], shoonya_1sQ6EFL20QG9ZS, 5750945]
[paragraph, [131.0, 2202.0, 1452.0, 36.0], shoonya_1sQ6EFL20QG9ZS, 5750945]
