[2339, 1653]
[folio, [1150.0, 167.0, 198.0, 36.0], LENSZeQyxr, 5685470]
[ordered-list, [309.0, 243.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 279.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 315.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 351.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 387.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 423.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 459.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 495.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 531.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 567.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 603.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 639.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 675.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 711.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 747.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 783.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 819.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 855.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 891.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 927.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 963.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 999.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1035.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1071.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1107.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1143.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1179.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1215.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1251.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1287.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1323.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1359.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1395.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1431.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1467.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1503.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1539.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1575.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1611.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1647.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[ordered-list, [309.0, 1683.0, 1216.0, 36.0], shoonya_2sCVLZ2OKIUX4N, 5685470]
[sub-ordered-list, [353.0, 520.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 556.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 592.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 628.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 664.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 700.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 736.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 772.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 808.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 844.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 880.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 916.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 952.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 988.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 1024.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 1060.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 1096.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 1132.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 1168.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[sub-ordered-list, [353.0, 1204.0, 1142.0, 36.0], LfYW0n3opL, 5685470]
[section-title, [160.0, 1768.0, 679.0, 52.5], shoonya_3s3JJ4D44XD5T1, 5685470]
[ordered-list, [319.0, 1850.0, 1179.0, 36.0], shoonya_4sIP4UEMT3FLIS, 5685470]
[ordered-list, [319.0, 1886.0, 1179.0, 36.0], shoonya_4sIP4UEMT3FLIS, 5685470]
[ordered-list, [319.0, 1922.0, 1179.0, 36.0], shoonya_4sIP4UEMT3FLIS, 5685470]
[ordered-list, [319.0, 1958.0, 1179.0, 36.0], shoonya_4sIP4UEMT3FLIS, 5685470]
[ordered-list, [319.0, 1994.0, 1179.0, 36.0], shoonya_4sIP4UEMT3FLIS, 5685470]
[ordered-list, [319.0, 2030.0, 1179.0, 36.0], shoonya_4sIP4UEMT3FLIS, 5685470]
