[1754, 1241]
[paragraph, [187.0, 203.0, 878.0, 36.0], shoonya_1sGIXJDJF1WYSM, 5761595]
[paragraph, [187.0, 239.0, 878.0, 36.0], shoonya_1sGIXJDJF1WYSM, 5761595]
[paragraph, [187.0, 275.0, 878.0, 36.0], shoonya_1sGIXJDJF1WYSM, 5761595]
[paragraph, [187.0, 311.0, 878.0, 36.0], shoonya_1sGIXJDJF1WYSM, 5761595]
[paragraph, [187.0, 347.0, 878.0, 36.0], shoonya_1sGIXJDJF1WYSM, 5761595]
[paragraph, [187.0, 383.0, 878.0, 36.0], shoonya_1sGIXJDJF1WYSM, 5761595]
[paragraph, [187.0, 419.0, 878.0, 36.0], shoonya_1sGIXJDJF1WYSM, 5761595]
[ordered-list, [186.0, 485.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 521.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 557.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 593.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 629.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 665.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 701.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 737.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 773.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 809.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 845.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 881.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 917.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 953.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 989.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 1025.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 1061.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 1097.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 1133.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 1169.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 1205.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 1241.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 1277.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 1313.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 1349.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 1385.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 1421.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 1457.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
[ordered-list, [186.0, 1493.0, 872.0, 36.0], shoonya_0sK9K42RRAYYQP, 5761595]
