[2078, 1512]
[folio, [76.0, 33.0, 647.0, 36.0], shoonya_10s6YLYBIV359S, 5712606]
[paragraph, [53.0, 104.0, 676.0, 36.0], shoonya_9s0IHSU8ZZD3TG, 5712606]
[paragraph, [53.0, 140.0, 676.0, 36.0], shoonya_9s0IHSU8ZZD3TG, 5712606]
[paragraph, [53.0, 176.0, 676.0, 36.0], shoonya_9s0IHSU8ZZD3TG, 5712606]
[paragraph, [731.0, 112.0, 660.0, 36.0], shoonya_7sLCHHVMXQ7BIM, 5712606]
[paragraph, [731.0, 148.0, 660.0, 36.0], shoonya_7sLCHHVMXQ7BIM, 5712606]
[paragraph, [731.0, 184.0, 660.0, 36.0], shoonya_7sLCHHVMXQ7BIM, 5712606]
[paragraph, [731.0, 220.0, 660.0, 36.0], shoonya_7sLCHHVMXQ7BIM, 5712606]
[paragraph, [731.0, 256.0, 660.0, 36.0], shoonya_7sLCHHVMXQ7BIM, 5712606]
[paragraph, [731.0, 292.0, 660.0, 36.0], shoonya_7sLCHHVMXQ7BIM, 5712606]
[paragraph, [731.0, 328.0, 660.0, 36.0], shoonya_7sLCHHVMXQ7BIM, 5712606]
[paragraph, [56.0, 216.0, 674.0, 36.0], shoonya_8s265I7FE9E22M, 5712606]
[paragraph, [56.0, 252.0, 674.0, 36.0], shoonya_8s265I7FE9E22M, 5712606]
[paragraph, [56.0, 288.0, 674.0, 36.0], shoonya_8s265I7FE9E22M, 5712606]
[paragraph, [56.0, 324.0, 674.0, 36.0], shoonya_8s265I7FE9E22M, 5712606]
[paragraph, [56.0, 360.0, 674.0, 36.0], shoonya_8s265I7FE9E22M, 5712606]
[paragraph, [56.0, 396.0, 674.0, 36.0], shoonya_8s265I7FE9E22M, 5712606]
[paragraph, [56.0, 432.0, 674.0, 36.0], shoonya_8s265I7FE9E22M, 5712606]
[paragraph, [56.0, 468.0, 674.0, 36.0], shoonya_8s265I7FE9E22M, 5712606]
[paragraph, [56.0, 504.0, 674.0, 36.0], shoonya_8s265I7FE9E22M, 5712606]
[paragraph, [729.0, 383.0, 676.0, 36.0], shoonya_5sT0VC2RP6JVPL, 5712606]
[paragraph, [729.0, 419.0, 676.0, 36.0], shoonya_5sT0VC2RP6JVPL, 5712606]
[paragraph, [729.0, 455.0, 676.0, 36.0], shoonya_5sT0VC2RP6JVPL, 5712606]
[paragraph, [729.0, 491.0, 676.0, 36.0], shoonya_5sT0VC2RP6JVPL, 5712606]
[paragraph, [729.0, 527.0, 676.0, 36.0], shoonya_5sT0VC2RP6JVPL, 5712606]
[paragraph, [729.0, 563.0, 676.0, 36.0], shoonya_5sT0VC2RP6JVPL, 5712606]
[paragraph, [729.0, 599.0, 676.0, 36.0], shoonya_5sT0VC2RP6JVPL, 5712606]
[paragraph, [729.0, 635.0, 676.0, 36.0], shoonya_5sT0VC2RP6JVPL, 5712606]
[paragraph, [729.0, 671.0, 676.0, 36.0], shoonya_5sT0VC2RP6JVPL, 5712606]
[paragraph, [729.0, 707.0, 676.0, 36.0], shoonya_5sT0VC2RP6JVPL, 5712606]
[paragraph, [729.0, 743.0, 676.0, 36.0], shoonya_5sT0VC2RP6JVPL, 5712606]
[paragraph, [729.0, 779.0, 676.0, 36.0], shoonya_5sT0VC2RP6JVPL, 5712606]
[paragraph, [729.0, 815.0, 676.0, 36.0], shoonya_5sT0VC2RP6JVPL, 5712606]
[paragraph, [54.0, 547.0, 677.0, 36.0], shoonya_0sMZQL0ASMWMU4, 5712606]
[paragraph, [54.0, 583.0, 677.0, 36.0], shoonya_0sMZQL0ASMWMU4, 5712606]
[paragraph, [54.0, 619.0, 677.0, 36.0], shoonya_0sMZQL0ASMWMU4, 5712606]
[paragraph, [54.0, 655.0, 677.0, 36.0], shoonya_0sMZQL0ASMWMU4, 5712606]
[paragraph, [54.0, 691.0, 677.0, 36.0], shoonya_0sMZQL0ASMWMU4, 5712606]
[paragraph, [54.0, 727.0, 677.0, 36.0], shoonya_0sMZQL0ASMWMU4, 5712606]
[paragraph, [54.0, 763.0, 677.0, 36.0], shoonya_0sMZQL0ASMWMU4, 5712606]
[paragraph, [54.0, 799.0, 677.0, 36.0], shoonya_0sMZQL0ASMWMU4, 5712606]
[paragraph, [54.0, 835.0, 677.0, 36.0], shoonya_0sMZQL0ASMWMU4, 5712606]
[paragraph, [54.0, 871.0, 677.0, 36.0], shoonya_0sMZQL0ASMWMU4, 5712606]
[paragraph, [54.0, 907.0, 677.0, 36.0], shoonya_0sMZQL0ASMWMU4, 5712606]
[paragraph, [734.0, 875.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 911.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 947.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 983.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 1019.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 1055.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 1091.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 1127.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 1163.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 1199.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 1235.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 1271.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 1307.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 1343.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 1379.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [734.0, 1415.0, 659.0, 36.0], shoonya_2sELLL59JDLUFE, 5712606]
[paragraph, [54.0, 975.0, 677.0, 36.0], shoonya_3sVLCNGLI7XX0P, 5712606]
[paragraph, [54.0, 1011.0, 677.0, 36.0], shoonya_3sVLCNGLI7XX0P, 5712606]
[paragraph, [54.0, 1047.0, 677.0, 36.0], shoonya_3sVLCNGLI7XX0P, 5712606]
[paragraph, [54.0, 1083.0, 677.0, 36.0], shoonya_3sVLCNGLI7XX0P, 5712606]
[paragraph, [54.0, 1119.0, 677.0, 36.0], shoonya_3sVLCNGLI7XX0P, 5712606]
[paragraph, [54.0, 1155.0, 677.0, 36.0], shoonya_3sVLCNGLI7XX0P, 5712606]
[paragraph, [54.0, 1191.0, 677.0, 36.0], shoonya_3sVLCNGLI7XX0P, 5712606]
[paragraph, [54.0, 1227.0, 677.0, 36.0], shoonya_3sVLCNGLI7XX0P, 5712606]
[paragraph, [54.0, 1263.0, 677.0, 36.0], shoonya_3sVLCNGLI7XX0P, 5712606]
[paragraph, [54.0, 1299.0, 677.0, 36.0], shoonya_3sVLCNGLI7XX0P, 5712606]
[paragraph, [54.0, 1335.0, 677.0, 36.0], shoonya_3sVLCNGLI7XX0P, 5712606]
[paragraph, [54.0, 1371.0, 677.0, 36.0], shoonya_3sVLCNGLI7XX0P, 5712606]
[paragraph, [40.0, 1413.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [40.0, 1449.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [40.0, 1485.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [40.0, 1521.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [40.0, 1557.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [40.0, 1593.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [40.0, 1629.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [40.0, 1665.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [40.0, 1701.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [40.0, 1737.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [40.0, 1773.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [40.0, 1809.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [40.0, 1845.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [40.0, 1881.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [40.0, 1917.0, 698.0, 36.0], shoonya_4sDJESZHHQLRJV, 5712606]
[paragraph, [740.0, 1460.0, 662.0, 36.0], shoonya_6s0G5YV181NW00, 5712606]
[paragraph, [740.0, 1496.0, 662.0, 36.0], shoonya_6s0G5YV181NW00, 5712606]
[paragraph, [740.0, 1532.0, 662.0, 36.0], shoonya_6s0G5YV181NW00, 5712606]
[paragraph, [740.0, 1568.0, 662.0, 36.0], shoonya_6s0G5YV181NW00, 5712606]
[paragraph, [740.0, 1604.0, 662.0, 36.0], shoonya_6s0G5YV181NW00, 5712606]
[paragraph, [740.0, 1640.0, 662.0, 36.0], shoonya_6s0G5YV181NW00, 5712606]
[paragraph, [740.0, 1676.0, 662.0, 36.0], shoonya_6s0G5YV181NW00, 5712606]
[paragraph, [740.0, 1712.0, 662.0, 36.0], shoonya_6s0G5YV181NW00, 5712606]
[paragraph, [740.0, 1748.0, 662.0, 36.0], shoonya_6s0G5YV181NW00, 5712606]
[paragraph, [740.0, 1784.0, 662.0, 36.0], shoonya_6s0G5YV181NW00, 5712606]
[paragraph, [740.0, 1820.0, 662.0, 36.0], shoonya_6s0G5YV181NW00, 5712606]
[paragraph, [740.0, 1856.0, 662.0, 36.0], shoonya_6s0G5YV181NW00, 5712606]
[paragraph, [740.0, 1892.0, 662.0, 36.0], shoonya_6s0G5YV181NW00, 5712606]
[paragraph, [740.0, 1928.0, 662.0, 36.0], shoonya_6s0G5YV181NW00, 5712606]
[jumpline, [1222.0, 1950.0, 183.0, 36.0], Y7X84c6qel, 5712606]
