[3509, 2482]
[section-title, [203.0, 604.0, 306.0, 93.0], wvPcmY5HqU, 5692433]
[paragraph, [224.0, 727.0, 1749.0, 52.5], shoonya_0s5J8S1LFEU8GZ, 5692433]
[paragraph, [224.0, 779.5, 1749.0, 52.5], shoonya_0s5J8S1LFEU8GZ, 5692433]
[paragraph, [224.0, 832.0, 1749.0, 52.5], shoonya_0s5J8S1LFEU8GZ, 5692433]
[paragraph, [224.0, 884.5, 1749.0, 52.5], shoonya_0s5J8S1LFEU8GZ, 5692433]
[paragraph, [224.0, 937.0, 1749.0, 52.5], shoonya_0s5J8S1LFEU8GZ, 5692433]
[paragraph, [224.0, 989.5, 1749.0, 52.5], shoonya_0s5J8S1LFEU8GZ, 5692433]
[paragraph, [224.0, 1042.0, 1749.0, 52.5], shoonya_0s5J8S1LFEU8GZ, 5692433]
[paragraph, [224.0, 1094.5, 1749.0, 52.5], shoonya_0s5J8S1LFEU8GZ, 5692433]
[paragraph, [224.0, 1147.0, 1749.0, 52.5], shoonya_0s5J8S1LFEU8GZ, 5692433]
[paragraph, [224.0, 1199.5, 1749.0, 52.5], shoonya_0s5J8S1LFEU8GZ, 5692433]
[paragraph, [224.0, 1252.0, 1749.0, 52.5], shoonya_0s5J8S1LFEU8GZ, 5692433]
[paragraph, [224.0, 1304.5, 1749.0, 52.5], shoonya_0s5J8S1LFEU8GZ, 5692433]
[paragraph, [224.0, 1357.0, 1749.0, 52.5], shoonya_0s5J8S1LFEU8GZ, 5692433]
[paragraph, [228.0, 1443.0, 1752.0, 52.5], XCBKByEAkL, 5692433]
[paragraph, [228.0, 1495.5, 1752.0, 52.5], XCBKByEAkL, 5692433]
[paragraph, [228.0, 1548.0, 1752.0, 52.5], XCBKByEAkL, 5692433]
[paragraph, [228.0, 1600.5, 1752.0, 52.5], XCBKByEAkL, 5692433]
[paragraph, [228.0, 1653.0, 1752.0, 52.5], XCBKByEAkL, 5692433]
[paragraph, [222.0, 1759.0, 1765.0, 52.5], Ff9UfGV0x_, 5692433]
[paragraph, [222.0, 1811.5, 1765.0, 52.5], Ff9UfGV0x_, 5692433]
[paragraph, [222.0, 1864.0, 1765.0, 52.5], Ff9UfGV0x_, 5692433]
[paragraph, [222.0, 1916.5, 1765.0, 52.5], Ff9UfGV0x_, 5692433]
[paragraph, [234.0, 1987.0, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2039.5, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2092.0, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2144.5, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2197.0, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2249.5, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2302.0, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2354.5, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2407.0, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2459.5, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2512.0, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2564.5, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2617.0, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2669.5, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2722.0, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2774.5, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [234.0, 2827.0, 1758.0, 52.5], 2TTmx7Ulqx, 5692433]
[paragraph, [253.0, 2923.0, 1730.0, 52.5], uya7Mw8cJ-, 5692433]
[paragraph, [253.0, 2975.5, 1730.0, 52.5], uya7Mw8cJ-, 5692433]
[paragraph, [253.0, 3028.0, 1730.0, 52.5], uya7Mw8cJ-, 5692433]
[paragraph, [253.0, 3080.5, 1730.0, 52.5], uya7Mw8cJ-, 5692433]
[paragraph, [253.0, 3133.0, 1730.0, 52.5], uya7Mw8cJ-, 5692433]
[paragraph, [291.0, 3249.0, 970.0, 52.5], CHgMYpbBHq, 5692433]
