[2339, 1653]
[paragraph, [324.0, 148.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 184.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 220.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 256.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 292.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 328.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 364.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 400.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 436.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 472.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 508.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 544.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 580.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 616.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 652.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 688.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 724.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 760.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 796.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 832.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 868.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 904.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 940.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 976.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 1012.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 1048.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 1084.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 1120.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 1156.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 1192.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 1228.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 1264.0, 1133.0, 36.0], shoonya_1sOZEVYTAN6I45, 5734229]
[paragraph, [324.0, 1328.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1364.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1400.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1436.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1472.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1508.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1544.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1580.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1616.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1652.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1688.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1724.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1760.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1796.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1832.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1868.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1904.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1940.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 1976.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 2012.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[paragraph, [324.0, 2048.0, 1137.0, 36.0], shoonya_0sNVKY9G64I5YK, 5734229]
[folio, [1101.0, 2151.0, 288.0, 36.0], tzmBBi9lzr, 5734229]
