[1754, 1241]
[section-title, [127.0, 134.0, 316.0, 49.5], _dtmUrd4Z-, 6468906]
[unordered-list, [133.0, 226.0, 548.0, 36.0], KcBhjbcjiq, 6468906]
[unordered-list, [133.0, 262.0, 548.0, 36.0], KcBhjbcjiq, 6468906]
[unordered-list, [133.0, 298.0, 548.0, 36.0], KcBhjbcjiq, 6468906]
[unordered-list, [133.0, 334.0, 548.0, 36.0], KcBhjbcjiq, 6468906]
[unordered-list, [133.0, 370.0, 548.0, 36.0], KcBhjbcjiq, 6468906]
[unordered-list, [133.0, 406.0, 548.0, 36.0], KcBhjbcjiq, 6468906]
[section-title, [120.0, 540.0, 325.0, 49.5], QscoSZrCCQ, 6468906]
[paragraph, [128.0, 674.0, 221.0, 36.0], P0O3B-12Pl, 6468906]
[paragraph, [128.0, 710.0, 221.0, 36.0], P0O3B-12Pl, 6468906]
[paragraph, [128.0, 746.0, 221.0, 36.0], P0O3B-12Pl, 6468906]
[paragraph, [128.0, 782.0, 221.0, 36.0], P0O3B-12Pl, 6468906]
[paragraph, [128.0, 818.0, 221.0, 36.0], P0O3B-12Pl, 6468906]
[paragraph, [122.0, 881.0, 370.0, 36.0], Z4P4tfBUUy, 6468906]
[paragraph, [122.0, 917.0, 370.0, 36.0], Z4P4tfBUUy, 6468906]
[paragraph, [122.0, 953.0, 370.0, 36.0], Z4P4tfBUUy, 6468906]
[paragraph, [122.0, 989.0, 370.0, 36.0], Z4P4tfBUUy, 6468906]
[paragraph, [122.0, 1025.0, 370.0, 36.0], Z4P4tfBUUy, 6468906]
[paragraph, [122.0, 1061.0, 370.0, 36.0], Z4P4tfBUUy, 6468906]
[paragraph, [122.0, 1208.0, 435.0, 36.0], xNTjY7goH3, 6468906]
[paragraph, [122.0, 1244.0, 435.0, 36.0], xNTjY7goH3, 6468906]
[paragraph, [122.0, 1280.0, 435.0, 36.0], xNTjY7goH3, 6468906]
[paragraph, [122.0, 1316.0, 435.0, 36.0], xNTjY7goH3, 6468906]
[paragraph, [125.0, 1366.0, 379.0, 36.0], rpBz_8nddN, 6468906]
[paragraph, [125.0, 1402.0, 379.0, 36.0], rpBz_8nddN, 6468906]
[paragraph, [125.0, 1456.0, 424.0, 36.0], DcEsr3i8pE, 6468906]
[paragraph, [125.0, 1492.0, 424.0, 36.0], DcEsr3i8pE, 6468906]
[paragraph, [128.0, 1588.0, 985.0, 36.0], DiZ6Etlmti, 6468906]
[paragraph, [128.0, 1624.0, 985.0, 36.0], DiZ6Etlmti, 6468906]
