[1388, 886]
[folio, [386.0, 45.0, 116.0, 18.0], shoonya_0sIESOAHRRY8EA, 5742301]
[paragraph, [32.0, 94.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 112.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 130.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 148.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 166.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 184.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 202.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 220.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 238.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 256.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 274.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 292.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 310.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 328.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 346.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 364.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 382.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 400.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 418.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 436.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 454.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [32.0, 472.0, 398.0, 18.0], shoonya_2sM895FNOBCOOY, 5742301]
[paragraph, [446.0, 95.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 113.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 131.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 149.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 167.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 185.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 203.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 221.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 239.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 257.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 275.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 293.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 311.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 329.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 347.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 365.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 383.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 401.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 419.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 437.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 455.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 473.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 491.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 509.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 527.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 545.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 563.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 581.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 599.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 617.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 635.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 653.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 671.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 689.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 707.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 725.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 743.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 761.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 779.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 797.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 815.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 833.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 851.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 869.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 887.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 905.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 923.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 941.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 959.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 977.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 995.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 1013.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 1031.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 1049.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 1067.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 1085.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 1103.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 1121.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 1139.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 1157.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [446.0, 1175.0, 416.0, 18.0], -KaforoEGN, 5742301]
[paragraph, [36.0, 502.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 520.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 538.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 556.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 574.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 592.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 610.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 628.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 646.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 664.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 682.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 700.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 718.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 736.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 754.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 772.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 790.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 808.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 826.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 844.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 862.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 880.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 898.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 916.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 934.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 952.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 970.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 988.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1006.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1024.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1042.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1060.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1078.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1096.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1114.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1132.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1150.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1168.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1186.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1204.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1222.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1240.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1258.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1276.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1294.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [36.0, 1312.0, 400.0, 18.0], uEIOfT0cUa, 5742301]
[paragraph, [451.0, 1201.0, 422.0, 18.0], II4kS1NZBV, 5742301]
[paragraph, [451.0, 1219.0, 422.0, 18.0], II4kS1NZBV, 5742301]
[paragraph, [451.0, 1237.0, 422.0, 18.0], II4kS1NZBV, 5742301]
[paragraph, [451.0, 1255.0, 422.0, 18.0], II4kS1NZBV, 5742301]
[paragraph, [451.0, 1273.0, 422.0, 18.0], II4kS1NZBV, 5742301]
[paragraph, [451.0, 1291.0, 422.0, 18.0], II4kS1NZBV, 5742301]
[paragraph, [451.0, 1309.0, 422.0, 18.0], II4kS1NZBV, 5742301]
[footnote, [570.0, 1354.0, 277.0, 18.0], R9t_fk5_ax, 5742301]
