[720, 504]
[folio, [51.0, 75.0, 119.0, 18.0], -HHKGazrN_, 5651867]
[paragraph, [258.0, 104.0, 197.0, 18.0], shoonya_2sX8KJQKDY6NI2, 5651867]
[paragraph, [258.0, 122.0, 197.0, 18.0], shoonya_2sX8KJQKDY6NI2, 5651867]
[paragraph, [258.0, 140.0, 197.0, 18.0], shoonya_2sX8KJQKDY6NI2, 5651867]
[paragraph, [258.0, 158.0, 197.0, 18.0], shoonya_2sX8KJQKDY6NI2, 5651867]
[paragraph, [258.0, 176.0, 197.0, 18.0], shoonya_2sX8KJQKDY6NI2, 5651867]
[paragraph, [258.0, 194.0, 197.0, 18.0], shoonya_2sX8KJQKDY6NI2, 5651867]
[paragraph, [47.0, 105.0, 197.0, 18.0], shoonya_3sMQBVZ38N9B3L, 5651867]
[paragraph, [47.0, 123.0, 197.0, 18.0], shoonya_3sMQBVZ38N9B3L, 5651867]
[paragraph, [47.0, 141.0, 197.0, 18.0], shoonya_3sMQBVZ38N9B3L, 5651867]
[paragraph, [47.0, 159.0, 197.0, 18.0], shoonya_3sMQBVZ38N9B3L, 5651867]
[paragraph, [47.0, 177.0, 197.0, 18.0], shoonya_3sMQBVZ38N9B3L, 5651867]
[paragraph, [47.0, 195.0, 197.0, 18.0], shoonya_3sMQBVZ38N9B3L, 5651867]
[paragraph, [47.0, 213.0, 197.0, 18.0], shoonya_3sMQBVZ38N9B3L, 5651867]
[paragraph, [47.0, 231.0, 197.0, 18.0], shoonya_3sMQBVZ38N9B3L, 5651867]
[paragraph, [47.0, 249.0, 197.0, 18.0], shoonya_3sMQBVZ38N9B3L, 5651867]
[paragraph, [47.0, 267.0, 197.0, 18.0], shoonya_3sMQBVZ38N9B3L, 5651867]
[paragraph, [47.0, 285.0, 197.0, 18.0], shoonya_3sMQBVZ38N9B3L, 5651867]
[paragraph, [258.0, 224.0, 198.0, 18.0], shoonya_1sVX6UGS2CF2BJ, 5651867]
[paragraph, [258.0, 242.0, 198.0, 18.0], shoonya_1sVX6UGS2CF2BJ, 5651867]
[paragraph, [258.0, 260.0, 198.0, 18.0], shoonya_1sVX6UGS2CF2BJ, 5651867]
[paragraph, [258.0, 278.0, 198.0, 18.0], shoonya_1sVX6UGS2CF2BJ, 5651867]
[paragraph, [258.0, 296.0, 198.0, 18.0], shoonya_1sVX6UGS2CF2BJ, 5651867]
[paragraph, [258.0, 314.0, 198.0, 18.0], shoonya_1sVX6UGS2CF2BJ, 5651867]
[paragraph, [258.0, 332.0, 198.0, 18.0], shoonya_1sVX6UGS2CF2BJ, 5651867]
[paragraph, [258.0, 350.0, 198.0, 18.0], shoonya_1sVX6UGS2CF2BJ, 5651867]
[paragraph, [258.0, 368.0, 198.0, 18.0], shoonya_1sVX6UGS2CF2BJ, 5651867]
[paragraph, [258.0, 386.0, 198.0, 18.0], shoonya_1sVX6UGS2CF2BJ, 5651867]
[paragraph, [258.0, 404.0, 198.0, 18.0], shoonya_1sVX6UGS2CF2BJ, 5651867]
[paragraph, [258.0, 422.0, 198.0, 18.0], shoonya_1sVX6UGS2CF2BJ, 5651867]
[paragraph, [46.0, 306.0, 201.0, 18.0], pbWfaC8Lq1, 5651867]
[paragraph, [46.0, 324.0, 201.0, 18.0], pbWfaC8Lq1, 5651867]
[paragraph, [46.0, 342.0, 201.0, 18.0], pbWfaC8Lq1, 5651867]
[paragraph, [46.0, 360.0, 201.0, 18.0], pbWfaC8Lq1, 5651867]
[paragraph, [46.0, 378.0, 201.0, 18.0], pbWfaC8Lq1, 5651867]
[paragraph, [46.0, 396.0, 201.0, 18.0], pbWfaC8Lq1, 5651867]
[paragraph, [46.0, 414.0, 201.0, 18.0], pbWfaC8Lq1, 5651867]
[paragraph, [46.0, 432.0, 201.0, 18.0], pbWfaC8Lq1, 5651867]
[paragraph, [46.0, 450.0, 201.0, 18.0], pbWfaC8Lq1, 5651867]
[paragraph, [46.0, 468.0, 201.0, 18.0], pbWfaC8Lq1, 5651867]
[paragraph, [46.0, 486.0, 201.0, 18.0], pbWfaC8Lq1, 5651867]
[paragraph, [46.0, 504.0, 201.0, 18.0], pbWfaC8Lq1, 5651867]
[paragraph, [46.0, 522.0, 201.0, 18.0], pbWfaC8Lq1, 5651867]
[paragraph, [46.0, 540.0, 201.0, 18.0], pbWfaC8Lq1, 5651867]
[paragraph, [258.0, 459.0, 199.0, 18.0], shoonya_4sG258X8ZJYQSR, 5651867]
[paragraph, [258.0, 477.0, 199.0, 18.0], shoonya_4sG258X8ZJYQSR, 5651867]
[paragraph, [258.0, 495.0, 199.0, 18.0], shoonya_4sG258X8ZJYQSR, 5651867]
[paragraph, [258.0, 513.0, 199.0, 18.0], shoonya_4sG258X8ZJYQSR, 5651867]
[paragraph, [258.0, 531.0, 199.0, 18.0], shoonya_4sG258X8ZJYQSR, 5651867]
[paragraph, [258.0, 549.0, 199.0, 18.0], shoonya_4sG258X8ZJYQSR, 5651867]
[paragraph, [47.0, 559.0, 201.0, 18.0], shoonya_0sGDP88JSCXT4P, 5651867]
[paragraph, [47.0, 577.0, 201.0, 18.0], shoonya_0sGDP88JSCXT4P, 5651867]
[paragraph, [47.0, 595.0, 201.0, 18.0], shoonya_0sGDP88JSCXT4P, 5651867]
[paragraph, [258.0, 575.0, 202.0, 18.0], shoonya_6sT6SERFN5NME5, 5651867]
[paragraph, [258.0, 593.0, 202.0, 18.0], shoonya_6sT6SERFN5NME5, 5651867]
[footnote, [205.0, 683.0, 94.0, 18.0], VVamml8RZg, 5651867]
